name	url	telephone	tax_num	street	locality	region	postcode	country	Causes	Mission	Results	Target demographics	Direct beneficiaries per year	Geographic areas served	Programs
Trinity Lutheran Church	http://		EIN 87-0333586	385 W Golden Ave	Layton	UT	84041	USA							
Women's World Health Initiative	http://www.wwhi.org	801-865-6512	EIN 26-3954097	PO Box 9635	Salt Lake City	UT	84109	USA		Women''s World Health Initiative will invest in and educate women in vulnerable populations to change their own communities by building sustainable local health care systems focusing on decreasing maternal and infant mortality and early detection of preventable disease.					The purpose of this needs assessment is to identify factors that affect maternal mortality and gaps in services provided to pregnant mothers during pregnancy and birth in villages in the Saraya region of Senegal.
International Society Daughters Of Utah Pioneers	http://		EIN 87-0325498	300 N Main St	Salt Lake Cty	UT	84103	USA	  Arts & Culture, Historical Organizations						
YOUTH CHAMPIONS CHARITY INC	http://www.youthchampionscharity.org	801-960-1563	EIN 26-3048003	870 W Center St.	Orem	UT	84057	USA	  Children & Youth, Children & Youth Services	YCCs MISSION is to provide youth in crisis with access to life saving treatment facilities and educationwhere they can develop strong moral character and increase physical, mental, and emotional strength. 		youth in crisis	75 youth and their families receive help from a treatment program	Utah	treatment scholarships, education funds, treatment options
The Joseph Smith Sr And Lucy Mack Smith Family Foundation	http://		EIN 87-0478044	1989 St Marys Drive	Salt Lake City	UT	84108	USA	  Arts & Culture, Historical Organizations						
Women's Aglow Fellowship	http://www.aglow.org/		EIN 87-0379210	8276 South 1390 East	Sandy	UT	84093	USA	  Christianity, Religion	Aglow International is an intercultural transdenominational organization of Christian women with more than 3,500 fellowships in more than 151 nations. Our mission is to lead women to Jesus Christ and provide opportunity for Christian women to grow in their faith and minister to others. Aglow's vision to impact the lives of women worldwide is expressed in the strategic focuses of: Prayer, Evangelism, Relationship, and Reconciliation.					
Adopt-A-Native-Elder	http://www.anelder.org	8014740535	EIN 87-0490211	PO Box 3401	Park City	UT	84060	USA	  Arts & Culture, Cultural & Ethnic Awareness, Food, Food Programs	ANE supports impoverished Navajo Elder weavers living in remote areas of UT and AZ reservations. We help them sell their rugs online and at rug shows, and provide humanitarian aid to Elders who are too disabled to support themselves. Each Spring and Fall volunteers pack and deliver food and supplies to 11 areas of reservation in community gatherings called Food Runs.  For the annual November Deer Valley Rug Show ANE brings Elder weavers and their family to Park City, provides for their lodging and food, and all of the money from the sale of their rugs goes to the weavers. Elders in the program are 75-108 years old, many do not speak English, many heat with wood and do not have running water in their homes. ANE has received Charity Navigator''s 4-star top rating for fiscal responsibility three years in a row. 		the Elders age 75 and older with basic needs.	over 500 Elders and about 3000 family members	the Navajo reservation in Southern Utah and Northern Arizona	Semi-Annual Food Runs:  May and October we pack and deliver food boxes and fresh food to 500 Elders and their families.  Along with food we provide simple medicines and appropriate clothing and working tools.
United Way Of Davis County	http://		EIN 87-0305686	175 S West Temple Ste 30	Salt Lake Cty	UT	84101	USA	  Federated Giving Programs, Philanthropy						
Community Animal Welfare Society	http://www.caws.org	(801) 328-4731	EIN 87-0515959	5165 S 900 E	Salt Lake Cty	UT	84117	USA	  Animal Protection & Welfare, Animal-Related, Animals	Provide animal welfare outreach, including rescue from shelters, including animals whose "time is up" and those needing veterinary care. Provide a sliding-income-scale spay / neuter / vaccinate program for pets. Conduct an ongoing foster and adoption program at many public locations. Actively and aggressively encourage spaying / neutering of all pets. Provide public education and information regarding the responsibilities of pet ownership. Conduct a feral (non-tame) cat program, tavrm (trap, alter, vaccinate, return, & maintain), including veterinary care and neighbor liaison aid. 					Foster and adoption program: caws placed approximately 675 cats and dogs in adoptive homes during the reporting period. Program includes public adoption events almost every weekend, best practices screening, refundable adoption fee upon request, and requirement that the animal be returned to caws, at any time, if the adoption does not work out. Follow-up contact is made on adoptions. We have taken back animals that have been in adoptive homes for more than 8 years. Expenses include veterinary care, spay/neuter, foster expenses, avid friendchip chips used to identify all caws pets, and boarding of animals when necessary. Revenue is adoption fees.   sliding income voucher program for spay/neuter and veterinary care: caws provides a sliding income scale voucher program for animal spay/neuter procedure through a network of participating veterinarians. Caws volunteers work with requesting pet owners to determine the amount they can contribute. The veterinarians provide a charitable rate, and caws covers the balance. Caws has a similar program for pet owners whose pets need veterinary care, including care for abscesses, dental cleaning, and injuries. Caws requires that the pet be altered, if health allows and the pet is not already altered, as part of the sliding income veterinary program, even if caws must cover that expense. This program also includes help with euthanasia costs if the animal is too injured or ill to be saved.   caws rescue aid: at times people find a stray cat or dog and would like to bring it into their home, but the animal needs significant veterinary care. Caws provides help using a sliding income scale voucher program. Caws requires proof of a good faith effort to find the pet's owner, which includes posting fliers in the area and at local shelters, and having the animal placed at the shelter for the required time. After the noted actions have been taken, caws helps these people with costs that allow them to bring this animal into their family. During 2014, we helped approximately 30 people bring unclaimed animals into their homes, helping them with the costs of spay/neuter, vaccines, blood work for older cats, dental cleaning, and heartworm tests.   feral cat program: provides support for feral cat caregivers, including spay/neuter procedures, veterinary care for illnesses or injuries, vaccines, food, boarding, and euthanasia as humane for ill or injured feral cats. 
World Wide Association Of Performing Artists	http://		EIN 87-0572075	11416 S Skylux Ave	South Jordan	UT	84095	USA	  Arts & Culture, Dance						
Cody Brooks Center Inc	http://		EIN 80-0273287	Po Box 975	American Fork	UT	84003	USA	  Mental Health, Substance Abuse Treatment						
Weber Pathways	http://www.weberpathways.org	(801) 393-2304	EIN 87-0553907	Po Box 972	Ogden	UT	84402	USA	  Civil Rights, Civil Rights, Social Action & Advocacy	Weber pathways was organized in 1995 to construct and preserve pathways in weber county, utah for the use and enjoyment of the general public. The organization also promotes public education through pathway user groups, the public media, and school systems to enhance public awareness of the environment, natural resources and pathways. 					The organization was able to continue construction, repairs and enhancement of trail systems in weber county. Construction efforts include the continued expansion of the rail trail system with the additional work performed on the weber river parkway and pineview loop pathway. 
SADS (Sudden Arrhythmia Death Syndromes) Foundation	http://www.StopSADS.org	1-801-531-0937	EIN 87-0492100	508 E S Temple #202	Salt Lake City	UT	84102	USA	  Health, Heart & Circulatory System Diseases & Disorders, Specifically Named Diseases Research	Your child or a young person you know may be at risk for sudden cardiac death due to an inherited condition.  He or she will appear healthy, and in most cases, you will have absolutely no idea that something might be wrong.  Once diagnosed, these conditions are treatable.  Without diagnosis and treatment, they can be fatal.  Nearly 4,000 children die each year due to undetected cardiac arrhythmias.  One in 2,500 of them are at risk of a sudden cardiac arrest.  These deaths can be prevented if more people are aware of the SADS warning signs. The Sudden Arrhythmia Death Syndromes (SADS) Foundation is dedicated to saving the lives and supporting the families of young people genetically predisposed to sudden death due to cardiac arrhythmias.   	We are making great strides raising awareness of SADS. More people are learning the warning signs, and contacting the SADS Foundation if they think their child may possibly be affected.  We applaud this effort, and hope that soon - every person will know what SADS stands for, what the warning signs are, and what to do.	Children, young people, and families		World-wide	The sads foundation is dedicated to providing information, assistance and hope related to this disease. In fulfilling this mission, the organization has the following goals: education: to educate health care providers and the lay public to promote early diagnosis and treatment. Patient services: to serve as a physician referral resource and to provide information to physicians who care for patients with cardiac arrhythmias. Support services: to assist all those affected by the sudden death of a young loved one, or who have been diagnosed with a cardiac arrhythmia by providing informational materials, facilitating support groups, and maintaining an active networking program. Public awareness: to inform families, physicians, and communities about the genetic cardiac arrhythmias in the young, and thereby prevent sudden cardiac death in young people. Research: to encourage research on genetic cardiovascular diseases predisposing the young to sudden death. 
Little League Beaver City	http://www.littleleague.org/		EIN 52-1278611	PO Box 805	Beaver	UT	84713	USA	  Amateur Sports Competitions, Baseball & Softball, Recreation & Sports, Sports	To provide healthy activity for children using the ball field as a classroom to instill discipline, team work, sportsmanship and fair play, and to establish a set of values to guide them into adulthood.					
Drug Policy Project of Utah	http://www.dpputah.org	8015296510	EIN 47-1003019	Po Box 3602	Salt Lake City	UT	84110	USA	  Civil Rights, Crime & Law, Health, Voter Education & Registration, Voting Rights	To establish a comprehensive medical cannabis program by engaging stakeholders and fostering accurate dialog.		communities, institutions, and lawmakers		Utah	insightful public policy analysis and research related to drug and law enforcement policies.
Cottages of Hope Inc	http://www.cottagesofhope.org	(801) 393-4011	EIN 26-0752718	2724 Washington Blvd (Behind 2722)	Ogden	UT	84401	USA	  Financial Counseling	FINANCIAL STABILITY - SELF-RELIANCE		households acheive greater stability	over 2,000 individuals with one or more services	Weber County	Career and financial coaching, free tax preparation, computer classes, and many other services that lead to greater household income and better money management.
Intermountain Health Care Inc	http://www.intermountainhealthcare.org	(801) 442-2000	EIN 87-0269232	36 S State St Ste 2200	Salt Lake Cty	UT	84111	USA	  Group Health Practices, Health, Health (General & Financing), Health Care, Hospitals	Helping people live the healthiest lives possible. See schedule o. 					Intermountain health care, inc. Promoted community health care through coordinating the activities of and providing support to ihc health services, inc. ; selecthealth, inc. ; intermountain community care foundation, inc. ; and other affiliated subsidiaries. 
Best Friends Animal Society	http://www.bestfriends.org	435-644-2001	EIN 23-7147797	5001 Angel Canyon Rd	Kanab	UT	84741	USA	  Animal Protection & Welfare, Animal Training, Animals	Best Friends Animal Society is the only national animal welfare organization focused exclusively on ending the killing of dogs and cats in America's shelters. To this end, Best Friends works with shelters, rescue groups and our members nationwide on a variety of grassroots programs. By implementing targeted spay/neuter and community cat programs  trap/neuter/return (TNR) programs  to reduce the number of animals who enter shelters, and by increasing the number of people who adopt pets, we know we can end the killing. We know we can Save Them All.	When Best Friends began in 1984, some 17 million animals died every year in our nations shelters, simply for not having safe places to call home. Today, that number is down to about 4 million.	pets in shelters find homes.	160,381 animals	local and national arenas		Best Friends Animal Society is the only national animal welfare organization dedicated exclusively to ending the killing of dogs and cats in Americas shelters. When Best Friends began in 1984, some 17 million animals died every year in Americas shelters, simply for not having homes. Today, that number is down to about 4 million. Thats incredible progress, but it also means that more than 9,000 wonderful dogs and cats are still losing their lives every day. Together, we can change that. 	For 30 years, Best Friends has been running the nations largest no-kill sanctuary for companion animals and building effective programs all across the country that reduce the number of animals entering shelters and increase the number who find homes. Join us. Together, we can Save Them All.   .
GOAL FOUNDATION	http://getoutandlive.org	(801) 399-1773	EIN 87-0673086	2491 Washington BLVD	Ogden	UT	84401	USA	  Recreation & Sports, Sports	Coordinate community volunteer efforts and resources to promote, sustain, and carry out sport or cultural activities that improve the community and quality of life in Northern Utah		promote healthy lifestyles whether it be participating, spectating or volunteering	provide over 8000 hours of volunteer service and impacted the Ogden econimy over Four million dollars.	Ogden area	Our youth programs which include: Young runners, Mountain biking camp, Pickle ball camp and Climbing camp. Our volunteer program and our athletic programs which capture all areas of involvement.
Grantsville Family Networks	http://		EIN 87-0413974	111 W Durfee St	Grantsville	UT	84029	USA							
Rising Generation	http://		EIN 87-0528384	475 N 800 E	American Fork	UT	84003	USA	  Arts & Culture, Support						
Utah Packet Radio Asociation Inc	http://		EIN 74-2401320	6162 Last Camp Cir	Salt Lake Cty	UT	84108	USA							
Fellowship Foundation	http://		EIN 87-0481308	2060 S Windsor St	Salt Lake Cty	UT	84105	USA		To provide a safe social and recovery environment for individuals and their family members who are in recovery from substance abuse; to provide space for 12-step meetings; and to provide low cost meals for those attending. 					To provide a safe social and recovery environment for individuals and their family members who are in recovery from substance abuse; to provide space for 12-step meetings; and to provide low cost meals for those attending. Provided space for 65 meetings. 
ONE HEART INC	http://		EIN 30-0204958	480 W 10 N	Orem	UT	84057	USA	  Health, Heart & Circulatory System Diseases & Disorders	Strengthen The Family					Homeless, Warming Families, Deaf families, Hungry Families, 
Silverwood Experience	http://		EIN 81-0657056	4605 W 3855 S	Salt Lake Cty	UT	84120	USA	  Crime & Law, Rehabilitation Services for Offenders						
Salt Lake Urban Search & Rescue Task Force	http://	(801) 913-3662	EIN 87-0485244	6726 S Navigator Dr	West Jordan	UT	84084	USA	  Emergency Medical Services & Transport, Health	The task force is a partnership between state fire departments, law enforcement agencies, federal and local governmental agencies and private companies to provide location, rescue, and initial medical stabilization of victims trapped in confined spaces. 					Readiness logistics and planning for responding to emergency needs.   training to task force members to maintain preparedness standards enabling the task force to serve as a deployable asset for the federal emergency management agency (fema)  deployment of assets and emergency task force members to respond to various disasters as requested by fema or state agencies. 
Caring Hearts Of Box Elder County	http://		EIN 87-0366754	PO Box 577	Brigham City	UT	84302	USA							
Utah Housing Technical Assistance Program Uhtap	http://		EIN 87-0530399	3595 South Main Street	Salt Lake City	UT	84115	USA	  Homeless & Housing, Housing Development, Construction & Management						
National Society Of The Sons Of Utah Pioneers	http://		EIN 23-7276667	3301 E Louise Ave	Salt Lake Cty	UT	84109	USA							
American Fisheries Society	http://		EIN 23-7226675	5210 Old Main Hl	Logan	UT	84322	USA							
The Younique Foundation	http://www.youniquefoundation.org	801-653-3957	EIN 47-2535198	3400 Mayflower Ave. Suite 500	Lehi	UT	84043	USA	  Education, Health, Health Support, Human Service Organizations, Human Services, Public & Societal Benefit	We inspire hope in women who were sexually abused as children or adolescents by hosting them at a retreat, where they are uplifted by each other and learn skills that can help them find individual healing.  We educate parents and empower them to protect their children from sexual abuse while leading a public dialogue to bring the epidemic of abuse to light. 	2015 Year  Services Results  We are thrilled with what happened in 2015.  In our first year of operation, we successfully implemented all three pillars of our mission:  We hosted 103 women at The Haven Retreat. The first retreat was held in June 2015.    We completed 155 sessions at our Outpatient Facility.  The first session was held in August 2015.  12m individuals were reached through Social Media Channels. The first social post was May 2015.  450 individuals reached through our Education Sessions.  The first session was October 2015.	Female survivors of childhood sexual abuse. 	We hosted 103 women at The Haven Retreat. The first retreat was held in June 2015.    We completed 155 sessions at our Outpatient Facility.  The first session was held August 2015.  12m individuals were reached through Social Media Channels.  The first post was May 2015. 450 individuals reached through our Education Sessions.  The first session was October 2015.	Childhood sexual abuse prevention, education, and healing.	We host a 4-day retreat with up to 30 survivors where attendees are uplifted by each other and learn skills that can help them find individual healing.  We offer up to 17 educational classes, and other therapeutic activities to allow the survivors the learn what helps them individually.  Through our education team we offer free presentations on awareness and prevention.
Utah Civil Rights & Liberties Foundation Inc	http://	(801) 328-9532	EIN 87-0405876	214 E 500 S	Salt Lake Cty	UT	84111	USA		To provide legal services for the protection of civil rights and liberties. 					Utah civil rights & liberties foundation, inc. Is a non-profit entity dedicated to working through the courts, law schools, legislature and community to assert, defend and preserve individual basic and civil rights and liberties guaranteed to all people by the federal and utah state constitutions. Ucr&lf provides assistance to indigent individuals and non-profit organizations with regard to civil rights claims and issues. Ucr&lf annually receives hundreds of requests for assistance and screens cases according to the nature of the civil rights and liberties violation, the potential significant, broad or systematic impact, whether the private bar is pursuing the issues at all or adequately, etc. Ucr&lf will pursue matters through advocacy including litigation, especially in the areas of indigent rights, racial justice, privacy and technology, first amendment, separation of church and state, participatory democracy, prisoner rights, etc. Ucr&lf engages in public education informing the public, especially through the news media and participation in seminars and presentations, as to constitutional rights. Ucr&lf operates a prison project which provides legal advice to inmates and prisoners incarcerated at utah state correctional facilities and county jails through the state. 
Friends Of Davis County Library	http://		EIN 87-0543443	PO Box 115	Farmington	UT	84025	USA	  Education, Libraries						
Aclu Of Utah Foundation Inc	http://www.acluutah.org	(801) 521-9862	EIN 87-0439810	355 North 300 West 1	Salt Lake City	UT	84103	USA		To uphold the us and utah constitutions, to secure and maintain freedom of speech, free press, freedom of assembly, freedom of religion, due process and equal protection of the law & other rights & civil liberties, & to take non-partisan action and educate the public. 					Legal assistance: received and reviewed approximately 672 requests for assistance via our legal intake process. We selected cases to pursue according to our criteria including the nature of the civil liberties violation, whether the case would impact many people rather than only the individual client, and the issues in the case are not otherwise being adequately litigated or pursued by the private bar. We investigate, write demand letters and pursue legal advocacy including litigation particularly in the areas of indigent rights, racial justice, privacy and technology, first amendment, participatory democracy, immigrant rights and prison rights.   public education: informing the public as to constitutional rights. This includes flyers, advertisements, lectures, etc. The nature of the service makes determining the number of persons benefited impractical.   bill of rights celebration. To award youth activist scholarship winners and recognize champions of civil liberties and provide education regarding civil rights and other community affairs. 
Autism Society Of Utah	http://		EIN 74-2605163	2290 E 4500 S Ste 110	Salt Lake Cty	UT	84117	USA	  Autism, Disabilities, Health						
Intermountain Specialized Abuse Treatment Center	http://www.isatcenter.org	(801) 886-8900	EIN 87-0414241	1555 West 2200 South Ste A	Salt Lake City	UT	84119	USA	  Child Abuse Prevention, Crime & Law, Domestic Violence, Family Counseling, Mental Health, Mental Health Treatment, Substance Abuse Dependency, Prevention & Treatment	Intermountain Specialized Abuse Treatment Center (ISAT), a private, nonprofit agency, was established in 1983 with the exclusive focus being the evaluation and treatment of abuse issues. ISAT has become the largest specialized agency of its kind in the Intermountain West, with six offices across the State of Utah. ISAT Center provides treatment for sexual abuse, domestic violence, substance abuse, physical abuse and related issues.					The isat center provides counseling and evaluations for the prevention and treatment of child sexual abuse and family abuse, through a comprehensive outpatient program for both victims and perpetrators. 
Canti Con Brio	http://		EIN 87-0533484	501 E Normandy Dr	Provo	UT	84604	USA	  Arts & Culture, Singing & Choral Groups						
ALZHEIMERS & DEMENTIA SOCIETY	http://www.alzsociety.com	(435) 319-0407	EIN 45-5072504	168 North 100 East Suite 104	St George	UT	84770	USA	  Alzheimers Disease, Health	To empower individuals, families and communities with resource connections, education and support to help and strengthen all affected by alzheimer's and dementia. 					To empower individuals, families and communities with resource connections, education and support to help and strengthen all affected by alzheimer's and dementia. 
Salt Lake Scots Pipe Band And White Heather Dancers	http://		EIN 94-2939338	1904 N Branding Cir	Salt Lake Cty	UT	84116	USA	  Arts & Culture, Bands & Ensembles	Culture and celtic music					Program service costs
Freeway Watch	http://		EIN 87-0527411	6914 South Redwood Rd 327	West Jordan	UT	84084	USA	  Community Service Clubs						
Mountain Meadows Association	http://		EIN 87-0485052	1035 Mckinley Way	St George	UT	84790	USA	  Community Service Clubs						
The Ivy Girl Academy	http://www.Ivygirlacademy.com		EIN 45-2686372	82 Country Bend Road	Farmington	UT	84025	USA		The sole purpose of the Ivy Girl academy is to cosset (excessively care for) our lovely young ladies; nurturing them into powerful, strong, confident future mothers & leaders.					
H I T E Inc	http://		EIN 31-1509528	2 E Monticello Dr	Kaysville	UT	84037	USA	  Crime & Law, Domestic Violence, Protection Against Abuse						
American Heritage Schools Inc	http://www.american-heritage.org	(801) 642-0055	EIN 86-6153035	736 N 1100 E	American Fork	UT	84003	USA	  Education, Primary & Elementary Schools	Education of children in an environment that promotes moral and religious values. 					Education of approximately 720 children from kindergarten through twelfth grade. 
The National Tongan American Society Inc	http://	(801) 467-8712	EIN 87-0556679	3007 S West Temple Ste J Ste 7	Salt Lake Cty	UT	84115	USA	  Education	Advocate and empower all tongan-americans and other pacific islanders through programs and referrals that promote health, youth development, model citizenship, education and cultural preservation. 					Provided classes, health forums, and other activities that promoted healthy living and education for tongan-americans & other pacific islanders. 
American Civil Defense Association	http://	(801) 501-0077	EIN 59-1981319	12162 S Business Park Dr Ste 208	Draper	UT	84020	USA	  Arms Control & Peace, International	Public emergency information					Production of monthly journal and emergency gear
Millcreek Township Inc	http://		EIN 94-2465544	Po Box 9104	Millcreek	UT	84109	USA							
Utah Friends Of Basset Hounds	http://www.utahbassethoundrescue.com		EIN 06-1707340	1338 S Foothill Dr 172	Salt Lake City	UT	84108	USA	  Animal Protection & Welfare, Animals	To rescue, neuter, and find homes for utah basset hounds. 					Rescued and provided medical care and temporary shelter for over 100 homeless utah basset hounds. 
Rocky Mountain Care Foundation	http://www.rockymountaincarefoundation.org	(801) 397-4160	EIN 20-4822338	350 East 300 South Suite 100	Bountiful	UT	84010	USA	  Health	The mission of the Foundation is to:   "facilitate healthcare services   and improve the quality of life for   underserved individuals."  					The organization has assisted with health care costs which have improved the quality of life for the under-served individuals. By making payments directly to the health care providers on their behalf and providing noncash contributions (medical equipment)to organizations in an effort to provide essential health care needs. 
Empower Playgrounds Inc	http://	(801) 374-3252	EIN 20-8836525	3214 N University Ave 501	Provo	UT	84604	USA	  International, International Development	To develop, install, and maintain safe playgroud equipment that generates electrical power in communities with poor or no access to electrical power grids. 					Served poor and underserved children, teachers, and community members by developing, installing, and maintaining safe playground equipment that generates and stores electrical power. The equipment serves communities that have poor or no access to electrical power grids. 
Southern Utah Wilderness Alliance	http://www.suwa.org	801-486-3161	EIN 94-2936961	425 East 100 South	Salt Lake City	UT	84111	USA	  Environment	Founded in 1983, the Southern Utah Wilderness Alliance builds strong and lasting public support for wilderness preservation by focusing its attention on grassroots activists and public outreach campaigns. By building personal relationships and empowering citizens who love Utah''s wild lands, we have built a movement that has endured for over twenty years. Our allegiance of fiercely loyal defenders of Utah wilderness is reflected in our continued success: the annual increase of activists, the number of anti-wilderness proposals defeated, and the record support obtained for America''s Redrock Wilderness Act.					SUWA's two major campaigns are to: 1) build grassroots and congressional support for positive wilderness legislation, and 2) defend Utah's wilderness-quality public lands from threats, including off-road vehicles, R.S. 2477 "ghost" road claims, and oil and gas exploration and development.
Women's Cycling Coalition, Inc.	http://		EIN 84-1267439	PO Box 283	Sandy	UT	84091	USA							
Image Reborn Inc	http://	(435) 640-5119	EIN 87-0664958	1431 E 5875 S	South Ogden	UT	84405	USA	  Cancer	To provide work shops, training and comfort to the survivors of breast cancer. 					To provide work shops, training and comfort to the survivors of breast cancer. 
