name	url	telephone	tax_num	street	locality	region	postcode	country	Causes	Mission	Results	Target demographics	Direct beneficiaries per year	Geographic areas served	Programs
Saint John Hospital Inc	http://www.providence-health.org/sjh	(913) 680-6000	EIN 48-0543768	3500 South Fourth Street	Kansas City	KS	66048	USA	General Hospitals,Health	We will, in the spirit of the sisters of charity, reveal god's healing love by improving the health of the individuals and communities we serve, especially those who are poor or vulnerable.					It is the philosophy of the sisters of charity of leavenworth health system, inc. And affiliated hospitals to treat patients in a non-discriminatory manner, minimize human suffering as much as possible; create a preferential option for the poor; and provide assistance to those patients who have limited financial resources. The hospital participates in the medicare and medicaid programs and as such provide care at reimbursement levels lower than charges. The difference between reimbursement from these programs and charges at established rates are included in the hospital's mission in service to the community which it operates. To that end, the hospital has instituted and participates in the following community benefit activities; provides laboratory, radiological, and pharmaceutical service at duchesne clinic. Duchesne clinic is a clinic for the care of the medically indigent. Community health services are provided at minimal or no charge: cholesteral screening, blood sugar screening, sibling preparation, lamaze childbirth classes, cancer support, group stroke support group, breast feeding support, hearing screening, cesarean birth classes, freedom from smoking, colorectal screening, nutritional counseling; hospital care: inpatient days of care, inpatient admissions, newborn deliveries, outpatient registrations, emergency room visits, clinic visits.
Grace Lutheran Church	http://		EIN 52-1314971	1200 W 11TH St	Liberal	KS	67901	USA							
Birthright Of Dodge City Inc	http://		EIN 51-0195803	Po Box 815	Dodge City	KS	67801	USA							
Tiyospaye Inc	http://www.higherg.org	(316) 262-2060	EIN 48-1125182	247 N Market St	Wichita	KS	67202	USA	Counseling,Mental Health,Mental Health Treatment,Substance Abuse Dependency, Prevention & Treatment,Substance Abuse Treatment	Substance abuse prevention and counseling.					Empowering culturally diverse youth and adults to recover their lives and hope by providing innovative and effective prevention, treatment and counseling for drugs, alcohol abuse and related life challenges.
Oskaloosa Rural Housing Development Incorporated	http://		EIN 48-0948744	Po Box 306	Oskaloosa	KS	66066	USA	Homeless & Housing,Senior Citizens Housing & Retirement Communities,Seniors	Affordable housing for low income					Maintained virtually 100 occupancy all year
Guidance Center Inc	http://www.theguidance-ctr.org	(913) 682-5118	EIN 48-1139846	500 Limit St	Leavenworth	KS	66048	USA	Mental Health,Mental Health Treatment	The guidance center promotes healthy communities by providing integrated behavioral healthcare services and partnering in the delivery of general healthcare to those we serve.					Outpatient mental health services
Veronicas Voice Inc	http://www.veronicasvoice.org	(816) 483-7101	EIN 20-3902846	Po Box 172472	Kansas City	KS	66117	USA	Personal Social Services	To encourage, educate, and					Outreach to homeless and prostituted youth and women - contact with an average of 20 persons/month on the stree, in municipal jail, shelters, and food pantries/kitchens.
Oakview Christian Church	http://		EIN 48-0692292	4403 Greenhaven	Wichita	KS	67216	USA							
Keep America Beautiful-Topeka- Shawnee County Inc	http://www.kabtopsh.org		EIN 48-0887925	Po Box 750775	Topeka	KS	66675	USA	Environment,Environmental Beautification						Organized and recruited volunteers for numberous events whose focus was littergraffiti clean up neighborhood revitalization and recycling
Downs Senior Citizens Inc	http://		EIN 48-0978000	514 Morgan Ave	Downs	KS	67437	USA							
Riverview Health Services Inc	http://www.riverviewhealthservices.org	(913) 371-7070	EIN 48-1072716	722 Reynolds Ave	Kansas City	KS	66101	USA		To facilitate health care access and provide health literacy services for individuals who are indigent, uninsured or underinsured.					Riverview health services' mission is to facilitate health care access and provide health literacy services for individuals who are indigent, uninsured or underinsured. To accomplish this mission, riverview provides medical support services to nearly 2,000 uninsured and medically indigent persons annually, in approximately 7,000 annual encounters. Services are available to any residents of the metropolitan kansas city area and surrounding counties. Located in wyandotte county, 85% of riverview's clients reside in that county. Riverview assists persons who are in need of prescription medication assistance and medical supplies. Short term medications (antibiotics, pain control medications, etc. ) are provided through a voucher program which local pharmacies participate in. Long term medications (insulin, hypertension, cardio vascular, behavioral health medications, etc. ) are provided through pharmaceutical companies prescription assistance programs. Medical supplies and equipment (primarily diabetes blood sugar test meters and test strips, adult diapers, nutritional supplements, etc. ) are provided for free and at very low cost. Over 90% of clients requesting assistance with medications and medical supplies achieve access to those needed items. Because a high percentage of clients have diabetes, riverview also provides diabetes education and self-management support. Diabetes group classes are provided weekly, both in spanish and english. Individual education and support occurs by both walk in and by appointment. Clients involved in diabetes education and support demonstrate behavior changes that improve blood sugar levels and disease management: better blood sugar monitoring, improved nutrition and meal planning and increased intentional exercise. A1c blood sugar levels are improving.
CARS 4 CHRISTMAS INC	http://www.Cars4Christmas.org	913-643-1491	EIN 11-3663200	PO BOX 25364	OVERLAND PARK	KS	66225	USA	Human Services	Cars 4 Christmas is a non-profit organization that provides free basic transportation to disadvantaged individuals who are not able to obtain it on their own.	We average 15,000 applications annually. While the need is greater than our donation base, we strive to help as many families as possible. We process monetary donations as well as vehicles that require a little TLC. If you have a vehicle you'd like to donate, go to our website, click "Donate," fill out the form. We will arrange pick-up and take care of the rest.	families without a vehicle	over 300 families with reliable transportation.	Kansas City	FREE reliable transportation to families who otherwise are not able to obtain it on their own.
Kansas Coalition Against The Death Penalty Inc	http://www.ksabolition.org		EIN 48-1070796	Po Box 2065	Topeka	KS	66601	USA		Promote public education about capital punishment and disseminate information about penalty and effects of executions					Promote public education on the death penalty
Adventist Health Mid-America Inc	http://	(913) 676-2184	EIN 52-1347407	9100 W 74th St	Shawnee Msn	KS	66204	USA		Adventist health system sunbelt healthcare corporation and all of its subsidiary organizations were established by the seventh-day adventist church to bring a ministry of healing and health to the communities served. Our mission is to extend the healing ministry of christ.					Provides support and management services to shawnee mission medical center and other seventh-day adventist programs. All such supported organizations are exempt under section 501(c)(3).
Women's Aglow Fellowship	http://www.aglow.org/		EIN 51-0237671	3800 Se 32nd Pl	Topeka	KS	66605	USA	Christianity,Religion	Aglow International is an intercultural transdenominational organization of Christian women with more than 3,500 fellowships in more than 151 nations. Our mission is to lead women to Jesus Christ and provide opportunity for Christian women to grow in their faith and minister to others. Aglow's vision to impact the lives of women worldwide is expressed in the strategic focuses of: Prayer, Evangelism, Relationship, and Reconciliation.					
SUNSHINE CONNECTION OF TOPEKA INC	http://	(785) 232-0315	EIN 48-1167462	2915 Sw 8TH Ave	Topeka	KS	66606	USA	Community Recreational Centers,Sports	A consumer-operated organization, the sunshine connection is dedicated to serving consumers with severe and persistent mental illness who are in their recovery journey. The organization's goal is to empower consumers with the resources, skills and training necessary to achieve a productive role within the community. The sunshine connection is strengths-based in that it provides a safe environment for consumers to socialize, receive skill-focused training and participate in opportunities to develop leadership, education, training and reserach skills that are designed to impact program development.					Provide and enhance leadership, educational and training opportunitites for sunshine connection member/consumers through their participation in a variety of committees and activities, including educational sessions stressing topics such as nutrition, health and wellness, physical fitness, gardening, decorating, personal budgeting, and photography; hands-on training for consumers through their weekly preparation of a healthy meal and production of a quarterly newsletter; and consumer skill development through their participation in fundraising and grant writing activities.
Theatre Lawrence	http://	(785) 843-7469	EIN 48-1014727	1501 New Hampshire St	Lawrence	KS	66044	USA	Arts & Culture,Theater	Theatrical performances					Provided theatrical performances with community members as actors and directors and workshops for children.
HAYSVILLE USD 261 EDUCATION FOUNDATION	http://		EIN 20-0143035	1745 W Grand Ave	Haysville	KS	67060	USA	Education						
Lifeline Animal Placement & Protection Inc	http://lifelineanimalplacement.org	(316) 807-8473	EIN 48-1221562	310 W 45th St N	Wichita	KS	67204	USA	Animal Protection & Welfare,Animals	To save animals that have been abandoned, abused or were relinquished by their owners and to rescue animals from euthanization at over-flowing shelters.					Lifeline animal placement and protection cares for and provides food, shelter, veterinary care, vaccinations and spay/neuter operations to approximately 500 dogs and cats annually animals are housed, cared for and placed for adoption
Kansas Association for Conservation and Environmental Education	http://www.kacee.org	785-532-3322	EIN 48-0850919	2610 Claflin	Manhattan	KS	66502	USA	Environment,Environmental Education,Natural Resources Conservation & Protection	The Kansas Association for Conservation and Environmental Education(KACEE) promotes and provides effective, non-biased and science-basedenvironmental education to all Kansans.	KACEE has provided educational training and resources for more than 20,000 Kansas educators using high quality environmental education programs like Project Learning Tree, Project WET, Project WILD, Project WILD Aquatic, and the Leopold Education (early childhood, K-8 and secondary programs).	Environmental educators of PreK-12 Kansas children	3500+ Educators	State of Kansas	KACEE is the state coordinator for Project Learning Tree/PLT Secondary Modules, Project WET, Project WILD and Project WILD Aquatic.  In addition, KACEE coordinates WET in the City and the Leopold Education Project in Kansas.
A C Tumbleweeds Inc	http://		EIN 48-1045091	Po Box 368	Arkansas City	KS	67005	USA							
Winding Road Equine Rescue & Retirement	http://		EIN 26-1118055	1651 Old Highway 50 Ne	Waverly	KS	66871	USA	Animal Protection & Welfare,Animals	Horse rescue from disasters man & climat					Horse rescue
Waldorf Association Of Lawrence	http://www.prairiemoon.org	(785) 841-8800	EIN 43-1940772	1853 E 1600 Rd	Lawrence	KS	66044	USA	Adult Education,Education,Preschools,Primary & Elementary Schools	This organization is an educational organization whose purpose is to foster interest in anthroposophical philosophy by establishing and maintaining one or more waldorf schools in the vicinity of lawrence, kansas.					Operation of prairie moon waldorf school in lawrence, kansas.
Shawnee Mission South High School Band Boosters Club Inc	http://teacherweb.com/ks/shawneemissionsouth/	(913) 993-7500	EIN 48-0959436	Co Sms High School 5800 W 107th St	Overland Park	KS	66207	USA	Education	To further the proficiency in and enjoyment of performance by shanwee mission south high school band students.					To further the proficiency in and enjoyment of performance by shanwee mission south high school band students.
Central Christian College Of Kansas	http://www.centralchristian.edu	(620) 241-0723	EIN 48-0577656	1200 S Main St	Mcpherson	KS	67460	USA	Education,Undergraduate Colleges	Christ centered education for character					Instruction & academic support - central christian college of kansas is a four-year liberal arts college providing higher education opportunities leading to one of 10 degrees in 32 major areas. Instruction and library services are provided for 545 full-time and 184 part-time students. Courses are taught by 23 full-time instructors and 20 who are part-time. Nearly 53% of the students attending central christian college of kansas receive some type of scholarship.  student services - the student services arm of cental christian college of kansas actively provides services to all students in the areas of academic advising, career guidance, counseling, residence life, student government, and intercollegiate athletics. The adminstration of the financial aid office is an important function under the student services program. The admissions office also operates under this program to ensure a steady enrollment of new students at the college. The various intercollegiate athletics are a vital part of student services because a large majority of the enrolled students are athletes.  auxiliary enterprises - central christian college of kansas is a residential campus and operates four dormitories and a food service facility. These housing and food services are provided to 226 students, approximately 43% of the full-time enrollment. A snack bar, coffee shop, campus store, and some recreational facilites are available to students.  institutional support - for central christian college of kansas is provided by the various administrative offices including president, business office, and the development office. In addition to providing the general administration of the institution, these support offices are also instrumental in raising the additional contributed funds that are necessary for continued existence of the college.
His Helping Hands Inc	http://ccc.org/hishelpinghands	(316) 838-8528	EIN 55-0805923	1441 E 37th St N	Wichita	KS	67219	USA		To establish a resource center to become the home base of ministry from which spiritual and physical assistance can be dispensed. The ministry center is the collection center for donations of: clothing, food, household items, furniture, appliances and other items that are given free of charge to deserving people in the community.					Household items and food to assist low income families
Genesis Inc Of Coffeyville	http://		EIN 48-1206375	103 Oakland Ln	Coffeyville	KS	67337	USA	Emergency Assistance,Human Services						
African Americans Renewing Interest In Spirituals Ensemble Inc	http://		EIN 33-1138564	2420 N Dellrose St	Wichita	KS	67220	USA	Arts & Culture,Cultural & Ethnic Awareness						
The Circle A Club Inc	http://		EIN 48-1058040	Po Box 3175	Junction City	KS	66441	USA							
Radabaugh-Iva Thomson Trust	http://	(620) 694-2262	EIN 48-6229223	Po Box 913	Hutchinson	KS	67504	USA	Named Trusts,Philanthropy						
Saint Peter Lutheran Church	http://		EIN 48-0675876	Po Box 46	Holyrood	KS	67450	USA							
Fundamental Learning Center Inc	http://www.funlearn.org/	316-684-7323	EIN 31-1693508	2220 E 21st St N Opportunity Drive	Wichita	KS	67214	USA	Education	All children reading...all children succeeding.	Fundamental Learning Center has helped over 100,000 people through scientifically proven research-based methods of learning.	Educators, parents and students from all areas through our on-site training and distance learning services.	Educators, students and families all over the world.	Wichita, Kansas as an educational resource for educators and parents to better teach children with dyslexia and other learning difficulties.	Alphabetic Phonics training for educators and parents. A private all-day interventional school for children who have dyslexia and other learning difficulties. Screenings for dyslexia. Information lectures about ADHD and dyslexia.
Faith Farms Ministries Inc	http://		EIN 20-1861001	716 E Avenue B	Hutchinson	KS	67501	USA	Children & Youth,Foster Care						
Casa Of The High Plains Inc	http://www.kansascasa.org/district23	(785) 628-8641	EIN 48-1071972	107 West 13th	Hays	KS	67601	USA	Child Abuse Prevention,Children & Youth,Children & Youth Services,Crime & Law,Domestic Violence,Protection Against Abuse	Train court appointed special advocates for children in need of care for the 23rd judicial district allowing a voice in court for children.					Train court appointed special advocates for children in need of care for the 23rd judicial district allowing a voice in court for children
New Testament Pentecostal Church	http://		EIN 48-1004280	2315 N 22nd St	Kansas City	KS	66104	USA							
Windom Senior Citizens Inc	http://		EIN 48-1064904	601 Main St	Windom	KS	67491	USA	Human Services,Senior Centers,Seniors						
Mary Ann Robinson Spay Neuter Assistance Program	http://		EIN 41-2217408	123 N Charles St	Mcpherson	KS	67460	USA	Animal Protection & Welfare,Animals						
Kansas Ems Region Iii Advisory	http://		EIN 51-0190464	Po Box 102	Ellinwood	KS	67526	USA		TO PROVIDE EMT TRAINING AND TESTING TO LOCAL COMMUNITIES.					
Elk County Development Corporation	http://	(620) 325-3333	EIN 48-1190604	1001 Wilson St	Neodesha	KS	66757	USA	Homeless & Housing,Housing Support	Elk county development corporation is a not-for-profit organization who's purpose is to provide housing to mentally handicapped and developmentally disabled individuals in a community-type setting.					Program service expenses incurred to provide housing and other necessities for the mentally handicapped and devleopmentally disabled.
Kansas City Kansas Baptist Association	http://		EIN 48-6110375	Po Box 14713	Lenexa	KS	66285	USA							
Katys Place Inc	http://		EIN 43-1693632	6405 Metcalf Room 108	Overland Park	KS	66207	USA	Human Services						
Pta Kansas Congress Of Parents And Teachers	http://		EIN 48-6127679	7303 S Meridian St	Haysville	KS	67060	USA							
Salina Ymca Endowment Foundation	http://www.ymca.net	(785) 825-4674	EIN 48-0963024	Po Box 2567	Salina	KS	67402	USA	Children & Youth,Human Services,Young Mens or Womens Associations	The advancment of charitable, religious, scientific literary or educational purposes. Finanical aid and assistance will be provided to the salina family ymca, inc. And other causes and institutions related to, affiliated with and co-operating with the salina family ymca,inc. , a not for profit organization under section 501(c)(3).					Support salina family ymca, inc. Youth services. Services designed to promote teamwork, intereaction, and development of social and physical skills. During the fall of 2013 through summer of 2014 8,626 youths participated in the programs.
Arc Of Butler County Inc	http://		EIN 48-0962328	Po Box 628	Andover	KS	67002	USA	Centers to Support the Independence of Specific Populations,Human Service Organizations,Human Services,Job Training	The Arc is an association formed in 1950 by family members and friends of people with mental retardation. Today there are 120,000 members and nearly 1,000 state and local chapters. The primary objective of the Arc is to secure for all people with mental retardation the opportunity to choose and realize their goals of where and how they learn, live, work, and play.  The Arc is further committed to reducing the incidence and limiting the consequence of mental retardation through education, research, advocacy, and the support of families, friends, and the community.					
Association Of American Educators	http://		EIN 48-1197446	Po Box 1433	Manhattan	KS	66505	USA	Chambers of Commerce & Business Leagues						
Oz Museum-Columbian Theatre Foundation Inc	http://		EIN 48-1090380	521 Lincoln St	Wamego	KS	66547	USA	Arts & Culture	The Mission of the Columbian Theatre and Art Center is to provide quality programs in the visual and performing Arts, art education, scientific and literary activities and to serve as a museum for historical paintings as well as other artifacts from the 1893 World's Columbian Exposition. The Columbia Theatre also serves as a community meeting place and promoter of tourism in the area.					
Gan Chabad Torah Center Inc	http://		EIN 43-1772532	8800 W 103rd St	Overland Park	KS	66212	USA	Judaism,Religion						
The Elden V Miller Family Charitable Trust	http://	(785) 452-3561	EIN 48-6348047	Po Box 1337	Salina	KS	67402	USA	Philanthropy,Philanthropy, Voluntarism & Grantmaking Foundations						
Reaching Out From Within Inc	http://www.rofw.org	(913) 706-6667	EIN 26-2736145	Po Box 8527	Prairie Vlg	KS	66208	USA	Crime & Law,Rehabilitation Services for Offenders	Breaking cycle of violence by teaching positive life skills. Reaching out from within makes communities safer by supporting inmates to become role models for non-violence and role model citizens upon their release.					Reaching out from within, inc. Is a self-help program for inmates in kansas correctional facilities. The program is designed for incarcerated men and women who desire to make changes in their behavior that enable them to become role models for non-violence while in correctional facilities and productive family members and citizens upon return to the community. These men and women run weekly meetings using curriculum written by inmates that teach life skills and helps them make positive changes in their lives and helps break the cycle of violence. The ged program at lansing correctional facility is run by committed volunteers with assistance from several well-educated inmate group members. Those who obtain their ged while in prison are likely to return and are better able to find employment upon release from prison. As of september 2014, rofw volunteers have individually mentored 57 offenders. Of the 57 offenders, 40 have been out of prison more than six months and no longer receive formal mentoring, 12 are still inside the prison and have not yet been released, 1 is in the first six months following release and 4 were dropped from the program prior to their release. Of the 40 mentees who have been out of prison for more than six months, only one has been returned to prison for a new charge and 4 were brought back to prison for 60-90 days due to a technical violation of the special provision of their parole plans. These results are significantly better than the usual recidivism rate of the general prison population in kansas.
Stafford Community U S D 349 Educational Foundation	http://		EIN 48-1158084	418 E Broadway St	Stafford	KS	67578	USA	Education,Scholarships,Scholarships & Student Financial Aid	Educational development through scholarship to state colleges and universities. Capital improvements to public schools in stafford community.					Usd 349 capital improvement and scholarships to state colleges and universities
Community Handicapped Encounter	http://		EIN 51-0167363	313 N 10th St	Garden City	KS	67846	USA							
Bppp Inc	http://www.bppp.org	(316) 945-1700	EIN 48-1157844	Po Box 12888	Wichita	KS	67277	USA	Adult Education,Education	Organization conducts regularly scheduled pilot proficiency training including ground school classes and inflight training.					Pilot proficiency training - to instruct pilots on aircraft safety and to recertify pilots and flight instructors.
Caldwell Area Hospital And Health Foundation	http://	(316) 845-6492	EIN 48-1195991	601 S Osage St	Caldwell	KS	67022	USA	Health,Public Health	Provide funding for health related projects within the community					Provided building space and equipment for local community hospital to provide healthcare services to citizens
Trilogy Cultural Arts Centre	http://		EIN 26-4518456	12480 S Blackbob Rd	Olathe	KS	66062	USA	Arts & Culture,Arts Education						
Gift Of Life Inc	http://www.giftdonor.org		EIN 48-1198979	6405 Metcalf Ave Ste 109	Overland Park	KS	66202	USA	Health,Organ & Tissue Banks	To educate the public regarding the life value of organ donation and to increase the number of organ donors through programs made available to local high schools and other large groups.					Educate the public regarding the life value of organ donation and to increase the number of organ donors through a high school student program presented to 90 schools. A response rate is tracked for the program to determine how many students actually discussed organ donations with their families. For the 2013-14 school year, that rate was 48%.
Council On American Islamic Relations - Kansas Inc	http://		EIN 46-2131330	2200 Rodeo Dr	Lawrence	KS	66047	USA	Arts & Culture,Arts Education						
Federated Church Of Mcdonald	http://		EIN 48-0721380	16996 Road 3	Mcdonald	KS	67745	USA							
Bekah & Friends Foundation Inc	http://		EIN 46-5552923	Po Box 629	Derby	KS	67037	USA	Cancer						
CREW Network Foundation	http://www.crewfoundation.org	(785) 832-1808	EIN 48-1201724	1201 Wakarusa Dr Ste D	Lawrence	KS	66049	USA	Job Training,Philanthropy	CREW Network Foundation was founded in 1998 as the philanthropic arm of CREW Network. CREW Network Foundation is the only foundation dedicating its resources solely towards advancing women in the commercial real estate industry.	As of June, 2014, CREW Network and CREW Network Foundation have awarded 66 scholarships totaling $520,000. Help us plant the seeds of change in the commercial real estate industry.We also support CREW Network sustain its industry research initiative in order to provide the industry reliable statistics addressing the advancement of women in commercial real estate and to develop the business case for diversity.  Through the development of annual white papers and the publication of its industry benchmark study every five years, CREW Network is the definitive resource for information on women in the commercial real estate industry.	influence the success of the commercial real estate industry by advancing the achievements of women		North America	UCREW, CREW Careers, eMentoring and scholarships. Programs that educate women and girls about the career opportunities available to them and creating mentoring relationships for those new to the industry.
Iglesia Luterana La Resureccion	http://		EIN 48-1149288	518 N 11TH St	Garden City	KS	67846	USA							
Fire Escape Youth Ministry Inc	http://www.fireescape.net		EIN 48-1237135	126 W Main St	Chanute	KS	66720	USA	Protestant,Religion	We provide a safe place for area youth to hang out and give them a positive alternative to drugs,drinking and partying. We strengthen the Christian and minister to the non-Christian kids through Bible study, youth events and love in action.					We are supported entirely by donations from individuals and small churches.
Stepfamily Association Of America, Inc.	http://		EIN 47-0797628	634 N Broadview	Wichita	KS	67208	USA							
Emmanuel House Seminary	http://emmahouse.org		EIN 		Overland Park	KS	66204	USA		Emmanuel House is a Spiritual Formation Center that is committed to developing reflective, missional leaders through classes, retreats and personal Spiritual Direction. Our goal is to partner with local churches and ministries to cultivate lay-leaders who are strong in the Biblical texts, skilled in working with others and sensitive to the culture in which they minister. We want to help leaders engage in the process of their own spiritual formation as they point others to Christ.Our hope is to provide leadership training and spiritual direction to those who don't have the time or resources to attend a traditional seminary. We also want to be a resource for local churches and other ministries that don't have the resources or manpower to do this kind of training themselves.	So far, we have seen about 40 students graduate with the equivalent of a Master's Degree of Divinity (MDIV) and/or certification in spiritual direction.  Even those who did not complete the Master's requirements gained much just by being at Emma House for a short time!				
Marcial Burroughs Charitable Trust	http://		EIN 48-6334571	Kaw Valley State Bank, PO BOX 8009	Topeka	KS	66608	USA	Religion						
Christian Youth Theater Kansas City Inc	http://		EIN 48-1232428	6800 W 153rd Street Suite A	Overland Park	KS	66223	USA	Arts & Culture,Theater						
Auburn-Washburn Public Schools Foundation	http://		EIN 48-1200095	Co Russ Petty 2900 Sw Wanamaker Dr	Topeka	KS	66614	USA	Education,Student Services						
American Association Of Family And Consumer Sciences	http://		EIN 48-6110376	8736 Pratt Rd	Altoona	KS	66710	USA							
EASTERN COWLEY COUNTY RESOURCE CENTER	http://		EIN 20-0163423	Po Box 40	Dexter	KS	67038	USA	Education						
Faith Baptist Church	http://		EIN 48-6129491	7919 15th St	Perry	KS	66073	USA							
Kansas Food Bank Warehouse Inc	http://ksfoodbank.org	(316) 265-4421	EIN 48-0959213	1919 E Douglas Ave	Wichita	KS	67211	USA	Food,Food Banks & Pantries,Human Services	To feed the hungry by soliciting and receiving food and other goods from local, regional and national food companies and other enterprises.					Solicitation of food contributions and distribution of food received to various community charities for the needy.
International Lutheran Laymens League	http://		EIN 48-6155219	12557 Farley St	Overland Park	KS	66213	USA							
National Gulf War Resource Center Inc	http://ngwrc.org/		EIN 52-1941391	1725 SW Gage Blvd. #200	Topeka	KS	66604	USA	Military & Veterans Organizations,Veterans						
