name	url	telephone	tax_num	street	locality	region	postcode	country	Causes	Mission	Results	Target demographics	Direct beneficiaries per year	Geographic areas served	Programs
Lifesharers	http://www.lifesharers.org		EIN 68-0493181	6509 Cornwall Dr	Nashville	TN	37205	USA	Health, Organ & Tissue Banks	The mission of LifeSharers is to end the shortage of human organs for transplant operations in the United States.					
Cleveland-Bradley Business Incubator	http://www.cbbi.net		EIN 62-1822013	3505 Adkissson Drnw Ste 156	Cleveland	TN	37312	USA	Economic Development, Microfinance, Rural Economic Development	Business incubator					Provide office space for start up businesses thatlack the education, affordable accommodations orfunding necessary to operate in a normal environment.   provide building maintenance and repairs fortennants. In order to keep costs down for tennantswe provide building mtc,landscaping and cleaning.   collect and bill for telephone services, internetaccess, fax lines, long distance, equipment repairand expense. At below market rates for 41 tennants  misc supplies for letters, memos and copying serviceincubator provides copying, fax, and other servicesthat start up business may not possess. Conductmeetings. Advertise for tennants
People For Care & Learning	http://www.pcl.is	423-478-7071	EIN 62-1852946	4235 TL Rogers St NE	Cleveland	TN	37312	USA	Philanthropy, Philanthropy, Voluntarism & Grantmaking Foundations	PCL is a community of people devoted to breaking the cycle of poverty.	We address individual variables within the cycle of poverty at once  by providing holistic, sustainable solutions and creating replicable projects. We are dedicated to serving the poor by helping children, widows, and their communities worldwide reach their full potential through five main areas: Sustainable Farming, Build a City, Children's Homes, Common Grounds and Learning Centers.				Provide food, clothing and educational opportunities for children and adults below the poverty level. Basic education and vocational/technical training will be provided for adults and children.   depreciation expense
Gideons International	http://		EIN 36-2270051	50 Century Blvd	Nashville	TN	37214	USA	Protestant, Religion						
American Lebanese Syrian Associated Charities, Inc.	http://www.stjude.org	(901) 578-2000	EIN 35-1044585	501 Saint Jude Pl	Memphis	TN	38105	USA	Cancer, Cancer Research, Health, Pediatrics Research, Religion						
Listening Hearts	http://www.listeningheartsmoms.org	865-679-1351	EIN 26-3658465	120 Huskey Valley Rd	Seymour	TN	37865	USA	Counseling, Family Services, Mental Health	To provide a safe shelter for grieving moms.	We continue to reach out to the grieving community with added programing.	grieving mothers and their families	grieving moms in Knoxville and surrounding areas .	Knoxville and surrounding areas	monthly peer-support gatherings and memorial events.  We are a  501 (c) (3) nonprofit with a focus on compassion, hope, empathy, respect, encouragement and open communication.
Don Cobble Ministries Inc	http://	(339) 226-1010	EIN 04-3175019	2000 Mallory Lane	Franklin	TN	37067	USA	Protestant, Religion	Support of christian ministries and missions					The organization provided financial support to various christian ministries and missions which provided religious and financial support to others.
Stars Inc	http://	(423) 447-2590	EIN 62-1804689	Po Box 673	Pikeville	TN	37367	USA	Community Mental Health Centers, Mental Health	Serving the mentally handicapp					Serving the elderly and mentally handicapped
Kore Foundation Inc	http://www.korefoundation.org	904-610-7898	EIN 26-3196544	695 Nashville Pike #101	Gallatin	TN	37066	USA	International, International Relief	The organization's primary mission is to offer poverty stricken people a sustainable alternative with the introduction of creative micro-industries, agriculture, aquaculture, and micro-finance.					The organization donated $330,601 towards the funding of the small holder poultry program. The program, located in haiti and partnered with fish ministries, provides haitians the necessary training, financing, and oversight to begin his/her own small poultry business in order to learn a life of dignity and self-reliance.   the organization donated $779,196 towards the funding of the highest & best (h&b) programs. The program, located in haiti and partnered with fish ministries, provides haitians multiple solutions to extreme poverty in haiti by providing haitian farmers new technologies and techniques to improve his/her farm production and also will provide vital skills training and education to haitians in order to help develop marketable skills and stimulate job creation.   the organization donated $42,000 towards the funding of the 6. 25 feeding program. The program, located in haiti and partnered with fish ministries, provides animal protein to children who otherwise would not have access to it. Poultry is purchased from shpe farmers and distributed to malnourished children in several regions of haiti.   need a description
Armed Services Mutual Benefit Association (ASMBA) STAR FOUNDATION	http://www.asmbastar.com	800-251-8434	EIN 26-3180510	1000 Northchase Drive, Suite 220 c/o Cheryl Stone, Vice-President of Operations	Goodlettsville	TN	37072	USA	Military & Veterans Organizations, Veterans	To provide financial support aimed at improving the quality of life of our wounded warriors, assisting veterans and their families, and the military community by attempting to fill those needs unmet by the U. S. Government.	Since our inception, we have provided over $1 million in grants to over 100 charities in 38 states serving our military community.  Almost 100% of your contribution goes directly towards helping our soldiers and their families!	those charities improve the quality of life of our active duty, veterans, wounded warriors and their families	22 military charities providing assistance to homeless veterans, those physically disabled, soldiers suffering the effects of PTSD/TBI, family counseling,  equine therapy,  camps for dependent children of deployed or fallen soldiers, employment counseling for veterans, etc.	the area of awarding grants to small military charities with limited budgets	financial grants to "grass root" organizations run by a majority of volunteers which operate on a "shoe-string" budget dedicated toward assisting members of the military community  by attempting to fill those needs unmet by the U. S. Government.
Blount County Humane Society	http://www.blountcountyhumanesociety.org	(865) 382-7652	EIN 73-1674982	1005 E Broadway Ave	Maryville	TN	37804	USA	Animal Protection & Welfare, Animals	Humane society					Dogs deserve shelter program we give dog houses to dog owners who cant afford adequate housing for their dogs  helping paws pet food bank . We help with pet food so they dont have to give them up in these hard economic times  rescue, foster and adoption program rescue needy and abandoned animals. Foster those animals in foster homes. Get them adopted into homes. Including paying vet bills  as a local humane society we provide many services to our cmmunity on a daily basis for the purposeof promoting fair and equitable treatment of animals. Including animal cruelty provention programs
Give A Hand Foundation Worldwide Inc	http://		EIN 64-0961367	Po Box 22025	Nashville	TN	37202	USA	Human Service Organizations						
Shores of Grace Ministries	http://www.shoresofgrace.com		EIN 27-3022828	3677 Forte Rd	Joelton	TN	37080	USA	Christianity, Religion	Our mission is to educate the public about the severity of the human trafficking problem in Brazil, Rescue Trafficked children and the children living homeless on the streets of Brazil by bringing them to live in one of our rescue homes in Recife Brazil, where they are raised in a family environment and also have professional doctors both medical and psychological work with everyone in the house to ensure their recovery and health.		Homeless and trafficked children on the streets of Recife Brazil under the age of 18		Brazil	Shores of grace is to spread the gospel of jesus christ within the united states and in other countries through preaching, teaching, music ministry and prayer minstry, and recordings of such preaching, teaching and music ministry; and to provide food, shelter, counseling and care for the poor in the name of christ, through the work of missionaries employed and sent out by shores of grace wherever the ministry discerns a need.   shores of grace is to spread the gospel of jesus christ within the united states and in other countries through preaching, teaching, music ministry and prayer minstry, and recordings of such preaching, teaching and music ministry; and to provide food, shelter, counseling and care for the poor in the name of christ, through the work of missionaries employed and sent out by shores of grace wherever the ministry discerns a need.
REMOTE AREA MEDICAL	http://		EIN 58-1647546	1834 Beech St	Knoxville	TN	37920	USA	International, International Development						
Temple of the Ancient Ones	http://templeoftheancientones.com	731-215-0333	EIN 27-4732938	203 Harts Bridge Rd	Jackson	TN	38301	USA		In the belief that the Quality of Life and our Vision is crucial to both our temporal and spiritual success in this incarnation, the people of the Temple of the Ancient Ones seek to create an environment and community which:  RESPECTS THE INDIVIDUAL. . .  by respecting the right of each to formulate their own belief system and structure, free from imposed dogma or doctrine handed down from others;  by empowering every individual member through the encouragement of individual inquiry and investigation of matters of personal belief and the reaffirmation of the validity of responsible individual choice; by encouraging the development of each individual according to their potential through religious study, training, mutual growth and respect;  by creating an environment where the quality of each individuals relationships with every other member are open and accepting of each other as we are now;  by nurturing and supporting a culture in which all can grow and mature in perfect love and perfect trust while learning to live in harmony with each other;  UNDERSTANDING THE ONLY LIMITS ARE THOSE WHICH ARE SELF-IMPOSED,  by encouraging those who choose not to be limited to reach out and grow;  by encouraging each and every member through active support, both within and without the Church, to take the initiative to improve the quality of their lives and their daily working relationships through active growth, in order to:  FOSTERS UNITY, TEAMWORK, AND TOLERANCE FOR OTHERS. . .  by recognizing that everyone, the exalted and the insignificant, has something for us to hear and comprehend;  by instilling and valuing the active listening and understanding of other points of view;  by recognizing that each members role in improving relationships within our families, our church, our jobs and our lives is truly important, in order that we may:  CREATE TRUE AND MEANINGFUL LIVES. . .  by filling our every minute with a sense of responsible joy, love, pleasure and humor, harming no one in the process;  by challenging each of us to reward ourselves in this life by being more through conscious effort;  by honoring the natural order of the universe and our Goddess and Gods through the regular acknowledgement and celebration of the solar, lunar and other cycles of our life,  THEREBY ENCOURAGING. . .  a faith in the ability to accept and solve ones own problems on all levels, public and private;  a lifelong commitment to personal and universal growth and balance;  an understanding that human interdependence implies community cooperation, requiring us to practice every day what we preach. We must use our talents and skills to actively help each other as well as the community at large;  a concern with making ones lifestyle consistent with ones proclaimed beliefs.  THIS, THEN, IS THE VISION WE ASK ALL MEMBERS OF THE TEMPLE OF THE ANCIENT ONES FAMILY TO SHARE WITH US AS WE JOURNEY THROUGH THIS LIFETIME TOGETHER.		Spiritual support and our Community Outreach Program	approx. 100 people.	Jackson, TN	Our Community Outreach Program helps the elderly and aging and children and those in need. We help people find their spiritual path.
Sustaining A Village Everyday	http://		EIN 45-2128176	2918 Frank Robinson Dr	Murfreesboro	TN	37130	USA	Community & Neighborhood Development, Economic Development						
Tullahoma Fine Arts Center Inc	http://www.tullahomafinearts.org	(931) 455-1234	EIN 62-0819564	401 S Jackson St	Tullahoma	TN	37388	USA	Arts & Culture, Visual Arts	Cultural and art activities					The organization provides cultural and art activities for the entire community
The Camellia Foundation Inc	http://www.camelliafoundation.org	(901) 753-9423	EIN 31-1692697	6575 Black Thorne Cv	Memphis	TN	38119	USA	Health, Public Health	To provide medical services and					Operated la clinica camellia which provided physician training and treated 18,591 patients in minority and underserved communities during 2014.   provided donations to other 501(c)(3) organizations that promote the mission of camellia foundaiton, inc. And to individuals participating in mission trips that promote the mission of the camellia foundaiton.
Portland Child Enrichment Center	http://		EIN 62-1684835	1065 Payne Rd	Portland	TN	37148	USA	Child Day Care, Children & Youth						
Knoxville College	http://knoxvillecollege.edu	(865) 524-6439	EIN 62-0475689	901 Knoxville College Dr	Knoxville	TN	37921	USA	Education, Undergraduate Colleges	Knoxville college is a private, church-related, four year coeducational, liberal arts institution. The college is open to students of diverse backgrounds and cultures who seek a quality liberal arts education.					Toward baccalauteate degree
Tennessee Hemophilia & Bleeding Disorders Foundation	http://www.thbdf.org	(615) 900-1486	EIN 62-1662856	1819 Ward Dr Ste 102	Murfreesboro	TN	37129	USA	Digestive Diseases & Disorders, Health	Help individuals and families of individuals with hemophilia disorders.					Crisis related financial assistance to people with hemophilia in need of non-covered medications, supplies, equipment, housing, transportation to medical care, etc.   other general services including educational scholarships for people with hemophilia or other caregivers, support groups, telephone networks, bereavement support of families, retreats, etc.   conferences to provide funding for persons with hemophilia and their families, professional conferences for caregivers and to provide information to schools and the general public.
Sexual Assault Center	http://sacenter.org	(615) 259-9055	EIN 62-1043294	101 French Landing Dr	Nashville	TN	37228	USA	Counseling, Mental Health, Sexual Assault Services	To end sexual violence and provide healing for children, adults and families affected by sexual assault through counseling and education.					The clinical program - 582 clients were served through 7,869 clinical sessions and 88 advocacy sessions. S. A. C. 's intake specialist provided 346 orientation visits to new clients. Advocacy staff and hospital accompaniment volunteers responded to 28 hospital accompaniment visits at metro general hospital to provide support, advocacy and crisis intervention to recent rape/sexual assault victims. S. A. C. 's crisis line responded to 2,205 calls. Of the 582 clients served, 88% of them achieved personal milestones of reducing trauma symptoms and increasing positive coping skills.   the education program - 145,450 students across the state participated in safe@last, s. A. C. 's primary prevention program for kindergarten through 6th grade. Outcome data is still being tallied, but 72% of all metro nashville students successfully met intended milestones. 1,200 students participated in the revised be! Program, s. A. C. 's primary prevention program for teens. S. A. C. Staff facilitated stewards of children trainings for 425 adults. Stewards of children is a primary prevention program that teaches adults how to protect children from sexual abuse. S. A. C. 's campus prevention efforts were provided to 17 colleges and universities this past fiscal year. Through general outreach efforts, including prevention work with colleges and universities, health fairs and general education presentations and outreach events, s. A. C. Staff reached 5,074 individuals.
Street Works	http://street-works.org	615-259-7676	EIN 62-1806967	PO Box 60037	Nashville	TN	37206	USA	Mental Health, Mental Health & Crisis Intervention	Street Works'' mission is to prevent the spread of HIV/AIDS and provide care and supportive services for those infected and affected through outreachand advocacy in communities of greatest risk. Street Works shall serve as the leading community advocate by empowering and inspiring those infected with HIV/AIDS towards self sufficiency and hope. Street Works shall also increase HIV/AIDS awareness, compassion and understanding of those not infected in the community.				Middle Tennessee	Street Works is funded through Local, State, and Federal government to provide HIV prevention, education, and care services as well as housing for homeless.
South Memphis Alliance Incorporated	http://www.smaweb.org		EIN 62-1512543	1048 S Bellevue Blvd	Memphis	TN	38106	USA	Community & Neighborhood Development, Community Coalitions, Community Improvement & Capacity Building, Economic Development, Neighborhood & Block Associations	To improve the health, knowledge, and stability of young people, families and communities through social services, advocacy, and mentoring.					Collaborative relationshipsdevelop and expand collaborative relationships with neighborhood partners t meet the needs of children and their families  opportunity passportprogram provides youth in foster care financial literacy matched savings program that help youth develop an understanding of managing personal finances  teen pregnancy and parenting support (tpps)to educate pregnant teens on how to care for a new baby and be good parents.   jim casey this was to supplement the costs associated with the opportunity passport grant.
Christian Medical & Dental Society	http://		EIN 62-1644503	Po Box 7500	Bristol	TN	37621	USA							
FINDINGbalance	http://www.findingbalance.com	615-599-6948	EIN 80-0210456	PO Box 284	Franklin	TN	37065	USA	Christianity, Counseling, Eating Disorders & Addictions, Mental Health, Religion	To be a Christ-centered community helping people find balance with food, weight and wellness.	Over a million people reached since 2002 via events, articles, web resources and online support programs.  Members of "Lasting Freedom" online support program show significant declines in anxiety (-18%), depression (-33%) and unhealthy eating concerns (-35%) after just eight weeks.  Our twelve-week "Finding Balance with Food" curriculum and downloadable "FINDINGbalance Gathering" small group tools have been used around the world, including groups in Canada, New Zealand, Ecuador and the UK as well as the US.  "Daily Vitamin" eDevotional provides truth and inspiration 5 days a week to thousands of readers.  Annual "Hungry for Hope" conference has been attended by nearly a thousand people in the last seven years.  New Christian Eating Disorders Collaborative Network (CEDCN) helps connect those who struggle with Christ-centered providers.  And we're just getting started...	People find Christ-centered help for eating issues.	73 women find freedom from eating issues through our Lasting Freedom program, and served 192 people at our annual conference. All this in addition to thousands we serve monthly through our video-on-demand site.	Anywhere someone has access to a computer.	"Lasting Freedom" - online support program featuring weekly webinar, weekly "Freedom Team" support group, and 24/7 moderated peer-support website.  www.findingbalance.com - world's largest video-on-demand website for eating and body image issues, featuring 700+ free videos, articles, books and more.  Christian Eating Disorders Collaborative Network - the first Christian resource and referral network for professionals working with eating disorders. http://www.cedcn.org   "Daily Vitamin" - eDevo - an inspiring verse and 6 lines of text to help you find daily freedom. www.findingbalance.com/dv  "Hungry for Hope" premiere Christian conference for professionals and community members impacted by eating and body image issues. http://www.findingbalance.com/hfh  "More Than a Number" campaign and event to help women know their value so they can change their world. Includes a partnership with Compassion International to help shift dollars from diets to end world hunger. http://www.morethananumber.net.
United Christian Church & Ministerial Association	http://		EIN 62-1542468	130 Dixie Dr Ne	Cleveland	TN	37323	USA							
South Paw Animal Rescue And Sanctuary	http://		EIN 26-1767273	Po Box 118	Hilham	TN	38568	USA	Animal Protection & Welfare, Animal Training, Animals						
Tennessee Death Row Dogs	http://www.tndeathrowdogs.org		EIN 45-3231278	PO Box 2134	Mount Juliet	TN	37121	USA		We are a 501(c)3 charitable organization working to network and rescue dogs which are scheduled for euthanasia.  We also work to educate the public about the importance of spaying and neutering to reduce the homeless pet population, as well as responsible pet ownership.	The networking efforts of our Facebook page has saved the lives of thousands of dogs which are now in loving homes.  Our rescue has saved the lives of nearly four hundred dogs which were vaccinated, spayed/neutered, micro-chipped and adopted out to amazing families!	Rescue dogs which are scheduled for euthanasia.	105 dogs find loving forever homes!	Tennessee, Kentucky and Georgia	Veterinary care  boarding  supplies promotions food transportastion fees office expence paypal equipment web site
Cookeville Regional Medical Center Foundation	http://www.cookevilleregionalcharity.org	(931) 783-2037	EIN 20-1550666	1 Medical Center Blvd	Cookeville	TN	38501	USA	Health	The foundation exists to solicit and receive gifts for the purpose of aiding the cookeville regional medical center authority in fulfilling its obligations to the community.					The foundation exists to solicit and receive gifts for the purpose of aiding the cookeville regional medical center authority in fulfilling its obligations to the community.
Dialysis Clinic Inc	http://www.dciinc.org	(615) 327-3061	EIN 62-0850498	1633 Church St Ste 500	Nashville	TN	37203	USA	Ambulatory & Primary Health Care, Health	The primary responsibility of dci is to perceive, initiate, and provide comprehensive patient care. We serve society by providing care for patients with end-stage renal disease. Our goal is complete patient rehabilitation.					The dialysis division is the principal activity of our company and is primarily involved with providing kidney dialysis and related services for insured and uninsured patients. Renal dialysis is not an elective medical procedure, but a life-sustaining treatment for people living with kidney failure. Providing these medically-necessary treatments furthers our exempt purpose of providing quality outpatient care for all patients with end-stage renal disease, which includes the application of the company resources for scientific and educational purposes for the prevention, early detection, and treatment of renal disease. During fye 2014, 2,248,803 dialysis procedures were performed. A significant portion of our dialysis charges are covered by medicare and state medicaid programs while the remaining costs are paid by third party insurers and charity care. Charity care is provided to patients who meet certain criteria under our charity care policy without charge or at amounts less than our established rates.   the lab division provides specialized laboratory testing and diagnostic procedures for dialysis facilities and patients with kidney disease and renal failure. A variety of laboratory tests to analyze diffused toxins from the blood are necessary to monitor the clinical course of patients and the overall effectiveness of renal dialysis. These tests are necessary in the treatment of renal disease, and furthers our exempt purpose of providing quality care for patients with chronic renal disease by continually improving our processes in measuring levels of kidney function to produce optimal patient outcomes. For fye 9/30/14, 1,096,108 patient tests were performed.   the supply and pharmacy division provide medical supplies, including but not limited to nutritional supplements, drugs and home dialysis supplies for both dci facilities and through contractual relationships with other dialysis providers.   research expenditures
The Arc Of Tennessee Inc	http://www.thearctn.org	(615) 248-5878	EIN 62-0639154	545 Mainstream Dr Ste 100	Nashville	TN	37228	USA	Developmentally Disabled Centers, Disabilities	To promote the general well-being of all citizens with intellectual and/or developmental disabilities.					Advocacy, education and public awareness - the arc tn provides information and referral to anyone who contacts the office seeking assistance, individual advocacy as needed, and training/workshops/consultation on in a variety of areas includingself-determination, person-centered practice, self-advocacy, and others. We also conduct paths (planning alternative tomorrows with hope) for individuals and organizations upon request.   people talking to people (ptp) - assists the department of intellectual and developmental disabilities (didd) with quality assurance and quality improvement by empowering service recipients to give honest feedback regarding the services they receive through participation in a survey that covers four key areas: choice and control; respect and dignity: access to care: community inclusion.   secondary transition project - helps families and students prepare for the significant challenges of secondary transition. The arc tn staff assists families, students and educators to gain knowledge of the process, resources and opportunities in local communities across the state and on the internet through workshops and development of educational materials and through technical assistance in preparing for and attending iep meetings.
Snooty Giggles Dog Rescue	http://		EIN 27-3376620	2754 Buckner Ln	Thompsons Stn	TN	37179	USA	Animal Protection & Welfare, Animals						
Native American Indian Association Of Tennessee	http://www.naiatn.org	(615) 232-9179	EIN 58-1613534	230 Spence Ln	Nashville	TN	37210	USA		Training, education, and support for the 15,000 native american indians in tennessee including emergency support for homeless persons and scholarships for native american indians.					Training, education, and support for the 15,000 native american indians in tennessee including emergency support for homeless persons and scholarships for native american indians.   intertribal pow wow festival. Demonstrations of native american indian cultural activities including music, dancing, and crafts.   employment training program focussing on native american indians funded by us department of labor wia program.
Layman Lessons Church Ministries	http://www.laymanlessons.org	615-719-9478	EIN 56-2209129	488 Lemont Drive L211 None	Nashville	TN	37216	USA	Christianity, Food, Food Banks & Pantries, Homeless & Housing, Homeless Centers, Human Services, Religion, Religious Media & Communications	Layman Lessons Ministry Team has no paid staff since 2001, a unique all volunteer Mobile Church serving the Homeless, Poor & Needy by providing food, clothing, shelter, unconditionally with God's love through God's people obeying the Holy Bible, as God's hands and feet with Spiritual food & counseling in Judeo - Christian love.	Since 2001 in North Carolina and Tennessee joined our efforts operating Homeless Shelters, Men's and Women's Homes for those in Recovery to transition from addictions, homelessness, hopelessness, over 10,000 changed their lives to follow God Jehovah of the Holy Bible to be productive in society and local Churches nationwide.  Currently our national network of food donors provide food for 150,000 meals monthly to those we make sure are people who actually need that food, and we provide it with God's love in obedience to His word with God Jehovah and The Holy Bible alone as our guiding light.	Homeless, Poor & Needy	1 million meals+ serving hundreds of thousands nationwide, serving spiritual food and counseling internationally via world wide web to countless numbers of people.	From our Nashville, TN base we serve the continental USA providing semi trailer loads of fresh produce consistently.  We reach the entire world via our video streaming services so the entire world can personally know and love the God Jehovah of The Holy Bible we love and obey.	Mobile Church Ministries to thousands of Homeless living outdoors, to the Hungry, Hopeless, Poor & Needy, Food Distribution to hundreds of faith based groups who personally know their local people in need, God & Country Religious Education Programs training Christian Patriots & Patriot Pastors to restore America back under obedience to God Jehovah of The Holy Bible.
Harrison Chilhowee Baptist Academy	http://		EIN 62-0630673	202 Smothers Rd	Seymour	TN	37865	USA							
Gods Helping Hand	http://		EIN 26-0042714	7576 W Winchester Dr	Antioch	TN	37013	USA	Group Homes						
Sage Hill Institute Inc	http://www.sagehillinstitute.org	(615) 837-2282	EIN 27-0264323	624 Grassmere Office Park Drive No 11	Nashville	TN	37211	USA	Adult Education, Education	The sage hill institute is a non-profit, christ centered teaching/equipping organization dedicated to helping leaders see who they were made to be so they can do what they were made to do. The organization is committed to bringing passion to professionals, intimacy to pastors, and integrity to business leaders, as well as oxygenating and hydrating existing churches and non-profit ministries enabling them to more fruitfully and effectively accomplish their god given mission.					Conducted weekly meetings with 60 leaders in small groups and another 10-15 leaders in ongoing one-to-one mentor relationships (church planters, mega-church pastors, community/business leaders, non-profit leaders). Conducted conferences and training events attended by numerous individuals in memphis, nashville, anchorage, atlanta, raleigh, fort worth, norfolk, knoxville, honolulu, little rock. We have developed strategic partnerships with existing churches and non-profit organizations (see list below) that focus on leadership training, child advocacy, and humanitarian aid. We partner with existing churches and non-profit organizations such as:downline (memphis, atlanta, little rock)caritas foundation (olympic chaplains and athletes)compassionate hope foundation (thailand and laos)hawaiian island ministries (honolulu)barefoot republic camps (ky)nashville rescue mission (nashville)men of valor (tn)harvest church (memphis)fellowship bible church (memphis)hope smiles (tn)relevant practical ministry (iron sharpens iron)the shift (albany or)frisco bible church (tx)redemption church (san francisco)christ central church (durham)salvation army (anchorage)tennessee conference of the united methodist churchpresbyterian church usa (daises of middle tn) episcopal church (tn)nazarene church (se jurisdiction)district church (washington dc)first presbyterian church (norfolk)
Samaritan Center, Inc.	http://www.thesamaritancenter.net		EIN 83-0432047	9231 Lee Hwy	Ooltewah	TN	37363	USA	Emergency Assistance, Personal Social Services	The Samaritan Center's mission is to meet the basic physical, spiritual, and social needs of our community using the ministry of Jesus as a model.					
Second Harvest Food Bank Of Northeast Tennessee Inc	http://www.netfoodbank.org	(423) 279-0430	EIN 62-1303822	1020 Jericho Dr	Kingsport	TN	37663	USA	Food, Food Banks & Pantries, Food Programs	Redistribute surplus food					Receive, store, and redistribute surplus food to other tax-exempt organizations
WOMEN ON MAINTAINING EDUCATION AND NUTRITION	http://		EIN 62-1645835	406 10TH Cir N	Nashville	TN	37203	USA	Health, Public Health						
Tiger Haven	http://www.tigerhaven.org	(865) 376-4100	EIN 62-1536897	237 Harvey Rd	Kingston	TN	37763	USA	Animals, Protection of Endangered Species, Wildlife Preservation & Protection, Wildlife Sanctuaries	A sanctuary and rescue facility for big cats, much like an animal shelter for dogs and housecats, except we are a "no kill" facility. Cats entering the facility are given a permanent home. We do not sell, transfer, give away, or use cats for breeding or labor purposes.					Provided a safe haven to abused and neglected exotic animals, primarily big cats. Provided permanant housing and care, performed rescue operations, and worked with state wildlife agencies. 280 cats have been rescued and housed.
