name	url	telephone	tax_num	street	locality	region	postcode	country	Causes	Mission	Results	Target demographics	Direct beneficiaries per year	Geographic areas served	Programs
Ebenezer Memorial Baptist Church	http://		EIN 66-0419642	Po Box 308208	St Thomas	VI	00803	USA	Protestant, Religion						
Finest Pan Fest Inc	http://		EIN 66-0670407	Po Box 1685	Christiansted	VI	00821	USA	Arts & Culture, Music						
St Croix Educational Services Inc	http://		EIN 66-0571620	Rr 1 Box 6125	Kingshill		00850		Education						
Faith Christian Fellowship Of The Virgin Islands Inc	http://		EIN 66-0577323	PO Box 698	Kingshill		00851								
Methodist Training And Outreach Center Inc	http://		EIN 66-0597548	Po Box 306816	St Thomas	VI	00803	USA	Homeless & Housing, Homeless Shelters	To provide support services for the homeless through shelter and referrals, intake and assessment, case managemen and counseling					
V I Christian Ministries Inc	http://		EIN 66-0398207	Po Box 10435	St Thomas	VI	00801	USA							
West Indies Marine Animal Research And Conservation Services	http://		EIN 66-0646589	202 Prosperity	Frederiksted	VI	00840	USA	Animals, Wildlife Preservation & Protection						
Frenchtown Evangelistic Assembly	http://		EIN 66-0453886	Po Box 304519	St Thomas	VI	00803	USA							
Ten Thousand Helpers Of St Croix Inc	http://		EIN 66-0561285	301 Hospital St	Frederiksted	VI	00840	USA	Arts & Culture						
Virgin Island Family Institute & Training Center, Inc.	http://		EIN 66-0367036	Training Center PO Box 9762	St. Thomas		00801								
St. Thomas Uso	http://		EIN 66-0395897	PO Box 2112	St Thomas		00803		Human Service Organizations, Human Services	The USO is chartered by the Congress as a non-profit charitable corporation. It is not a government agency, but is endorsed by the President of the United States and the Secretary of Defense. Each President has been the Honorary Chairman of the USO since its inception in 1941.  The USO mission is to provide morale, welfare and recreation-type services to uniformed military Personnel. The original intent of Congress and enduring style of USO delivery is to represent the American people by extending a "Touch of Home" to their military members. Thus, although some USO programs/services are similar to those provided by other agencies, the hallmark of the USO has been and will continue to be HOW, as much as WHAT, services are provided.					
St Croix Chamber Of Commerce	http://www.stxchamber.org	(340) 719-9000	EIN 67-0250115	Po Box 4355	Kingshill	VI	00851	USA	Chambers of Commerce & Business Leagues	Improve development of business & new industries					Services provided: dev. New commercial opportunities for its members/laision with dept of tourism/ host for business debates/ create positive business climate no. Of persons beneited.
Bovoni Baptist Church Inc	http://		EIN 66-0525491	Po Box 306299	St Thomas	VI	00803	USA	Protestant, Religion						
First Pentecostal Church Inc No 6 Estate Hoffman	http://		EIN 66-0425391	Po Box 8529	St Thomas	VI	00801	USA							
Nirvana Temple Inc	http://		EIN 61-1497135	42 Kronprindsens Gade	St Thomas	VI	00802	USA	Buddhism, Religion						
St Croix Animal Welfare Center Inc	http://		EIN 23-7357706	Rr 9250	Kingshill	VI	00850	USA	Animal Protection & Welfare, Animals						
Cct Theater Inc	http://		EIN 66-0535808	Po Box 25793	St Croix	VI	00824	USA	Arts & Culture, Theater						
Us Virgin Iss Congress Of Parents Teachers & Students Association	http://		EIN 66-0554034	Po Box 6167	St Thomas	VI	00804	USA	Education, Parent & Teacher Groups						
St Thomas Baseball Explorers	http://		EIN 66-0548326	Po Box 11302	St Thomas	VI	00801	USA	Baseball & Softball, Sports						
Cruz Bay Baptist Church Inc	http://		EIN 66-0508828	Po Box 1660	St John	VI	00831	USA	Christianity, Religion						
St Croix Services For The Developmentally Disabled Inc	http://		EIN 66-0477317	516b Hospital St	Frederiksted	VI	00840	USA		Provide housing for ten low income developmentally disabl					
Order Of The Eastern Star Of Georgia Prince Hall	http://		EIN 90-0288613	PO Box 302639	Saint Thomas		00803								
Northside Sports Fishing Club Inc	http://	(340) 774-5206	EIN 66-0496218	Po Box 304851	St Thomas	VI	00803	USA		To promote sport fishing as a family oriented recreational activity					Annual bastille day tournament people in the us virgin islands celebrate bastille day with proud enthusiasm, primarily in st. Thomas. The organization's annual bastille day kingfish tournament is the biggest of the french heritage week events. The event is held on a sunday in july every year and attracts some 200+ anglers and over 50 boats. Adults and children compete in the tournament. The angler who catches the largest kingfish is awarded prize money. There is also prizes for best boat, best captain, etc. Prizes are made possible by donations from local businesses.   grants for community benefit projects the kingfish tournament benefits local charitable organizations. This year the following organizations received funds: my brother's workshop joseph sibilly school st. Thomas rescue  scholarships the kingfish tournament also provides college scholarships to students of french descent.
Reap What You Sow Vi Youth And Culture Inc	http://		EIN 66-0656034	Po Box 2127	Frederiksted	VI	00841	USA	Children & Youth, Youth Development Programs						
United States Power Squadrons	http://		EIN 91-1864640	Po Box 440	St Thomas	VI	00804	USA							
4-H Clubs & Affiliated 4-H Organizations	http://		EIN 33-1150147	PO Box 305516	St Thomas		00803								
Rotary International	http://		EIN 66-0632368	Po Box 302757	St Thomas	VI	00803	USA							
Humane Society Of St Thomas	http://		EIN 67-0254280	Po Box 8150	St Thomas	VI	00801	USA							
My Brothers Table Inc	http://		EIN 66-0473501	Po Box 1396	Frederiksted	VI	00841	USA							
Harmonic Lodge Inc	http://		EIN 66-0608222	Po Box 1626	St Thomas	VI	00804	USA	Domestic Fraternal Societies						
Helping Others In A Positive Environment	http://		EIN 66-0601486	Po Box 968	St Thomas	VI	00804	USA	Health, Patient & Family Support	Hope's mission is to provide HIV/Aids testing and counseling to the residents of the St. Thomas and St. John district in an attempt to reduce the spread of the disease and increase the life span of those infected.					
St Thomas Reformed Church	http://		EIN 67-0251585	Po Box 301769	St Thomas	VI	00803	USA							
American Postal Workers Union	http://		EIN 23-7341852	Po Box 788	Kingshill	VI	00851	USA							
St John School Of The Arts Inc 108 Estate Enigned & Contant	http://	(340) 779-4322	EIN 66-0391387	Po Box 180	St John	VI	00831	USA		Primarily to teach the arts to the children of st. John.					St. John school of the arts continues to teach the children of st. John in their afterschool and summer arts programs. The school has also initiated an outreach program and is now teaching classes in the public school on st. John.
Manor Schools Inc 236 La Grande Princesse	http://		EIN 66-0388345	4236 La Grande Princesse	Christiansted	VI	00820	USA	Education, Elementary & Secondary Schools, Literacy						
St Croix Country Day School Inc	http://		EIN 67-0253542	Rr 1 Box 6199	Kingshill	VI	00850	USA							
Pine Peace School Corp.	http://www.pinepeaceschool.k12.vi		EIN 66-0362299	PO Box 1657	St John		00831		Education, Preschools, Primary & Elementary Schools	Pine Peace School provides quality educational opportunity for island children aged 2 1/2 to 12.  It is a non-denominational school operating with the respect and support of the entire island community.  Our goal is to keep a child centered, balanced education available for all children, at a minimal tuition.					
We From Upstreet Inc	http://		EIN 66-0555246	Po Box 308424	St Thomas	VI	00803	USA	Family Services						
Charlotte Amalie School Academy Of Finance Inc	http://		EIN 66-0781444	9100 Port Of Sale Mall Ste 15	St Thomas	VI	00802	USA	Education						
Virgin Islands Medical Institute	http://		EIN 66-0359082	Po Box 5989	Christiansted	VI	00823	USA		The Virgin Islands Medical Institute, Inc. (VIMI) is a non profit Quality Improvement Organization (QIO) dedicated to the quality of health care in the U.S. Virgin Islands, VIMI encourages medicare beneficiaries to take more responsibility for their own health care and to ask questions about the care they receive. Encourages a true partnership between beneficiaries and their doctors and caregivers. Clients served 14,500 Benes.					
Love City Pan Dragons And Baby Dragons Youth Steel Orchestra	http://		EIN 66-0601485	Po Box 1537	St John	VI	00831	USA	Arts & Culture, Bands & Ensembles						
Khal E Hakodesh Inc	http://		EIN 66-0489828	Po Box 1915	St Thomas	VI	00803	USA							
Antilles School Inc	http://		EIN 67-0250379	7280 Frenchmans Bay 16-1	St Thomas	VI	00802	USA	Education, Elementary & Secondary Schools, Literacy	Inspired by learning and empowered by our diversity, outreach and distinct place in Caribbean culture, Antilles School is a college preparatory school committed to maintaining and enhancing educational excellence.					
United States Pony Clubs, Inc.	http://		EIN 23-7318506	PO Box 303622-Vds	St. Thomas		00803								
Moravian Church Virgin Island Conference	http://		EIN 23-7334441	Po Box 8330	St Thomas	VI	00801	USA	Christianity, Religion						
Lutheran Social Services Of The Virgin Islands Inc	http://		EIN 67-0250807	516b Hospital St	Frederiksted	VI	00840	USA		"Express Christian Love And Care To The Community Through Service."					
Friends Of The Enid M Baa Library Inc	http://		EIN 66-0493415	4003 Raphune Hill Rd Ste 501	St Thomas	VI	00802	USA	Education, Libraries						
The Forum Inc	http://		EIN 66-0688974	Po Box 12030	St Thomas	VI	00801	USA	Arts & Culture, Folk Arts						
Helping Children Work Hcw Inc	http://		EIN 66-0586228	Rr 1 Box 10310	Kingshill	VI	00850	USA	Children & Youth, Children & Youth Services	Education of low-income families.					
St Croix Evangelical Ministerial Association Inc	http://		EIN 66-0659496	Po Box 5190	Christiansted	VI	00823	USA	Interfaith Coalitions, Religion						
Intersure Re Ltd	http://		EIN 98-0218792	Sea Mdw Hse Blkvne Hwy PO Box 116	Road Town Tortola		00801		Unknown						
Emmanuel Baptist Church Inc	http://		EIN 66-0532200	Po Box 502445	St Thomas	VI	00805	USA	Christianity, Religion						
Alternative Art Alliance	http://		EIN 66-0709665	9715 Estate Thomas Pmb 36	St Thomas	VI	00802	USA	Arts & Culture						
St Croix First Southern Baptist Church	http://		EIN 66-0495769	9153 Estate Hope Lot 153	Christiansted	VI	00820	USA							
Children's International Summer Villages, Inc.	http://		EIN 34-1754472	PO Box 12320	St. Thomas		00801								
St Croix Mission Outreach Inc	http://		EIN 66-0629472	20 King Street	St Croix	VI	00820	USA	Centers to Support the Independence of Specific Populations						
St John Revolving Fund	http://		EIN 98-0183582	Po Box 37	St John	VI	00831	USA	Philanthropy, Private Grantmaking Foundations						
Lana Vento Charitable Tr	http://	(916) 333-7455	EIN 87-0679459	6501 Red Hook Plaza Ste 201 Pmb 534	St Thomas	VI	00802	USA	Philanthropy, Private Independent Foundations	First, the Lana Vento Charitable Trust makes medical research grants for cancer (ocular, stomach, colon, ovarian, and skin), heart conditions, asthma and neurological disorders.  Second, educational grants are given within the USVI, Northern Nevada and Lake Tahoe area.  These include extra curricular sports grants, and environmental education grants.  Priority goes to funding programs that have been dropped from schools like P.E., art, music, and science.  Scholarships for children who have established particular interests or have excelled in a particular area are also given.  Third, grants are given within the USVI, Northern Nevada, and Lake Tahoe area to art, car, and maritime museums.  Lastly, environmental conservation organizations are supported in the USVI, Northern Nevada, and Lake Tahoe area.					
Humphrey Foundation	http://	(340) 778-7774	EIN 31-1624936	Po Box 25136	Christiansted	VI	00824	USA	Philanthropy, Private Grantmaking Foundations						
Gods Women Of Favor Ministry	http://		EIN 66-0656587	Po Box 304543	St Thomas	VI	00803	USA	Emergency Assistance						
Alpha Kappa Alpha Sorority Inc	http://		EIN 36-4320755	Rr 1 Box 10000	Kingshill	VI	00850	USA							
Navy League Of The United States	http://www.vinavyleague.org		EIN 66-0430781	Po Box 7663	St Thomas	VI	00801	USA	Military & Veterans Organizations, Veterans	The Navy League''s mission is twofold: to inform the nation, and its political leaders, of the vital importance to the country of a comprehensive and fully prepared sea service; and to provide support for active duty sea service personnel and their families.					
Virgin Islands Workers Union	http://		EIN 98-0095545	PO Box 3112	Christiansted St Croix		00822								
Chabad Lubavitch Of The U S Virgin Islands Inc	http://		EIN 66-0670212	6501 Red Hook Plaza Ste 201	St Thomas	VI	00802	USA	Judaism, Religion						
St Andrews Seek & Serve Outreach Inc	http://		EIN 66-0621796	Po Box 304019	St Thomas	VI	00803	USA	Adult Education, Education						
The Saint Croix Golf Association	http://		EIN 66-0674789	Po Box 1784	Christiansted	VI	00821	USA	Golf, Sports						
Nazareth Lutheran Church	http://		EIN 66-0406204	Po Box 1359	Cruz Bay	VI	00831	USA							
Virgin Islands Perrinatal	http://		EIN 66-0609857	Po Box 698	Christiansted	VI	00821	USA	Health, Reproductive Health Care, Reproductive Rights	IMPROVE MATERNAL, CHILD AND FAMILY HEALTH SERVICES WHICH ARE ACCESSIBLE AND OF HIGH QUALITY. COMPASSION, DIGNITY AND RESPECT WILL BE THE GUIDING PRINCIPLES OF THE SERVICE PROVIDERS AND PARTNERS COMMITTED TO OUR GOAL OF PROMOTING HEALTHY OUTCOMES THROUGH SERVICE INTEGRATION AND COMMUNITY INVOLVEMENT.					
Sidney Lee Dream Foundation Inc	http://	(212) 753-9623	EIN 66-0480642	Po Box 130	Christiansted	VI	00821	USA							
Virgin Islands Tourism Awareness And Advancement Link Inc Vitaal	http://		EIN 66-0431970	PO Box 3590	Charlotte Amalie		00803		Economic Development						
Alliance Of Black Telecommunications Employees, Inc.	http://		EIN 91-1874854	PO Box 3768	St. Thomas		00804								
Bluewater Bible College & Institute	http://		EIN 66-0425542	8220 Estate Botany Bay	St Thomas	VI	00802	USA	Education, Elementary & Secondary Schools, Literacy						
St John Missionary Baptist Churches Inc	http://		EIN 66-0708638	Po Box 568	St John	VI	00831	USA	Protestant, Religion						
Prior Family Foundation	http://	(340) 775-1555	EIN 20-6975076	Po Box 12030	St Thomas	VI	00801	USA	Philanthropy, Private Grantmaking Foundations						
Calvary Baptist Church Of St Croix Virgin Islands	http://		EIN 66-0528788	Po Box 630	Kingshill	VI	00851	USA	Protestant, Religion						
Lutheran Housing Association For The Elderly Of The V I Inc	http://		EIN 66-0401986	516b Hospital St	Frederiksted	VI	00840	USA		Provide housing for low income seniors using HUD funds.					
Vi Dance Academy	http://		EIN 66-0447844	PO Box 1226	St Thomas		00804		Arts & Culture, Dance						
Association For The Elderly Of The Virgin Islands Inc	http://		EIN 66-0423892	516 B Hospital St	Frederiksted	VI	00840	USA		Provide housing for low income seniors using HUD funds.					
St Croix Environmental Association	http://www.stxenvironmental.org	(340) 773-1989	EIN 66-0497982	3052 Anchor Way Ste 4	Christiansted	VI	00820	USA	Environment, Land Resources Conservation, Pollution Abatement & Control, Water, Water Resources, Wetlands Conservation & Management	Conservation of environmental resources on st. Croix, united states virgin islands.					Conservation:conservation of wetland, salt pond and beach habitats at the southgate coastal reserve(scr),to protect nesting habitat for endangered species and for public education and enjoyment. Scr is recognized by birdlife international as an important bird area (iba). Conduct special programs and presentations to raise awareness of the need for conservation of wetland and other habitats for resident, endemic and migratory birds. Conservation of important bat habitat at estate barren spot. Assess forest health in the vi in collaboration with usdafs inventory and analysis program.   education: deliver classroom and field-based environmental science activities, linked to v. I. Science standards, to over 1,000 students in public and private schools. Deliver after-school and weekend programs to provide hands-on learning and enjoyment of st. Croix's wildlife and natural areas through snorkel clinics, coral conservation corp, hikes, turtle watches, kayak trips, bird watching and other special activities. Host earth day ecofair, featuring presentations and interactive lessons from public and private sector environmental agencies, and reaching more than 600 students. Coordinate special programs such as clean roadside and beach clean-up, conservation awareness and teacher training. Conduct a three week summer program to deliver experiential nature activities to local summer camps for approximately 600 elementary school age children and coral conservation corps summer program for 30 junior high school students. Deliver world water day fair, featuring interactive lessons from private and public partners for 125 junior high school students. Conduct educational seminars for local restaurant owners regarding reef responsible fishing harvests.   advocacy: advise the v. I. Government in alternative energy policy, promoting wind,solar, biomass, waste-to-energy, propane and liquified natural gas; and solid waste management and recycling issues on st. Croix. Review a national park service (nps)project design with the intent to indentify project alternatives that reduce impacts on a bioluminescent bay and other salt river bay ecological resources.
Animal Care Center Of St John Inc	http://		EIN 66-0496282	Po Box 429	St John	VI	00831	USA		To promote education, involvement, and concern for the welfare of both feral and domestic animals on st. John.					Organization continues to operate a spay and neuter program on the island which has greatly reduced the number of unwanted and sometimes "wild" animals. The organization has built an animal shelter on st. John. The organization has a successful adoption program.
Independent Assemblies Of God	http://		EIN 66-0426078	Po Box 1090	St Thomas	VI	00804	USA							
Our Town Frederiksted Inc	http://		EIN 66-0441258	502 Hospital St	Frederiksted	VI	00840	USA	Community & Neighborhood Development, Economic Development						
Parent Power, Inc. 11-6 Contant St. Thomas	http://		EIN 66-0455681	PO Box 302553	St. Thomas		00803								
Virgin Island International Islamic Society Inc	http://	(340) 778-2795	EIN 66-0596893	Po Box 659 Kingshill	St Croix	VI	00851	USA	Islam, Religion	To provide the community with					
God And Sons Inc Aka Covenant Christian Center	http://		EIN 66-0472423	Po Box 9588	St Thomas	VI	00801	USA							
Miracle Babies Support Foundation Inc	http://		EIN 66-0596338	Po Box 302254	St Thomas	VI	00803	USA	Health						
The Way Of The Cross Baptist Church Incorporated	http://		EIN 66-0471317	Po Box 2475	Kingshill	VI	00851	USA	Protestant, Religion						
St Croix Friends Of Denmark Society Inc	http://		EIN 66-0408631	Po Box 682	Christiansted	VI	00821	USA	Arts & Culture, Commemorative Events						
Nazarene Christian School Inc	http://		EIN 66-0420973	55 Golden Rock Christiansted	Saint Croix	VI	00820	USA	Education, Elementary & Secondary Schools, Literacy						
Southgate Baptist Church	http://		EIN 66-0492125	Po Box 24248	Christiansted	VI	00824	USA							
Virgin Islands Capital Resources Inc	http://		EIN 66-0545736	7a Crystal Gade	St Thomas	VI	00802	USA	Economic Development						
St Croix Country Club	http://		EIN 67-0250851	Po Box 398	Frederiksted	VI	00841	USA							
St. Croix Uso	http://		EIN 67-0254468	PO Box 616	Frederiksted		00841		Human Service Organizations, Human Services	The USO is chartered by the Congress as a non-profit charitable corporation. It is not a government agency, but is endorsed by the President of the United States and the Secretary of Defense. Each President has been the Honorary Chairman of the USO since its inception in 1941.  The USO mission is to provide morale, welfare and recreation-type services to uniformed military Personnel. The original intent of Congress and enduring style of USO delivery is to represent the American people by extending a "Touch of Home" to their military members. Thus, although some USO programs/services are similar to those provided by other agencies, the hallmark of the USO has been and will continue to be HOW, as much as WHAT, services are provided.					
Kats - St John Inc	http://		EIN 66-0516021	9901 Emmaus	St John	VI	00830	USA	Religion, Religion-Related	Kats st. John's mission is to ensure that the children of st. John have basic water skills. That those who wish to learn more about sailing have an opportunity to do so and that those who excel at sailing have an opportunity to compete both locally and internationally.					Kats continues to teach the children of st. John sailing fundamentals. Kats also has organized several regattas which give our students the opportunity to practice their sailing skills in a competitive venue.
St Thomas St John Services For The Developmentally Disabled Inc	http://		EIN 66-0435373	516b Hospital St	Frederiksted	VI	00840	USA		Provide low income housing for disabled adults.					
The University Of The Virgin Islands	http://www.uvi.edu	(340) 776-9200	EIN 66-0432514	2 John Brewers Bay	Charlotte Ama	VI	00802	USA		A learner centered institution dedicated to the success of its students and committed to enhancing the lives of the poeple of the us virgin islands and the wider caribbean through excellent teaching , innovative research and responsive community service.					School of schience & mathematics: the univesity offers courses of study in astronomy, biology, chemistry, computer science, marine biology and mathematics with major fields of specialization. The division offers pre-engineering program, emerging caribbean scientist program and early medical school selection program  school of arts & social science: the university offers courses in art, communications, english, french, spanish, japanese, journalism, music philosophy, speech communication and theatre as well as courses in social science , social work, criminal justice, police science and psychology while the division is divided into a number of fields, each with its own theories, terminology and professional history , they have much in common.   school of nursing: it is a part of the university's mission to enhance the lives of the people of the us virgin islands and the wider caribbean. The university has been doing this through the nursing program which prepares nursing students in the many areas of nursing.   other programs
Boys & Girls Clubs Vi Inc	http://	(340) 778-8990	EIN 67-0259901	Po Box 128	Christiansted	VI	00821	USA		To inspire and enable all young people especially those from disadvantaged circumstances, to realize their full potential as productive, responsible and caring citizens.					Provide facilities for dedicated youths, trained professional staff and guide youths to become responsible citizens and leaders with special focus on at risk youths.
Memorial Moravian School Corporation	http://		EIN 66-0343834	Po Box 308354	St Thomas	VI	00803	USA	Education, Elementary & Secondary Schools, Literacy						
Alive In Christ Ministries Inc	http://		EIN 66-0498197	Po Box 8055	St Thomas	VI	00801	USA							
Virgin Islands Humanities Council Inc	http://		EIN 66-0408669	1829 Kongens Tvaer Gade Ste 1	St Thomas	VI	00802	USA	Arts & Culture, Humanities						
Good Hope School Inc	http://		EIN 67-0252904	170 Estate Whim	Frederiksted	VI	00840	USA							
American Counseling Association Of The Virgin Island	http://		EIN 66-0561796	Po Box 3707	Kingshill	VI	00851	USA	Mental Health						
Cds Foundation Inc	http://		EIN 66-0566743	Rr 1 Box 6199	Kingshill	VI	00850	USA	Education						
St Croix Archaeological Society Inc	http://		EIN 66-0595737	Po Box 25291	Christiansted	VI	00824	USA	Arts & Culture, History Museums						
Furious Racing Team Inc	http://		EIN 30-0433120	PO Box 3846	Kingshill		00851		Philanthropy, Private Grantmaking Foundations						
Frederiksted Community Boating And Sailing School Inc	http://		EIN 66-0598552	Po Box 24380	Christiansted	VI	00824	USA	Sports, Swimming & Other Water Recreation						
Pentecostal Movement Council Inc	http://		EIN 04-3575007	Po Box 6193	St Croix	VI	00823	USA	Christianity, Religion						
Methodist Church St Croix Circuit Incorporated	http://		EIN 66-0519312	Po Box 5974	Christiansted	VI	00823	USA	Religion, Religion-Related						
V I Community Aids Resource & Education Inc	http://		EIN 66-0526596	Po Box 223235	Christiansted	VI	00822	USA	Human Service Organizations, Human Services						
United Way Of St Thomas-St John Inc	http://		EIN 66-0377770	8000 Nisky Center 220	St Thomas	VI	00802	USA		FUND COMMUNITY ACTIVITIES					
City Of Refuge Inc	http://		EIN 31-1555189	Po Box 7795	Christiansted	VI	00823	USA	Christianity, Religion						
Iqra Academy	http://		EIN 66-0559825	20 And 21 Estate Mountain	St Croix		00841		Education, Elementary & Secondary Schools, Literacy						
St Thomas Swimming Association Inc	http://		EIN 66-0426307	6501 Red Hook Plz Ste 201	St Thomas	VI	00802	USA		Learn to Swim and Swim Team					
Unitarian Universalist Fellowship Of St Thomas-St John	http://		EIN 66-0483041	Red Hook Plaza-suite 237	St Thomas	VI	00802	USA							
Rotary East Foundation	http://		EIN 66-0528821	9160 Estate Thomas Pmb 306	St Thomas	VI	00802	USA	Education, Scholarships, Scholarships & Student Financial Aid						
Family Resource Center Inc	http://		EIN 66-0423539	2317 Commandant Gade 16b And 17	St Thomas	VI	00802	USA	Human Service Organizations, Human Services						
Ruby Rutnik Schloarship Fund Inc	http://		EIN 66-0544380	Po Box 348	St John	VI	00831	USA	Education, Scholarships, Scholarships & Student Financial Aid	To provide college scholarships to virgin islands female high school graduates.					Six students are now receiving scholarships of $2500 each per year and four students are receiving $1500 per year.
Pointe Dance Academy Inc	http://	(340) 718-9072	EIN 66-0499396	Po Box 223692	Christiansted	VI	00822	USA	Arts & Culture, Dance	Promotion of dance as an art					To promote and conduct general and specific classes to teach a variety of forms of dance and produce events for the expression and promotion of dance.
Agape Transport And Services Inc	http://		EIN 66-0569296	Box 6702	Christiansted St Cro		00823		Human Services						
St Croix Education Initiative Inc	http://		EIN 66-0637989	54 Est Riv	Kingshill	VI	00850	USA	Baseball & Softball, Sports						
Gratitude America Ltd	http://	(340) 779-2564	EIN 66-0789697	9053 Estate Thomas Suite 101	St Thomas	VI	00802	USA	Philanthropy, Private Grantmaking Foundations						
Petrowest Property & Casualty Insurance Corporation	http://		EIN 98-0358745	PO Box 129	Road Town Tortola		00804		Mutual Insurance Companies & Associations						
Virgin Islands Missions Inc	http://		EIN 66-0477331	Po Box 4465	St Thomas	VI	00803	USA							
Coral Bay School Inc	http://	(340) 776-1730	EIN 66-0567902	Po Box 1657	St John	VI	00831	USA	Education, Preschools, Primary & Elementary Schools, Secondary & High Schools	To provide a quality education to the students of our school.					Approximately 200 students received an elementary or secondary school education
Virgin Islands Montessori School Inc	http://		EIN 67-0253545	6936 Vessup Ln	St Thomas	VI	00802	USA	Education, Elementary & Secondary Schools, Literacy						
Miracle Through The Rock Ministry & Reconciliation In Christ Jesus Inc	http://		EIN 66-0585858	Po Box 7694	Christiansted St Cro	VI	00823	USA	Protestant, Religion						
United Steelworkers	http://		EIN 66-0672679	Po Box 302095	St Thomas	VI	00803	USA							
Nami St Thomas Inc	http://		EIN 66-0516755	Po Box 5110	St Thomas	VI	00803	USA	Mental Health, Mental Health Associations						
Brightspark Inc	http://		EIN 66-0631394	Po Box 7969	Christiansted	VI	00823	USA	Arts & Culture						
American Federation Of Teachers	http://		EIN 23-7016713	174 E 650 N	Laporte	IN	46350	USA							
Strategic Solutions Network Inc	http://		EIN 20-0644142	1013 Estate Whim	Frederiksted	VI	00840	USA	Human Service Organizations						
Golden Hook Fishing Club Inc	http://		EIN 66-0588071	3a Estate Pearl	Christiansted	VI	00820	USA	Fishing & Hunting, Sports						
