name	url	telephone	tax_num	street	locality	region	postcode	country	Causes	Mission	Results	Target demographics	Direct beneficiaries per year	Geographic areas served	Programs
The Way Home Inc	http://www.thewayhome.org	(603) 627-3491	EIN 22-3004892	214 Spruce St	Manchester	NH	03103	USA	Homeless & Housing, Housing Expense Reduction Support	Provide services to prevent homelessness					Provide security deposit loans to low income households, provide budget counseling, tenant advocacy services, prevent homelessness, and resource management training
Lake Sunapee Community Health Services	http://www.lakesunapeevna.org	(603) 526-4077	EIN 02-0438863	107 Newport Rd	New London	NH	03257	USA	Community Clinics, Health	Lake sunapee region visiting nurse association provides comprehensive, high quality health care services, within its financial resources, to support the dignity and independence of indiviuals and families in community settings. Commitment to innovation and collaboration with health care providers and community members promotes a supportive work environment that enhances the mission of excellence.					Provides personal care, homemaking and community clinic services to residents in merrimack and sullivan counties.
Star Island Corporation	http://www.starisland.org	603-430-6272	EIN 04-6000828	Morton Benedict House 30 Middle Street	Portsmouth	NH	03801	USA	Real Estate Associations	To own and maintain Star Island and such other property as the Corporation may hold or acquire, as a center for religious, educational, and kindred purposes consistent with the principles of the Unitarian Universalist Association and the United Church of Christ.		families and individuals		New Hampshire	summer programs, workshops and community events to explore the world as it might ideally be.
Rural Housing For The Elderly	http://www.snhs.org	(603) 668-8010	EIN 02-0341052	Po Box 5040	Manchester	NH	03108	USA	Homeless & Housing, Low-Income & Subsidized Rental Housing	Provide housing for low income elderly people.					Program provides housing for elderly and low income people.
New Hampshire College & University Council	http://		EIN 02-0271139	3 Barrell Ct Ste 100	Concord	NH	03301	USA							
Wonderland Thrift Corporation	http://		EIN 26-2361487	9 Tamarind Ln	Exeter	NH	03833	USA	Thrift Shops	Public donates clothing and furniture which in turn is sold to public and any profits are donated to community					Public donates clothing and furniture which in turn is sold to public and any profits are donated to community  public donates clothing and furniture which in turn is sold to public and any profits are donated to community
Kearsarge Arts Theatre For Children	http://		EIN 02-0432407	Po Box 704	New London	NH	03257	USA	Arts & Culture, Performing Arts	Theater arts for children					The summer of 2011 continued the kat tradition of excellence in visual and performing arts. There were over twenty classes including: youtheatre, kat kabaret, kitten klub, kat chorus, kat dancers, kat dance intensive, acting workshops and art workshops. This summer's youtheater production was the broadway classic, peter pan. One hundred children performed during our main production weekend. The total income received by kat company, tuitions, contributions and ticket sales is utilized to implement expenditure, which combined with the cost of educational materials (primarily art materials) and 2/3 of the administrative fees total the cost of the teaching component of the program. The performance costs are a combination production (costume, scenery, props) and artistic fees plus 1/3 of the administrative fees. Kat company also has an expenditure for the rental of the kearsarge regional high school, which is 3/4 for educational programs and 1/4 for performance. Kat company continues to provide excellence in arts education for hundreds of children and young adults through its varied and exciting programming. The dedication of the board of directors and the kat staff is inspiring and continues to be a mainstay for the organization. We were nominatead for several nh theatre awards because of the quality of the production.
New Hampshire Musculoskeletal Inst- Itute	http://www.nhmi.net	(603) 627-9728	EIN 02-0471046	35 Kosciuszko St	Manchester	NH	03101	USA	Health, Medical Research, Recreation & Sports, Rehabilitative Care, Sports	Nhmi is dedicated to the advancement of knowledge in musculosketetal care and sports medicine and to promoting and providing a safe sports environment for athletes.					Education:provided continuing medical education (two annual meetings,residency,grand rounds),400 people benefitted.   research:various projects ongoing; data collected regarding musculosketetal science and sports medicine. This research generated national publications and presentations.   safe sports network provides sports medicine services and education for young athletes and their coaches and parents.
Jaffrey Bible Church	http://		EIN 02-0331463	Po Box 505	Jaffrey	NH	03452	USA							
Concord Family Ymca	http://www.concordymca.org	(603) 228-9622	EIN 02-0223358	15 N State St	Concord	NH	03301	USA	Human Services, Physical Fitness & Community Recreational Facilities, Sports, Young Mens or Womens Associations	Our mission is to put christian principles into practice through programs that build healthy spirit, mind and body for all. It is our vision to be the community leader in providing value-based health and wellness programs for children, teens, and adults. We incorporate these values in all of our programs and services. These four values are known as the ymca's core character traits of caring, honesty, respect, and responsibility.					Childcare and youth services program- the young men's christian association of concord, nh child development center (cdc) has embraced and provided solutions for the priority needs that have been identified by the community needs assessment conducted by granite united way. The program provides access to affordable, high quality childcare that strengthens families, ensures child safety, and facilitates social and cognitive development. The young men's christian association of concord, nh child development center is only one of about 9% of all licensed childcare providers in new hampshire that have achieved license plus certification. (license plus is a certification established by the nh bureau of childcare licensing that is representative of a higher quality. ) as part of our charitable mission we recognize the need to ensure that high quality, licensed, curriculum-based needs be accessible to all, including families of low-income. Consequently, the cdc administers the child care development fund and an additional scholarship fund that we fund through the united way of merrimack county support and our own organizational fundraising efforts. Youth programs- the young men's christian association of concord, nh kydstop program has embraced and provided solutions for the priority needs that have been identified by the community needs assessment conducted by granite united way. Inherent in our philosophy is providing high quality, licensed, curriculum-based child care that ensures child safety and meets or exceeds best practice standards. Many afterschool and summer camp programs are not state licensed.   health and wellness programs- the ymca of concord, nh is a leading voice on health and well-being in our community. Through our health and wellness programs we bring families closer together, encourage good health, and foster connections through fitness, sports, fun, and shared interests. As a result, a large number of people in our community are receiving the support, guidance, and resources they need to achieve greater health in spirit, mind, and body. This is particularly important as our nation struggles with an obesity crisis, families struggle with work/life balance, and individuals search for personal fulfillment. Our programs are accessible, affordable, and open to all faiths, abilities, and income levels.
Save Your Ass Long Ear Rescue	http://www.saveyourassrescue.org	(603) 835-2971	EIN 26-1117817	23 Saw Mill Rd	S Acworth	NH	03607	USA	Animal Protection & Welfare, Animals	Rescue, rehabilitate and re-home donkeys and mules which have been abandoned, abused, or taken to auction for slaughter.					53 animals were rescued from crisis situations; 2 went through intensive medical procedures to get ready for adoption; 5 were severely malnourished; 37 were adopted out to permanent homes.
United Campus Ministry To The University Of New Hampshire	http://		EIN 02-0259476	15 Mill Rd	Durham	NH	03824	USA							
Ausbon Sargent Land Preservation Trust	http://www.ausbonsargent.org	(603) 526-6555	EIN 22-2884768	Po Box 2040	New London	NH	03257	USA	Environment, Forest Conservation, Land Resources Conservation, Natural Resources Conservation & Protection	See schedule o. The mission of the trust is to preserve and protect the rural character of the mt. Kearsarge/lake sunapee region for the public benefit through conservation agreements; stewardship of the conserved land; partnerships with private individuals, local governments and like-minded organizations sharing expertise and efforts in protecting land; and education of the people.					Land protection: aslpt has adopted a written conservation plan which includes a prioritized and comprehensive list of properties worthy of protection. Aslpt protects properties through both conservation easements and fee simple acquisition. Land protection includes review, evaluation and detailed research before proceeding with the protection of a property. Aslpt insures that every transaction is legal, proper and appropriate to the goals of the land trust. We compile baseline documentation detailing an accurate representation of the property and its condition at the time of its transfer. During this fiscal year, we acquired 6 conservation easements including our first easement in wilmot, bird nesting fields in springfield, agricultural fields in bradford, significant wildlife habitat in warner and in goshen, and an important wetland and recreational area in sunapee.   community relations and education: aslpt is proactive in building community relations and educating its members, landowners, conservation partners, citizens and government leaders. Our goal is to be recognized as the place to go for land protection expertise. We sponsor and offer conservation events/workshops/conferences aimed toward building close ties around town land protection issues, growth/development challenges, and concerns about land protection priorities. Additionally, our outreach efforts include hosting a conservation commission chairperson's roundtable discussion semi-annually to share information, resources and experiences throughout the region. We utilize a number of communication resources including printed newsletters, mailings, fact sheets, eblasts, a website, events held on conservation properties, speaking engagements to civic groups and neighborhood gatherings.   stewardship and monitoring:stewardship is the overall management and oversight of all ausbon sargent conservation easements and fee-owned properties. Stewardship includes, but is not limited to, monitoring and defending easements, record keeping, building landowner relationships, landowner, staff and volunteer education, rectifying compliance issues, considering reserved rights (approval or disapproval) and providing reference materials to landowners. Monitoring is the annual periodic property inspections by our trained volunteer monitors or staff, as well as the preparation of documents relating to the inspection and any subsequent follow-up. Monitoring serves as a regular reminder that the landowner is legally bound to keep the property in the condition as defined in the conservation easement. All monitoring reports are reviewed by staff and in the event of a compliance issue, aslpt staff carries out an investigation and works to resolve the issue. Monitoring is done by volunteers; however, our goal is to have staff visit 20 of these properties with the monitors each year. These visits vary in length depending on the size of the property and the restrictions on the property. We generally have a training session in early june for new volunteers and a refresher session for all easement monitors near the end of september. The training is approximately three hours and includes training indoors as well as a field visit. During these sessions we instruct the volunteers on their responsibilities when they are monitoring the property. We also keep the volunteers updated on any changes in policies we have in regards to monitoring.
Coalition For Open Democracy	http://		EIN 80-0336490	4 Park St Ste 301	Concord	NH	03301	USA	Citizen Participation						
LostNMissing, Inc	http://www.lostnmissing.com	603-548-6548	EIN 27-0642181	26 Noyes Road	Londonderry	NH	03053	USA	Human Services	LostNMissing, Inc. is a state and federally recognized 501c(3) Non-Profit charitable organization to assist law enforcement and the families of missing. We strive to help prevent loved ones from going missing and to bring awareness of those who are, by providing support to families while educating others. We work  with various law enforcement agencies across the country, on behalf of  families of missing, and help to bring awareness via community workshops, media, internet and social networking for missing loved ones. We never charge a fee for our services.	Helped over 895 families since 2009.	Missing Children, teens, adults and Silver Alerts for elderly missing and those with cognitive disabilities.	331 cases of missing loved ones in which 87 were resolved.	United States	www.dontleavefriends.com 2013-2015 Campaign for college students on awareness and the importance to always have a buddy system, especially if frequenting an establishment that serves alcohol or in any after school group settings.
Winchester Wildlife Rehabilitation Center	http://		EIN 02-0529054	109 Watson Rd	Winchester	NH	03470	USA	Animals, Wildlife Preservation & Protection						
Keene State College Parents Association	http://		EIN 02-0336744	229 Main St	Keene	NH	03431	USA							
React International	http://		EIN 02-0452231	PO Box 181	Concord	NH	03302	USA							
Nesenkeag Co-Op Farm Inc	http://		EIN 22-2540519	108 Charles Barncroft Hwy	Litchfield	NH	03052	USA	Agricultural Programs, Food						
American Institute Of Industrial Engineers	http://		EIN 02-6012718	10 Brookview Dr Rr 6	Londonderry	NH	03053	USA							
NHSPCA	http://www.nhspca.org	603-772-2921 	EIN 02-6000614	PO Box 196	Stratham	NH	03885	USA	Animal Protection & Welfare, Animal-Related, Animals, Education	To save the lives of companion animals through rescue, rehabilitation, and adoption; to promote learning, eliminate animal cruelty and be a leader in advancing the highest standards of animal welfare.    GUIDING PRINCIPLES   Our Guiding Principles direct us to act in the best interest of the animals and to strengthen the human-animal bond by:    advocating for stronger laws, enforcement and compassionate treatment of animals by being a voice for the voiceless remaining committed to an open admission and unlimited stay policy for companion animals providing individualized care for each animal to meet its specific needs ensuring that we are the first choice for the adoption of healthy rescued animals providing learning, educational and volunteer opportunities for all ages serving as a resource and  continuing to meet community needs extending ourselves to further our mission acting in an ethical, professional, and compassionate manner stewarding donor resources responsibly as a non-profit 501(c)(3) organization that  depends on private donations and fees for service		To save the lives of companion animals through rescue, rehabilitation, and adoption; to promote learning, eliminate animal cruelty and be a leader in advancing the highest standards of animal welfare.	over 2,500 homeless animals in New Hampshire and beyond	New Hampshire and beyond	To save the lives of companion animals through rescue, rehabilitation, and adoption; to promote learning, eliminate animal cruelty and be a leader in advancing the highest standards of animal welfare.   At the NHSPCA we care for a wide variety of purebred and mixed-breed dogs and cats, as well as rabbits, guinea pigs, and many other small animals. The positive, comforting environment of our state of the art Adoption Center allows animals to thrive while they await new homes. In addition, our barn and pastures provides the best possible temporary home for horses and other farm animals,   The NHSPCA also serves as a transfer station for injured or orphaned wildlife, placing these animals into appropriate rehabilitation sites.   Humane Education  Whether its a visit to the Adoption Center for a tour or having our Humane Education Coordinator come into the classroom, kids learn firsthand the responsibilities of caring for animals.  For kids who want to be more involved with helping the animals, the NHSPCA offers after school clubs and volunteer programs.  Community Programs and Resources Our ever-growing list of programs and workshops are a fun and interactive way to explore the interdependence between humans and animals while learning how to create a more humane community. Our knowledgeable staff are ready to help each person find the answers to the many questions that pet owners have and assist them with training and behavior issues. From rabies clinics to pet first aid workshops our list of programs and services is ever growing.  Cruelty Investigations & Advocacy Animal cruelty investigation has been one of the cornerstones of the NHSPCA. Today our services encompass an even wider range of activities. In addition to investigating hundreds of reports of suspected animal neglect or abuse every year, our agent works with other humane organizations to develop and strengthen legislation that protects animals throughout the State of New Hampshire.
Seacoast Visiting Nurse Assoc	http://		EIN 02-0276227	29 Lafayette Rd	N Hampton	NH	03862	USA	Health, Home Health Care						
Aquinas At Dartmouth Inc	http://	(603) 643-2154	EIN 02-0275080	Po Box 147	Hanover	NH	03755	USA	Education	Aquinas house seeks to equip dartmouth college students with the fullness of the catholic faith. Its intention is for students to serve and lead in the catholic church. In unity with the mission of the roman catholic church, aquinas house is a vibrant atmosphere that invites and inspires students to be in the presence of christ, to be a testimony for the church, and to reach out to others.					To provide funding and support to and to ensure the financial viability of the catholic student center at dartmouth and aquinas house.
Richards Free Library	http://		EIN 02-0224075	58 N Main St	Newport	NH	03773	USA							
East Concord Cooperative Preschool	http://		EIN 02-0348527	14 Canterbury Rd	Concord	NH	03301	USA	Education, Preschools						
Bartlett Assembly Of God	http://		EIN 02-0489240	PO Box 236	Bartlett	NH	03812	USA							
Women For Women Coalition	http://		EIN 77-0689189	510 Chestnut Street Ste 2	Manchester	NH	03101	USA	Ethnic &  Immigrant Centers, Immigration						
David's House, Inc.	http://www.davids-house.org	603-643-2298	EIN 22-2593431	PO Box 660 461 Mt Support Rd	Lebanon	NH	03766	USA	Health, Human Services, Patient & Family Support	The mission of David's House is to provide a home-away-from-home and support for families of children receiving treatment through Children's Hospital at Dartmouth-Hithcock Medical Center.	2011 marks our 25th anniversary, and this year we served our 11,000th family.	Although most of the families who stay with us reside in New Hampshire and Vermont, we have had families from a total of 42 states and 23 countries visit at least once.	Close to 100 unique families utilize the house every year.		Since it opened in 1986, David's House has been a home-away-from-home for over 11,000 families with children being treated at Dartmouth-Hitchcock Medical Center. About 67% are from New Hampshire, about 20% from Vermont, and the rest are from 36 states and 15 countries.  David's House has served families from as far away as Russia, Bolivia, and Indonesia. The average length of stay is four nights. The children whose families stay here are treated for everything from premature birth and cancer to cystic fibrosis and sports injuries. David's House helps these families stay close to their children during a critical time of need.
Hampton Youth Association Incorporated	http://		EIN 02-6012418	Po Box 81	Hampton	NH	03843	USA	Children & Youth, Youth Centers & Clubs						
Colby-Sawyer College	http://www.colby-sawyer.edu	(603) 526-3000	EIN 02-0222120	541 Main St	New London	NH	03257	USA	Education, Undergraduate Colleges	Colby-sawyer college is a private, independent, undergraduate college offering educational programs based in the liberal arts and sciences and designed to prepare students for their professions and lives of ongoing learning. Faculty, staff and students strive for excellence in the college's engaged teaching and learning community to foster students' academic, intellectual, and personal growth. The college prepares students to thrive in, and make a positive impact upon, a dynamic, diverse, and interdependent world. Colby-sawyer college was founded as an academy in 1837 and has been engaged in higher education since 1928.					Colby-sawyer college, founded in 1837, is an independent, four-year, residential, coeducational college. It serves over 1,400 students, representing 22 states and 29 foreign countries. The college has a gross annual budget of $69. 7 million, and an endowment of $39 million. There is a 14 to 1 student/faculty ratio, and average class size is 19. It has 24 liberal arts and pre-professional majors, 23 minor programs and 1 associate degree program. Its 31 buildings are located on 200 acres in new london nh. In the last 20 years, colby-sawyer has grown from 429 students to 1,415. It has completed more than $60 million in new construction and renovation including:1. Academic facilities a. Mercer hall (classrooms) b. Ivey science center (classrooms and laboratories) c. Baker communication center (classrooms, radio station, video studio) d. Harrington career development center e. Frances lockwood bailey graphic design studio (graphics classrooms) f. Windy hill lab school g. Susan colgate cleveland library and learning center2. Five residence halls a. Rooke hall b. Lawson hall c. Danforth hall d. Burpee hall e. Abbey hall3. Lethbridge lodge (student lounge)4. Athletic facilities a. Hogan sports center b. Kelsey athletic fields c. Mercer field d. Sally shaw veitch track and field e. Kelsey tennis courts5. Ware student centercolby-sawyer's primary accreditation is from the new england association of schools and colleges (neasc), through its commission on institutions of higher education. However, colby-sawyer is also accredited by the following:1. Commission on accreditation of athletic training education (caate)2. Commission on collegiate nursing education (ccne)3. New hampshire board of nursing4. State of new hampshire board of education
John & Anna Newton Porter Foundation	http://		EIN 02-6034452	Po Box 325	Alton Bay	NH	03810	USA		OPERATIONS OF CHILDREN'S SUMMER CAMP					
Huggins Hospital	http://www.hugginshospital.org	(603) 569-7571	EIN 02-0223332	Po Box 912	Wolfeboro	NH	03894	USA	General Hospitals, Health	It is the mission of huggins hospital to provide quality health care services and to promote well being in the communities we serve.					Huggins hospital is a 25 bed critical access hospital that provides acute care and primary health care from emergency services to family medical practice care, along with essential wellness and prevention services to the residents of the eastern lakes region of nh (lower carroll county and north/northeastern belknap county). A significant portion of the hospital's service area is uninsured, underinsured and/or dependent on medicaid/medicare benefits. Carroll county has one of the largest elderly populations in the state, and also has a significant number of rural, low-income families. Physician practices. The hospital is committed to providing primary care services throughout our service area. Huggins hospital has 138 credentialed providers. 17 provide primary care including pediatrics, and 56 are specialists covering general surgery, anesthesiology, orthopedics, emergency medicine, and hospitalists.
NEW GENERATION INC	http://www.newgennh.org	603-439-4989	EIN 02-0409655	568 Portsmouth Ave PO Box 676	Greenland	NH	03840	USA	Family Services for Adolescent Parents, Health, Health Care, Homeless & Housing, Homeless Shelters, Thrift Shops	Our mission is to provide support to homeless women, in crisis during pregnancy, and to mothers and children, in order to foster a new generation of healthy, self-sufficient, fully functioning and happy families.				NH and New England	Current ProgramsNew Generation ProgramThe New Generation Certificate Program  provides shelter, love, respect and care to pregnant homeless women and mothers of young children regardless of race, religion, marital status, disability, or economic status. The shelter helps women make positive changes through case management, parenting education, life skills training, job training, and transportation to area services for healthcare, etc. New Generation residents are required to attend group and individual Parenting Education classes with Joan Ouellette.  While seeking and securing permanent housing, the resident?s goals may involve parenting or adoption education, getting a job, attending Alcoholics Anonymous, obtaining a General Education Diploma, or applying for college. Group goals include prenatal care, parenting education, nutrition and health education, counseling, and learning daily life skills. The program includes Resident Budgeting Classes and the Resident Computer Education Program, taught onsite by daystaff and volunteers. Aftercare-The Aftercare Coordinator visits former residents who have transitioned into permanent housing. This program connects former residents with resources in their local communities and provides companionship to women who may have never lived independently before. Friendship, reunions and continuing services are available through Aftercare.Transitional Apartment-A Transitional Apartment provides temporary housing (up to 18 months) to a woman and her child(ren) who may be caught in the housing crisis or are experiencing a job loss or divorce. The two-bedroom apartment has just received new paint, carpeting, and a thorough cleaning and has been home to 11 women and 14 children since it was built in 1999. The apartment is on the second floor of the shelter.Second Generation Thrift Shoppe/Generation Gap Furniture BarnSecond Generation Thrift Shoppes and Generation Gap Furniture Barn are services of New Generation that offer affordable clothing, household items, and furniture to the public. The shoppe and barn created a revenue stream for New Generation Shelter, and profits have steadily increased since 1993. Both are run by staff and volunteers and are made possible by material donations from people throughout the seacoast.  In the last year, the thrift shoppe and barn have added a kiosk that educates customers about New Generation while they are shopping, and a storage shed for incoming donations. The shed has electricity and keeps the shoppe and barn well organized. For more information, contact Janet Hamilton, Manager, at 603-430-9482. Next Generation Infant & Childcare CenterNext Generation is a service of New Generation, Inc. offering full-time quality, affordable daycare for families in the seacoast since 1999.  Next Generation is committed to accepting Title XX assistance for low-income families, including former shelter residents, who are working towards financial self-sufficiency. The daycare was licensed as a state preschool program in 2004. Through recent grants, the daycare is purchasing new educational and playground equipment for cognitive and motor skills development. NAEYC accreditation is the next goal in process. For more information on enrollment or volunteer opportunities, contact Ivelisse Roy, Daycare Director, at 603-422-9582.
The Family Tree Child Care Inc	http://		EIN 02-0443939	321 Pembroke Street	Pembroke	NH	03275	USA	Child Day Care, Children & Youth						
Citizens For A Seacoast Aquarium	http://		EIN 02-0504131	Po Box 8003	Portsmouth	NH	03802	USA	Animals, Zoos & Aquariums						
Pha Housing Development Ltd	http://	(603) 436-4310	EIN 02-0481882	245 Middle Street	Portsmouth	NH	03801	USA	Homeless & Housing, Housing Development, Construction & Management	The organization was organized by the portsmouth housing authority, federal id# 02-0232672, to support the purposes of the housing authority.					The organization provides and supports affordable housing in portsmouth, new hampshire.
Riverbend Community Mental Health Inc	http://riverbendcmhc.org	(603) 226-7505	EIN 02-0264383	Po Box 2032	Concord	NH	03302	USA		Mental health counseling - "we care for the mental health of our community" inpatient, outpatient, and residential care					Services for the adult population that present with a severe mental illness or with a severe and persistent mental illness. Includes acute care outpatient services, residential services, assertive continuous treatment programming and restorative partial hospitalization services.   children & adolescents  outpatient & management services  emergency services, acute psychiatric residential treatment, vocational, special projects, and r. P. H.
Jaffrey Center Village Improvement Society Inc	http://		EIN 02-0261119	Po Box 722	Jaffrey	NH	03452	USA	Arts & Culture, Historical Organizations						
Institute Of Management Accountants, Inc.	http://		EIN 23-7353612	1 Sandy Ln	Hooksett	NH	03106	USA							
Womens Business Center Inc	http://		EIN 02-0486876	C/O Bnn 650 Elm Street No 302	Manchester	NH	03101	USA	Microfinance, Small Business Development	THE WOMEN'S BUSINESS CENTER (WBC), A NEW HAMPSHIRE BASED NONPROFIT, BUILDS THE NEW HAMPSHIRE ECONOMY ONE WOMAN-OWNED BUSINESS AT A TIME. THE WBC SUPPORTS AND STRENGTHENS WOMEN ENTREPRENEURS IN ALL STAGES OF BUSINESS DEVELOPMENT THROUGH EDUCATION, COUNSELING, PEER SUPPORT AND ADVOCACY. THE WBC WORKS WITH WOMEN AND THEIR PARTNERS IN PERSON, VIA THE INTERNET AND BY PHONE. THE WBC WEBSITE, WWW.WOMENBIZ.ORG, OFFERS WOMEN TOOLS AND ACCESS TO INFORMATION THAT HELP TO BUILD SUCCESSFUL BUSINESSES.					
Alpha - Alliance For The Progress Of Hispanic Americans, Inc.	http://		EIN 02-0440975	P.O. Box 5040	Manchester	NH	03108	USA	Employment Preparation & Procurement, Job Training						
Seacoast Outright	http://www.seacoastoutright.org		EIN 02-0470822	PO Box 842	Portsmouth	NH	03802	USA	Children & Youth, Civil Rights, Lesbian & Gay Rights, LGBTQ, Youth Development	Seacoast Outright's mission is to help gay, lesbian, bisexual, transgender and questioning youth mature and develop into healthy, caring, productive citizens.  We provide a safe space for youth to socialize, free from harassment and discrimination, and access to positive adult role models.  Through support, affirmation and dissemination of accurate information, Seacoast Outright fosters feelings of wellness, self-worth and dignity.					
COOS COUNTY FAMILY HEALTH SERVICES INC	http://www.coosfamilyhealth.org	(603) 752-2040	EIN 02-0350051	133 Pleasant Street	Berlin	NH	03570	USA	Health, Homeless & Housing, Hospitals, Housing Support, Public & Societal Benefit, Reproductive Health Care, Reproductive Rights						Staff and trained volunteers provide 24/7 coverage to over 700 families and individuals in crisis - due to sexual or domestic voilence. CCFHS is ready to provide transportation, emergency housing and guidance through the court systems and social services from offices in Colebrook, Lancaster, and Berlin.
New England Association Of Teachers Of English	http://		EIN 23-7025784	843 Gould Hill Rd	Contoocook	NH	03229	USA							
Nottingham Community Universalist Church Inc	http://		EIN 23-7174572	Po Box 27	W Nottingham	NH	03291	USA							
Kids Voting New Hampshire Inc	http://		EIN 02-0486804	PO Box 2512	Concord	NH	03302	USA	Children & Youth, Youth Development						
Little League Baseball, Inc. Newport Area Ll	http://www.littleleague.org/		EIN 02-0360492	181 Summer St	Newport	NH	03773	USA	Amateur Sports Competitions, Baseball & Softball, Recreation & Sports, Sports	To provide healthy activity for children using the ball field as a classroom to instill discipline, team work, sportsmanship and fair play, and to establish a set of values to guide them into adulthood.					
Rural Housing For The Elderly Ii Inc	http://www.snhs.org	(603) 668-8010	EIN 04-3342131	Po Box 5040	Manchester	NH	03108	USA	Education	Provide housing for low income elderly people.					Program provides housing for elderly and low income people.
