name	url	telephone	tax_num	street	locality	region	postcode	country	Causes	Mission	Results	Target demographics	Direct beneficiaries per year	Geographic areas served	Programs
Lowcountry Orphan Relief	http://lowcountryorphanrelief.org	(843) 747-4099	EIN 26-1108081	Po Box 70185	N Charleston	SC	29415	USA	Children & Youth, Children & Youth Services, Emergency Assistance	To provide basic necessities (such as clothing, school uniforms, shoes & socks, pajamas, underwear, coats, toiletries and school supplies) to children who have been abused or neglected					To provide goods and services to children who have been abused, abandoned, or neglected. Provided children with clothing, underwear, pajamas, coats, shoes and socks, toiletries, school supplies, uniforms, and more
Anderson Interfaith Ministries (AIM)	http://www.aimcharity.org	(864) 226-2273	EIN 57-0896524	PO Box 1136	Anderson	SC	29622	USA	Emergency Assistance, Human Services	Anderson Interfaith Ministries (AIM) connects people with support, resources, and education so they can empower themselves to be self-sufficient.				Anderson County SC	Basic Needs Programs:    Emergency Assistance       Financial Assistance & Counseling       Wood Ministry       Christmas Assistance       Ramps & Minor Home Repairs    Hunger Ministries       Fishes & Loaves Food Pantry       Community Connections Program       Manna Food Distribution Program       Summer Food For Kids  Strengthening Families Programs:   Women and Children Succeeding (WACS)      Life Skills Trainings      WACS Mentoring Program   Asset Building and Education       Financial Literacy & Job Skills Classes       Individual Development Account (IDA)       The Benefit Bank Assistance           State & Federal Income Tax Preparation          Free Applications For Free Student Aid (FAFSA)          Supplemental Nutrition Assistance Program (SNAP)          Medicaid Program Assistance
k9.5 Rescue	http://www.k95rescue.org	864-293-0156	EIN 20-1521367	1754 Woodruff Rd #308	Greenville	SC	29607	USA	Animal Protection & Welfare, Animals	k9.5 is committed to saving and protecting animals facing euthanasia, abandonment, disaster, or life as a stray and placing them in dedicated, caring homes for the remainder of their lives.  As a rescue we are devoted to granting proper and complete veterinary, behavioral and emotional support in order to give the animals the protection and care that they deserve.  We offer a chance for animals most often ignored due to size, breed, health, age or appearance, promoting more awareness of the variety of animals in need, while providing the animals with a renewed life.  With love, commitment, and public education, we strive to end overpopulation, as well as end unacceptable care or abuse in the lives of animals.		Great Pyrenees, other giant breeds, seniors and special needs dogs		Greenville, SC and the Upstate, as well as the southeastern region	Adoption, a Sanctuary, rehabilitation for both physical and medical issues, Public Education, spay & neuter
Center For Legal Reform	http://		EIN 91-2119811	Suite 183 7001 Saint Andrews Road	Columbia	SC	29212	USA	Administration of Justice, Crime & Law						
Pomrescue Com Inc	http://		EIN 20-1080878	Po Box 482	Drayton	SC	29333	USA	Animal Protection & Welfare, Animals						
Missionary Church International Incorporated	http://		EIN 62-1399752	PO Box 1761	Columbia	SC	29202	USA							
SHEM CREEK FISHERIES	http://		EIN 45-4200605	902 Royall Ave	Mt Pleasant	SC	29464	USA							
TOTAL Ministries of Spartanburg County, Inc.	http://www.totalministries.org	864-585-9167	EIN 	420 Union Street	Spartanburg	SC	29304	USA	Christianity, Emergency Assistance, Food, Food Banks & Pantries, Homeless & Housing, Housing Expense Reduction Support, Religion						
NORTH PALM MINISTRIES INC	http://		EIN 57-1224356	3805 Denham St	N Charleston	SC	29420	USA	Christianity, Religion						
St Andrews Baptist Church	http://		EIN 57-0407752	230 Bush River Rd	Columbia	SC	29210	USA							
Lord Of Life Lutheran Church	http://		EIN 57-1054895	351 Buckwalter Pkwy	Bluffton	SC	29910	USA							
Catholic Engaged Encounter Inc	http://www.engagedencounter.org	(864) 292-2060	EIN 22-2192221	310 Pebble Creek Dr	Taylors	SC	29687	USA	Religion, Religion-Related	Provide premarriage counseling to couples planning marriages in the catholic church					Premarriage counseling classes
Rice Bowl Inc	http://www.ricebowls.org	(864) 278-2532	EIN 57-0818664	951 South Pine Street Suite 252	Spartanburg	SC	29302	USA	International, International Relief	1. The corporation exists to receive and accept contributions, gifts and bequests for the sole purpose of purchasing and distributing rice bowls and other containers to churches and religious institutions for use in the collection of monies to be forwarded to assist in the alleviation of world hunger. 2. To act as a catalyst within the body of christ to stimulate a vision, to create a spirit of cooperation, and to implement an ongoing strategy to impact the plight of orphans in the name of christ.					Rice bowls, inc. Achieves its goal by providing funding to various orphanages worldwide for the purchase of food and other needs.   rice bowls, inc. Achieves its goal by providing monies to various orphanages worldwide for the purchase of food and other needs.
PAWSITIVE DIRECTION SPAY AND NEUTER ASSISTANCE	http://		EIN 47-1803687	4000 Cox Rd	Sumter	SC	29154	USA	Animal Protection & Welfare, Animals						
Orangeburg County Fine Arts Center	http://	(803) 536-4074	EIN 57-0776091	Po Box 2106	Orangeburg	SC	29116	USA	Arts & Culture	The orangeburg county fine arts center is a cultural facility sustained for the benefit of the general public to support the regional community's participation in and enjoyment of the fine arts and its artistic and historical heritage.					The center serves to promote cultural activities within the community. It sponsors and coordinates various programs such as concerts, art classes, exhibits and talent showcases.
George Tasevski Ministries	http://		EIN 57-1001339	Po Box 2032	West Columbia	SC	29171	USA							
GOODWILL INDUSTRIES OF UPPER SOUTH CAROLINA INC	http://www.goodwillsc.org	864-351-0100	EIN 57-0564001	115 Haywood Road	Greenville	SC	29607	USA	Goodwill Industries, Human Service Organizations, Job Training	Goodwill Industries of Upstate/Midlands South Carolina helps people with disabilities and other special needs become fully independent citizens through education, training, and employment leading to job placement.				Upstate and Midlands of South Carolina	Goodwill provides training programs in forklift certification, food services, custodial services, auto detailing, minor auto repair, computer maintenance and repair, computer training and recycling, customer service training and retail merchandising.
Whitten Center Parents Club	http://whittencenterparentsclub.com	(803) 321-0317	EIN 57-6025175	40 Hartford Heights St	Newberry	SC	29108	USA		To assist with the needs at whitten center, a residential facility that serves people with disabilities and special needs.					To promote the welfare of the residents of whitten center  to cooperate with and encourage whitten center administrative staff and employees to determine the needs of whitten center  to inform parents, interested persons and the public of the work at whitten center
Charleston International Film Festival	http://www.charlestoniff.com	(843) 817-1617	EIN 20-8898940	915 Folly Road	Charleston	SC	29412	USA	Arts & Culture, Film & Video	The organization's mission is to educate, entertain and inspire through the art and science of film.					Screened documentaries, foreign films, features, and shorts to over 7,400 people of all ages, backgrounds, and races. Educate, entertain, and inspire the art of science and film. Creating a greater cross-cultural awareness and understanding. We hope to continue to enrich the community.   final cut workshop & animation workshop free workshop for individuals teaching the basics of video editing and animation to future film makers and editors. Detailed introduction into video editing and animation techniques.   yin and yang of casting panel - workshop relating to casting, acting, auditioning & agents.
Mrs Donnetta H Martin Memorial Fund Service And Scholarship	http://		EIN 81-0642892	811 Pendleton St	Greenville	SC	29601	USA	Education, Scholarships, Scholarships & Student Financial Aid						
Boys & Girls Club Of Williamsburg County	http://www.bgca.org		EIN 57-1072854	PO Box 397	Hemingway	SC	29554	USA	Boys & Girls Clubs, Children & Youth, Youth Development	The mission of Boys & Girls Clubs of America is to inspire and enable all young people, especially those from disadvantaged circumstances, to realize their full potential as productive, responsible citizens.					
Riverview Park Facilities Inc	http://		EIN 57-0967668	400 East Buena Vista Avenue	North Augusta	SC	29841	USA	Sports						
Faith Lutheran Church	http://		EIN 57-6070271	1505 Wilson Rd	Newberry	SC	29108	USA							
Bahais Of Greater Kingstree	http://		EIN 91-1907484	108 Railroad Ave	Kingstree	SC	29556	USA							
Adoption Hope International Inc	http://www.adopts.com	(843) 236-7887	EIN 20-1661637	708 Oxbow Dr	Myrtle Beach	SC	29579	USA	Adoption, Children & Youth						
Buist Academy Parent Teacher Association	http://		EIN 57-0809952	942 Whipple Rd	Mount Pleasant	SC	29464	USA	Education, Parent & Teacher Groups	To provide supplies and svcs for school					Provided supplies and services for buist academy school
EAST COOPER COMMUNITY OUTREACH	http://www.eccocharleston.org	(843) 849-9220	EIN 57-0939280	1145 Six Mile Rd	Mount Pleasant	SC	29466	USA	Emergency Assistance, Financial Counseling, Health, Health Care, Human Services	To provide safety net services to our low income neighbors, while empowering them to create a better future for themselves, their families, and our communities.		low-income families	4,500 families in financial distress	Charleston and Berkeley Counties	emergency food and clothing, financial assistance to help with utilities and other bills on a one-time basis,  empowerment programs, and health services including a dental clinic, medication assistance, primary care services, and health education.
Avian Conservation Center	http://www.avianconservationcenter.org	(843) 971-7474	EIN 57-0966813	Po Box 1247	Charleston	SC	29402	USA	Animals, Bird Sanctuaries	To identify and address vital environmental issues by providing medical care to injured birds of prey and shorebirds, and through educational, research and conservation initiatives.					Avian conservation center operates a professional avian medical clinic for injured birds of prey and some shorebird species, offers on-site and outreach educational programs to students and adults, conducts relevant field and laboratory research studies,participates in and supports international conservation issues, is a first line responder for oiled birds in the event of a contaminant spill affecting native bird populations and their fragile breeding habitats along the south atlantic coast, and serves as a primary resource for creating ongoing awareness of the ecological impacts of a containment spill and proactive measures available to reduce the likelihood of such an event.
LEARN: Livestock & Equine Awareness & Rescue Network	http://www.learnhorserescue.org/	843-991-4879	EIN 37-1586417	P.O. Box 619	Ravenel	SC	29470	USA		It is our mission is to educate our youth, prospective owners, and owners concerning the proper care of animals.  We also support the local  Animal Control departments with the care and housing of abused and neglected farm animals.  We are dedicated to the management of reported neglect cases and work with law enforcement to insure the animals receive the care and feed needed for optimal health.	Since June 2009, we have rescued and rehabilitated over 50 horses who were suffering from abuse, neglect and malnutrition.				Rescue & rehabilitation and adoption of abused, neglected horses.  Youth camps. Horsemanship classes.
Womens Life Fellowship	http://womenslifefellowship.com		EIN 30-0625619	95 Hunters Ln	Anderson	SC	29625	USA	Family Counseling	Maximize womens emotional health					Bible studiesconferencesevents for women and counseling for women
South Carolina Cotton Museum Inc	http://sccotton.org	(803) 484-4497	EIN 57-0987083	121 W Cedar Ln	Bishopville	SC	29010	USA	Arts & Culture, History Museums	Museum - history and culture of cotton					Museum - to educate and inform the general public about the history and culture of cotton production in south carolina via open to the public, school tours and special programs.
Darlington County Cultural Realism Complex	http://www.culturalrealismvision.com	843-393-9762	EIN 57-0624625	Po Box 243	Darlington	SC	29540	USA	Arts & Culture, Arts Education	The mission of the Darlington County Cultural Realism Complex, Inc. is to bridge the gap between the school and home with educational, historical, and cultural activities with our community.					
Faith Works Pediatric Innervations	http://		EIN 57-0700578	318 Moore St	Lake City	SC	29560	USA	Deaf & Hearing Impaired Centers, Disabilities						
Charleston Area Senior Citizens Services Inc	http://	(843) 722-4127	EIN 57-6030048	259 Meeting St	Charleston	SC	29401	USA		To help the underpriveledged senior community in the charleston, sc area.					Trident area agency on aging home delivered and congregate meals - meals are prepared and delivered to eligible senior citizens.   foster grandparents - provides a stipend to low-income persons over 55 years of age who work in volunteer positions(minimum of 15 hours/week) with children with special needs.   senior companion - provides a stipend to low-income persons over 55 years of age who work in volunteer positions(minimum of 15 hours/week) with seniors with special needs.   casc provided other services and activities including emergency food pantry, weekly evening meals, farmer's market voucher program, monthly distribution dss commodity boxes of food, and tangible goods throughsmall, local grants and partnerships with other local, non-profit organizations.
Upcountry History Museum	http://www.upcountryhistory.org	(864) 467-3100	EIN 57-0833796	540 Buncombe St	Greenville	SC	29601	USA	Arts & Culture, History Museums	The upcountry history museum connects people, history and culture.					Promoting public awareness and appreciation of the upcountry of south carolina's unique history through exhibitions and collections of historic artifacts, along with bringing quality museum offerings from around the world to the upcountry.
United Fund Of Union County	http://		EIN 57-6026891	P.O. Box 5624	Spartanburg	SC	29304	USA	Federated Giving Programs, Philanthropy						
Congaree Land Trust	http://www.congareelt.org	(803) 988-0000	EIN 57-0937485	Po Box 5232	Columbia	SC	29250	USA	Environment, Forest Conservation, Land Resources Conservation, Water, Water Resources, Wetlands Conservation & Management	The congaree land trust was established to promote voluntary conservation of scenic lands, open spaces, farms, forests, natural areas and significant habitats in central south carolina.					The congaree land trust worked to conserve and preserve conservation easements totaling over 57,668 acres of natural and scenic lands, farms, waterways, forests, and natural areas in central south carolina, by assisting landowners with voluntary conservation. The land trust works with private landowners to protect land primarily through establishing, creating, and monitoring perpetual conservation easements - recorded legal agreements that protect the land's natural and scenic features by restricting its use and development. The land trust holds the conservation easement and accepts responsibility for monitoring compliance with the terms of the easement and for defending the easement should the terms be threatened or violated. The congaree land trust also provides education, training, conferences, events, and literature to its individual and corporate members and the general public to encourage conservation and appreciation of the natural and scenic areas in its area.
The Portals Inc	http://	(864) 242-9491	EIN 57-0827184	201 Laurel Street	Greenville	SC	29609	USA		To provide subsidized housing to handicapped individuals.					The portals is an apartment complex consisting of units rented to mentally handicapped individuals. The complex operates under section 202 of the national housing act.
Anderson Free Clinc Inc	http://andersonfreeclinic.org	(864) 226-1294	EIN 57-0787584	Po Box 728	Anderson	SC	29622	USA	Community Clinics, Health	Provide health care for indigent people of anderson, sc					Provide healthcare for indigent people of anderson, sc
Generous Garden Project	http://www.generousgarden.org	864-881-8230	EIN 45-1676575	161 Verdin Road Room/suite 212	Greenville	SC	29607	USA	Food, Food Programs	At the Generous Garden Project (a non-profit), our mission is to help fight hunger by growing, harvesting, training and coordinating delivery of fresh fruits and vegetables around the Greenville, South Carolina area. We provide lovingly grown, locally grown fresh produce to local food banks, shelters and ministries.  We also partner with organizations and communities to teach hands-on gardening methods so they can become more self-sustainable.	For the months of April, May, June, July and Aug 2011 we have given away 27,000 pounds of fresh produce.	Anyone struggling to find their next meal		The Upstate South Carolina	The produce from the generous garden project is offered free of charge to local food banks and ministries to augment their food distributions.
York County Humane Society	http://www.humanesocietyofyorkcounty.org/	(803) 802-0902	EIN 57-0655492	8177 Regent Pkwy Ste 103	Fort Mill	SC	29715	USA	Animal Protection & Welfare, Animals	Provide shelter and adoption of homeless animals					Provide shelter
Lowcountry Land Trust Inc	http://www.lolt.org	(843) 577-6510	EIN 57-0809313	43 Wentworth St	Charleston	SC	29401	USA	Environment, Land Resources Conservation	To honor the relationship between people and land by protecting irreplaceable lowcountry lands including working farms and forests, scenic vistas, relatively natural habitats and historic landscapes using both established and innovative conservation approaches. Since 1986, lolt has permanently protected 296 properties encompassing 103,031 acres spanning the 17 counties of south carolina's coastal plain. The properties include working farms and forestlands, waterways and watersheds, hunting properties, hummock islands, vibrant marsh tidal ecosystems, blackwater streams and longleaf pine restoration areas.					Land protection:the lowcountry open land trust experienced a banner year in 2014, completing 22 land protection projects to permanently protect an additional 11,927 acres, bringing its total protected acreage to 103,031 acres. Eighteen of the projects were conservation easements granted by private landowners, four fully donated, one amended to add acreage and thirteen purchased in bargain sale transactions with grant funds provided by the charleston county greenbelt bank, the dorchester county conservation commission and the south carolina conservation bank. In addition, the land trust launched an unprecedented campaign to raise $6,860,000 through grants and donations to purchase two tracts of property totaling 35 acres adjacent to the majestic angel oak, an iconic lowcountry treasure threatened by intense development pressure. Planning for the publicly-accessible angel oak preserve is underway. The land trust also partnered with the boeing company in a unique and innovative mitigation project by purchasing the 1,682-acre keystone property in the cooper river corridor in order to offset wetlands losses resulting from boeing's plant expansion. The property's historic wetlands are being restored and within 5 years the property will be conveyed to public ownership and access through the south carolina department of natural resources heritage trust program.   stewardship:in the 2013 calendar year, the lowcountry open land trust monitored 100% of its 294 protected properties (conservation easements, deed restrictions and fee-owned) covering 101,331 acres. Also for the calendar year, staff addressed 58 standing issues, landowner requests and/or activity approvals on 41 properties. An aerial monitoring program to augment on-the-ground monitoring was initiated in early 2014. For the fiscal year july 2013 - june 2014, four conservation easements were amended and none were extinguished. One amendment added acreage to an existing easement, two were corrective amendments for the purpose of increasing clarification, and one amendment served to increase the conservation values of the protected property. Stewardship staff actively participated in several partnership projects including the restoration/mitigation work on the keystone property, a living shoreline project with the nature conservancy, an impoundment restoration project funded by federal nawca monies and the planning for angel oak preserve with the charleston county parks & recreation, the city of charleston and the college of charleston.   education & community relations (ecr):as a result of consistent and methodical community engagement, in fiscal year 2014, the ecr division of the lowcountry open land trust:- conducted successful outreach through community conservation projects with angel oak and keystone acquisitions- built business relationships and support with corporate and entrepreneurial groups - expanded community relationships and support with local johns island and james island schools, ministerial alliances and african american communities. - garnered political support from state and local governments. - presented and was spotlighted nationally for the communication of our community conservation efforts.
The Waccamaw Arts And Crafts Guild Inc	http://	(843) 497-6261	EIN 23-7169464	Po Box 1595	Myrtle Beach	SC	29578	USA	Arts & Culture, Visual Arts	To provide a forum where residents and visitors can interact, share ideas and gain information concerning the arts					To promote interest and creativity in the visual arts for both individuals and the community.
Sav-R-Cats International Inc	http://www.sav-r-cats.com	(843) 333-0404	EIN 47-0873944	1117 Dick Pond Rd	Surfside Bch	SC	29575	USA	Animal Protection & Welfare, Animals	Promote trap/neuter/return as a feasible and humane method to deal with the overlooked issue of feral and stray cats. Educate regional public to understand and accept trap/neuter/return as the only humane and effective long-term solution to care of feral cats. To change public policy to favor trap/neuter/return over lethal means of dealing of feral and stray cats.					The organization has volunteers who trap stray or feral cats. Once trapped, the organization pays for neutering, spaying and shots. Cat colonies are established and monitored by providing food, water and shelter. Adoption program is maintained for friendly stray cats. Also, the organization provides public awareness to promote trap/neuter/return method.
Christian Revival Church Association Inc	http://		EIN 32-0330115	Po Box 26624	Greenville	SC	29616	USA	Christianity, Religion						
Threshold Repertory Theatre	http://www.thresholdrep.org	843-277-2172	EIN 27-3734529	84 1/2 Society Street	Charleston	SC	29401	USA	Arts & Culture, Theater	Threshold Repertory Theatre is a non-profit professional theatre company producing high quality, engaging theatrical performances in Charleston, South Carolina. Threshold Repertory Theatre strives to strengthen our understanding of ourselves and of others by engaging audiences with issues, ideas, and stories. Threshold Repertory Theatre aims to push the bounds of artistic expression and excite the imagination. We are devoted to encouraging a unified community and increasing the livelihood of the Arts in Charleston.		excite the imagination		Charleston, SC	Playwrights-in-Residence Program  Shakespeare Summer Workshop  Young Playwrights Program
PETS Inc., The Carolinas Humane Society	http://www.petsinc.org	803-739-9333	EIN 57-0950870	300 Orchard Drive PO Box 6394	West Columbia	SC	29171	USA	Animal Protection & Welfare, Animals	The mission of PETS Inc. is to assist the public with rescue, shelter, spay/neuter, and adoption of unwanted or found animals through addressing each animals physical and emotional needs and providing medical, nutritional, and rehabilitation services to ensure successful life-long adoptions and to educate the public about the causes and solutions to the dramatic plight of hundreds of thousands of dogs and cats in the United States.	In its 19 year history, PETS Inc. has rescued over 35,000 dogs and cats, spayed and neutered over 40,000 dogs and cats, registered nearly 50,000 animals in our Ticket Home Pet Identification Program, reunited 6,500 pets with their owners, and assisted over 60,000 families with animal-related problems. PETS Inc. currently houses 200 rescued animals at its adoption center and provides assistance to an additional 50 or more in foster homes.	Stray and abandoned animals and people who may be in need of assistance with found animal or personal pet.	2,500-5,000	South Carolina, North Carolina, Georgia	PETS Inc. assists our community and stray and unwanted animals through:  Adoption Program  Spay/Neuter Program  Lost & Found Program  Educational Program
Affinity Health Center	http://www.catawbacare.org	(803) 909-6363	EIN 57-1092940	500 Lakeshore Pkwy	Rock Hill	SC	29730	USA	AIDS, Community Clinics, Health	To serve the healthcare needs of our community by providing access to high-quality, comprehensive care with compassion, dignity and respect.					Healthcare services: 1)on-site primary medical care; 2)on-site hiv specialty care; 3) on-site dental care; 4)specialty care referral and payment services; 5)phlebotomy / laboratory services; 6)breast cancer education and screening services; 7)on-site behavioral health services; and 8) on-site nutritional counseling and provision of nutritional supplements. Catawba care also provides financial assistance for medications as well as medical, dental, and vision insurance premiums and co-pays. Healthcare services are provided on a sliding fee scale, based on income.   support services: help patients to engage in medical treatment and reduce barriers to care by providing 1) case management; 2) education and advocacy; 3) outreach to those out of care; 4) educational and therapeutic support groups; 5) referral services and assistance with accessing public benefits/ health insurance; 6) housing services, including financial assistance with rent, mortgage, utilities and deposits; 7) transportation assistance; and 8) emergency food assistance. All support services are provided at no cost to clients.   health education services: 1) free, confidential, rapid (20 min. ) hiv tests on-site and in the community; 2) free std tests on-site; 3) risk reduction education programs for persons at risk for hiv/ stds; 4) hiv prevention education programs for special populations, including youth and their parents, inmates, faith-based organizations, and any group seeking to learn more about hiv and std prevention; 5) peer program for people living with hiv; 6) volunteer program and 7) speakers bureau. All health education services are provided at no cost to the recipient.
Golden S Rescue Inc	http://		EIN 26-2005118	824 Hamlin Rd	Easley	SC	29642	USA	Animal Protection & Welfare, Animals						
Smith Medical Clinic Inc	http://www.smithfreeclinic.org	(843) 237-3459	EIN 57-0786699	Po Box 1740	Pawleys Isl	SC	29585	USA		The aims of advancement and diffusion					To provide medical care and treatment to indigent individuals as well as education, counseling and other services relative to community and christian ministry. Total patient visits 7,880  to operate a pharmacy for the purpose of providing prescription medicines to individuals in need. Total value of prescriptions filled $2,110,524
Irmo Family Worship Center	http://		EIN 57-0865225	10501 Broad River Rd	Irmo	SC	29063	USA							
Furman University Foundation Inc	http://	(864) 294-3496	EIN 57-1061363	3300 Poinsett Hwy	Greenville	SC	29613	USA	Education	To operate as a nonprofit public benefit corporation to serve the needs and interests of furman university, an educational organization.					To operate as a permanent foundation to accept gifts of real estate for the exclusive use and benefit of furman university. Expenses are incurred to market and sale the donated property. Net proceeds from the sale of donated properties are allocated to furman university as directed by each donor.   to purchase and hold real estate that is contiguous to the furman university campus.   foundation, as lessor, has a ground lease with a sc non-profit corporation. Lessee constructed a continuing care retirement community on the property. Lessee is responsible for operating expenses and capital improvements.
Help Of Beaufort	http://	(843) 524-1223	EIN 57-0721545	Po Box 472	Beaufort	SC	29901	USA	Emergency Assistance, Human Services	A non profit organization working with local churches, charitable organizations like united way etc. And individuals to provide emergency assistance to disadvantaged individuals in the beaufort, sc community. Clients are screened utilizing a community service organization client tracker system as part of the program services offered.					Help family assistance program was able to coordinate with other local churches and service based organizations via the community service organization client tracker to better provide emergency food, clothing, and financial assistance for utility, medical, shelter, transportation, and similar expenses to the truly disadvantage individuals in the beaufort county and surrounding areas.   help mobile meals is a program which provides and delivers hot, nutritious, dietary correct meals to elderly or incapacitated individuals in the beaufort area. Most of the meals are provided at "no charge" to those that are disadvantaged.
Bethel Christian Camp and Retreat Center	http://www.bethelchristiancamp.org	8039265511	EIN 57-6023910	750 Boy Scout Rd	Gaston	SC	29053	USA	Camps, Sports	Bethel Christian Camp provides life changing camping experiences with a focus on underserved youth and offers retreat opportunities for the community.	Summer / Fall 2014: Through our Ruth Sims Scholarship Fund we were able to help 227 children attend camp.	ages 6-17	488 campers through our Summer and Fall programs	the Midlands and the SE US	residential summer / fall camp, Angel Tree Camp, offsite adventure trips. Bethel Christian Camp provides life changing camping experiences with a focus on underserved youth and offers retreat opportunities for the community.
Childrens Museum of the Upstate Inc	http://www.tcmupstate.org	864.233.7755	EIN 57-1025453	300 College St	Greenville	SC	29601	USA	Arts & Culture, Children's Museums, Education, Environment, Fairs, Parks & Playgrounds, Sports	TO SPARK A LIFELONG PASSION FOR CURIOSITY AND LEARNING THROUGH PLAY.		ignite a passion for learning and empower all children ages 2-12 to discover their full potential and expand their views of themselves and the world.	140,000 visitors use our exhibits as the ultimate STEM classroom each year.  Just to give you an idea of the costs we incur here, our annual exhibits and maintenance bill is over $300,000!	the Upstate of South Carolina	"Fund-A-Family" that serves museum admission to underprivileged families and other non-profit organizations. "Artist in Residence" that brings artists to the museum to interact with children about their craft and create a collaborative piece of art.    "Get Up and Grow" daily program for ages 5 and under that can include a story, song, sensory play, craft, puppet show, special guests and much more.  "Rad Lab" includes hands-on experiments, inquiry focused exploration and fascinating STEM* activities. "Lego League" features a real-world challenge, to be solved by research, critical thinking and imagination.  "Off The Wall Art Studio - Daily open studio that inspires the budding artist in children of all ages. "Real Tool Time" Ages 7 & up learn basic woodworking skills and concepts through the use of various materials such as glue, nails, screws, sandpaper, finishes, paint and hardware.
American College Of The Building Arts	http://www.buildingartscollege.us	(843) 577-5245	EIN 57-1075250	649 Meeting Street	Charleston	SC	29403	USA	Education, Higher Education, Vocational & Technical Schools	The american college of the building arts educates and trains artisans in the traditional building arts to foster exceptional craftsmanship and encourage the preservation, enrichment, and understanding of the world's architectural heritage through a liberal arts education.					The american college of the building arts is: re-inventing artisan education by combining the liberal arts and the building arts; invigorating the building arts by emphasizing theory and not just practice; meeting high standards for ourselves, our students, and our work; creating a new campus through student-led adaptive reuse; and building a sustainable future embracing a traditional past. The college is the only college in the world to offer the four-year bachelor in applied science in building arts (b. A. S. ) degree. Students major in the building arts and select one of the six areas of craft specialization in which to focus the work in a trade. The b. A. S. Degree is designed to synthesize a traditional liberal arts degree with the craft specialization and training in the building arts. After completing the degree, students may seek employment within the fields of architecture, design, construction, and preservation, among others. The degree consists of four years of study totaling 138 credit hours. Of those hours, 72 are general education coursework, and 66 are craft specialization classes. Students are also required to successfully complete three eight-week internships in the craft specialization. The college also provides an associate's degree (a. A. S. ) in the building arts that is designed for students who want an introduction to the building arts with a goal of either immediate employment or for pursuing a four-year degree in a related field at another institution.
