name	url	telephone	tax_num	street	locality	region	postcode	country	Causes	Mission	Results	Target demographics	Direct beneficiaries per year	Geographic areas served	Programs
South Dakota Coaches Foundation	http://	(605) 271-0265	EIN 36-3958284	801 W Eagle Ridge St	Sioux Falls	SD	57108	USA	Education, Scholarships, Scholarships & Student Financial Aid	To promote educational opportunities.					Donations of $250 were made to 4 organizations (special olympics, make-a-wish, sd fca, and sd sports hall of fame) for a total of $1,000. The organizations all contribute to the exempt purpose of the organization. The organization also provided one student a $1,000 scholarship.
Huron Area Senior Center	http://	(605) 352-8291	EIN 23-7351968	7th And Ohio Sw	Huron	SD	57350	USA	Human Services, Senior Centers, Seniors	Provide a facility and supportive services to enrich the lives of elderly people and help them to be active, independent and of service to the community. Also to provide program services and activities to meet the various levels of human needs. Will function as an educational resource for the community on the process of aging and generate interest and invlolve the community in the needs of its elderly people. Will also serve as a sponsor of grant programs compatible with the preceding purposes of the senior center.					Huron area senior center - provide programs, services, and activities for the elderly.   beadle county nutrition - provide meals to the elderly and shut-ins.
Central Senior Citizens Inc	http://		EIN 23-7368048	Po Box 32	Bison	SD	57620	USA	Human Services						
Neighborhood Church	http://		EIN 36-3825360	10 2nd St Se	Watertown	SD	57201	USA							
Mitchell United Way	http://mitchellunitedway.org	(605) 996-3915	EIN 46-1250302	Po Box 729	Mitchell	SD	57301	USA		Fund raising and support for local not-for-profit organizations.					Support for non-profit organizations in the mitchell area. 30 different organizations schedule o attached.   national united way dues to support national office and its charitable intent.
Great Plains Native Plant Society	http://		EIN 46-0379955	Po Box 321	Hermosa	SD	57744	USA							
Dakota Club Inc	http://		EIN 46-0366166	Po Box 37	Eagle Butte	SD	57625	USA							
The Matthews Opera House And Arts Center	http://www.matthewsopera.com	(605) 642-7973	EIN 36-3652212	612 N Main St	Spearfish	SD	57783	USA	Arts & Culture, Performing Arts Centers	Promote, present, and educate constituency of spearfish and surrounding area.					Promotes arts in the spearfish area by presenting programs to educate as well as entertain. Historical preservation and renovation of the historical facility is an ongoing process.
Sweet Adelines International	http://		EIN 23-7348331	1300 E Northstar Ln	Sioux Falls	SD	57108	USA							
Wildlife Protection Inc	http://		EIN 36-3291300	523 East Capital	Pierre	SD	57501	USA							
Mount Rushmore National Memorial Society Of Black Hills	http://www.mountrushmoresociety.com	(605) 341-8883	EIN 46-0258947	Po Box 1524	Rapid City	SD	57709	USA		Since 1930, the mount rushmore national memorial society (society) has been the official fund-raising partner, working toward the creation, the promotion and education of the sculpture and natural resources which surround mount rushmore national memorial. In collaboration with the national park service, the society shares a mission of protecting and preserving the memorial while providing inspirational experiences for people from around the world by providing publications, audio tours, trail opportunities, educational forums, special events and national celebrations like the independence day celebration.					Aid to the park for education programs, special events, promotion of mount rushmore and publications. Through bookstore sales, a membership program and audio tour outlet, funds are raised for nps interpretive division to educate the public about mount rushmore. The following projects were funded in fy 2014: sculptor-in- residence program; school bus parking scholarships which allow children from area schools to attend educational opportunities in the park; cultural demonstrations at the lakota, dakota and nakota village; exhibit replacement for lincoln borglum museum; avenue of flags; fundedjunior ranger badges for over 24,000 youth participants; developed original publications to be sold at the memorial; provided interpretive program supplies and library acquisitions; purchased trees to enhance park landscaping; funded training and equipment for sculpture maintenance and preservation efforts; hosted a presidential dinner featuring woodrow wilson as a fundraising event which also allowed president wilson to speak at area middle schools making history real and relevant to school children.   maintenance, operation, and financing of parking facilities. These parking facilities are excusively for visitors to the monument.
Break Through Inc.	http://www.bendanderson.com	715-554-2739	EIN 41-1383931	217 Stumer Rd. , Apt. #4	Rapid City	SD	57701	USA	Civil Rights, Disabilities, Disabled Persons Rights, Education, Educational Services	Our mission is one of rehabilitation education and advocacy for and about people with disabilities to encourage and enlighten the public about people with disabilities in that they are people first and have rights and needs and that they also have gifts and talents to bring  to the community.	Break Through Inc. has provided these educational formats for the past 30 years. We are open to be invited to other countries to educate via workshops and written media.	We provide informational, educational workshops, keynote presentations for schools, parent groups, businesses, organizations, churches throughout the U.S.A. and Canada.	over 4000 to 5000 persons.	United States and Canada	presentations/workshops on disabilities, inclusion, bullying, special needs and staff training regarding persons with disabilities
Helpline Center Inc	http://www.helplinecenter.org	(605) 334-6646	EIN 23-7424387	1000 N West Ave Ste 310	Sioux Falls	SD	57104	USA		Making lives better by giving support, offering hope and creating connections all day, every day.					211 community resources - 24/7 information, referral and crisis line for community. 31,912 callers in the sioux empire served in 2014. 21 staff members. Funded by united way, contract services and contributions from public and private sources.   suicide and crisis support - provides 24/7 services for suicide prevention, suicide intervention and suicide aftercare. 1,599 callers served/233 texters served, 818 individuals were served who lost someone to suicide through grief support groups, outreach visits, support material and 7,524 people were trained in suicide prevention.   black hills 211 helpline - 24/7 information, referral and crisis line for community. 8,561 callers served in 2014. Funded by united way, contract services and contributions from public and private sources. The black hills 211 helpline includes communities served in the northern hills, rapid city, southern hills and sturgis areas.
Love Feast Of Mitchell Inc	http://		EIN 26-1093968	40245 248th St	Mitchell	SD	57301	USA	Food, Food Programs						
Southside Group	http://	(605) 336-9444	EIN 46-0433030	805 N Elmwood Ave	Sioux Falls	SD	57104	USA	Mental Health, Substance Abuse Dependency, Prevention & Treatment	To provide a place for alcoholics to hold meetings					To provide a place for alcoholics to hold meetings  to provide literature on alcoholism
Your Childs Help In Learning And Development	http://		EIN 51-0152292	1910 Lincoln Ave	Hot Springs	SD	57747	USA	Education, Elementary & Secondary Schools, Literacy						
Mammoth Site of Hot Springs South Dakota Inc	http://www.mammothsite.com	(605) 745-6017	EIN 46-0337824	PO Box 692	Hot Springs	SD	57747	USA	Arts & Culture, Natural History & Natural Science Museums	Preserve findings, develop programs and educated public regarding mammoths.					Recover, preserve and exhibit findings from mammoth site. Provide educational programs and guided tours of site. Visitation for the year was approximatley 84,500.
Pollock Memorial Presbyterian Church	http://		EIN 46-0284855	Po Box 97	Pollock	SD	57648	USA							
Kearney Good Samaritan Housing Inc	http://www.good-sam.com	(605) 362-3100	EIN 46-0421846	Po Box 5038	Sioux Falls	SD	57117	USA	Homeless & Housing, Senior Citizens Housing & Retirement Communities, Seniors						Low income housing for elderly and disabled - 7,473 resident days in 2014.
Great Plains Education Foundation Inc	http://	(605) 229-7119	EIN 46-0350016	Po Box 1210	Aberdeen	SD	57402	USA	Education	To further and aid education in the state of south dakota.					Grants given to various south dakota higher education institutions and other grants to various south dakota education institutions for educational programs, scholarships & technology improvements.
Black Hills Mining Museum	http://		EIN 46-0392748	323 W Main St	Lead	SD	57754	USA		Homestake mining museum's purpose is to raise awareness of the minimg activities which took place in the world's largest gold mine.					Visitors toured the mining museum and purchased mining related items in the gift shop.   visitors toured the mining museum and purchased mining related items in the gift shop.
Sioux Empire Youth Symphony	http://		EIN 46-0377616	100 W 4th St	Yankton	SD	57078	USA							
Teen Challenge Of The Dakotas	http://		EIN 46-0319355	600 W 16th Ave S	Brookings	SD	57006	USA		Helping youth needing guidance					Helped 63 men with life-controlling problems such as chemical/alcohol abuse, obsessive/compulsive behaviors, and sexual perversion.
South Dakota Historical Society Foundation	http://www.sdheritagefund.org	(605) 773-3378	EIN 46-0370475	900 Governors Dr	Pierre	SD	57501	USA	Arts & Culture, Historical Organizations	Preserve south dakota history					To encourage and foster the preservation, study, research and dissemination of information of the prehistoric and historic heritage and assist the purpose of the south dakota historical society.
Sioux Falls Area Chamber Of Commerce Foundation	http://	(605) 373-2020	EIN 36-3470628	Po Box 1425	Sioux Falls	SD	57101	USA	Philanthropy	Provide grants that promote educational programs for youth, assist in research that helps the community, and promote the establishment of programs to stimulate the construction of affordable housing for low and moderate income citizens of the sioux falls area.					Support of affordable housing to promote the establishment of programs to stimulate the construction of affordable housing for the low and moderate income citizens of the sioux falls area and provide home buyer education for the first-time home buyer.   support of educational programs through the forward sioux falls workforce development program which is actively involved with education to prepare students to make a successful transition to the world of business and industry through student internships, teacher externships, job fairs and shadow opportunities. An estimated 3000 students participate and learn through these efforts annually.
Peoples Transit	http://	(605) 353-0100	EIN 91-1852210	120 Wyoming Ave Sw	Huron	SD	57350	USA	Human Services, Transportation Assistance	Provide transportation for elderly and disabled.					People's transit provides transportation services to the elderly and disabled.
Alcester Home Health Care, Inc.	http://		EIN 46-0374028	Box 226	Alcester	SD	57001	USA	Health, Home Health Care						
American Volkssport Association	http://www.ava.org/		EIN 46-0443339	800 W Dakota	Pierre	SD	57501	USA	Amateur Sports, Sports	To share the spirit of walking with the clubs and walkers of the American Volkssport Association. Meet friends, walk scenic trails and improve your physical and mental health with a natural, accessible, and low-stress activity.					
First Clavik Church	http://		EIN 46-0433439	200 S 1st Ave	Brandon	SD	57005	USA	Religion, Religion-Related						
Ronald Mcdonald House Charities of South Dakota Inc	http://rmhcsouthdakota.org	(605) 336-6398	EIN 46-0371152	825 S Lake Ave	Sioux Falls	SD	57104	USA	Health, Patient & Family Support	The Ronald McDonald House was created to help ease some of the burdens of families who are overwhelmed by the emotional and financial responsibilities of having a child in the hospital and is the only charity of its kind in our region. The Ronald McDonald House Charities of South Dakota provides a home-away-from-home for 900 families annually while their children are being treated at local hospitals. Without the Ronald McDonald House, many families would have nowhere to turn. The Ronald McDonald House is a place where families can break away from the hospital, yet be available at a moment's notice; or a place where children being treated as out-patients can live with their parents, brothers and sisters. Just as important, it is a place where parents can meet and talk with other families who are experiencing some of the same fears and concerns, and establish a mutual support system so critically needed at this time. Families are stronger when they are together, which helps in the healing process. Ronald McDonald House Charities helps to make that happen by enabling families the ability to be together, when being together really counts.	We are a 100% donation based organization and are always open to pop tab donations, food and monetary donations, volunteer time donations, etc.	We focus on providing services to families with critically injured or sick children staying at area hospitals. Children must be under 21 years of age.			Adopt-A-Family, 365 Giving Tree, Adopt-A-Meal, Pop Tab Pandemonium
Nami South Dakota	http://www.nami.org/sites/namisouthdakota	(605) 271-1871	EIN 36-3593027	Po Box 88808	Sioux Falls	SD	57109	USA							Technical assistance and education of groups, etc.
Mitchell Area Charitable Foundation	http://		EIN 46-0390971	201 East 3rd	Mitchell	SD	57301	USA	Community Foundations, Philanthropy	Assisting religious, cultural and public charitable or educational institutions within the city of mithcell and its surrounding areas.					Grants awarded to religious, cultural, and public charitable or educational institutions within the city of mithcell and surrounding areas to provide scholarships for young men or women to obtain an education, to care for the sick, aged, helpless, needy and incompetent men, women and children, for the improvement living and working conditions; providing, improving and maintaining facilities of public recreation; promotion of cultural enrichment; public enlightenment and education in matters important to the arts.
Black Hills Workshop Residential Services Inc	http://www.bhws.com	(605) 343-4550	EIN 46-0373007	Po Box 2104	Rapid City	SD	57709	USA	Homeless & Housing, Housing Development, Construction & Management	Provide low-income housing provided to individuals with mental and/or physical handicaps.					Low-income housing provided to individuals with mental and/or physical hadicaps. (18 apartments)
Dacotah Prairie Museum Foundation Inc	http://	(605) 626-7117	EIN 46-0389362	21 S Main St	Aberdeen	SD	57401	USA		Museum exhibits & artwork					Exhibits are prepared. Artwork is purchased and restored. All work is performed by volunteers for the museum in aberdeen, sd.
Northern Hills Alcohol And Drug Information Referral Center Inc	http://		EIN 46-6036107	Po Box 277	Sturgis	SD	57785	USA		To provide high quality prevention and treatment services to individuals, families and communities.					Clients with drug and alcohol problems are counseled on an outpatient and residential basis. Three offices provide service to western south dakota. They also partner with the sd unified judicial system to provide programs mandated by the court system.
MCLAUGHLIN COMMUNITY YOUTH ORGANIZATION	https://www.facebook.com/Mclaughlin-Community-Theater-Cafe-378450992271944/?ref=ts&fref=ts	605-823-4633	EIN 46-0458836	PO Box 63	Mc Laughlin	SD	57642	USA	Children & Youth, Youth Development	The McLaughlin Community Youth Organization also known as The McLaughlin Theatre and Cafe is a nonprofit organization whose purpose is to enrich, educate and entertain our community by providing a superior theatre experience. We are located on the Standing Rock Sioux Reservation in McLaughlin, South Dakota.  MYCO will accomplish its mission by:  1. Increasing the theatre's impact on and service to the community;   2.  Providing hands-on learning experiences in all aspects of theatre production and management;  3. Providing a program of educational experiences in all aspects of theatre for youth and adults;  4. Continue to be recognized as a significant cultural asset by the local community.  5. Presenting quality family entertainment.  6. Creating opportunities for children and adults to develop talents in all aspects of theatre operations and arts.  7. Providing recognition and support to encourage the youth of Standing Rock Reservation and Surrounding Counties.	Although we know there have been good results because of our organization. It is hard to state the exact results of our organizations but we will always be one of the number 1 sources of helping continue providing a safe, drug free and violence free atmosphere for the children on the Standing Rock Sioux Reservation.	enrich, educate and entertain our community by providing a superior theatre experience.	continue providing a safe, drug free and violence free atmosphere for the children	Standing Rock Sioux Reservation-McLaughlin, South Dakota	1. Increasing the theatre's impact on and service to the community;   2.  Providing hands-on learning experiences in all aspects of theatre production and management;  3. Providing a program of educational experiences in all aspects of theatre for youth and adults;  4. Continue to be recognized as a significant cultural asset by the local community.  5. Presenting quality family entertainment.  6. Creating opportunities for children and adults to develop talents in all aspects of theatre operations and arts.  7. Providing recognition and support to encourage the youth of Standing Rock Reservation and Surrounding Counties.
Tree Of Life Ministry	http://		EIN 46-0446287	Po Box 149	Mission	SD	57555	USA	Human Service Organizations, Human Services						
East Central Mental Health & Chemical Dependency Center	http://	(605) 697-2850	EIN 46-0277475	211 4th St	Brookings	SD	57006	USA	Mental Health, Mental Health Treatment	The organization provides mental health, chemical dependency, and gambling addiction services and treatment to its patients.					The organization provides mental health, chemical dependency, and gambling addiction services and treatment to its patients.
Health Education Development System Inc	http://		EIN 46-0353892	PO Box 187	Fort Meade	SD	57741	USA	Community Health Systems, Health						
Future Farmers Of America	http://		EIN 23-7438092	Po Box 730	Philip	SD	57567	USA							
International Lutheran Laymens League	http://		EIN 23-7156200	440 7TH Ave Ne	Watertown	SD	57201	USA							
Rosholt Alumni Foundation Inc	http://		EIN 46-0458598	Po Box 253	Rosholt	SD	57260	USA	Education						
Boys & Girls Clubs Of The Black Hills	http://www.bgcblackhills.org	(605) 574-2010	EIN 46-0332124	Po Box 677	Hill City	SD	57745	USA		To enable all young people, especially those in need, to reach their full potential as productive, caring, and responsible citizens.					To provide a fun,safe, positve and affordable place for children and teens to go when school is out. The club has 426 registered members, many who would be on the streets or home alone after school. Membership is 25 to 30 dollars per year and no child is turned away due to inability to pay. Addtional outreach programs served 427 youth.   hill city preschool program.   the club provided 25,629 nutritious snacks daily at no charge. The club provided 3,637 meals.
Every Citizen Counts Organization Inc East Central Career Opportunit	http://eccoinc.org	(605) 256-6628	EIN 46-0324959	Po Box 450	Madison	SD	57042	USA	Job Training, Sheltered Employment	The organization's mission is to provide opportunities for people with disabilities to achieve their dreams.					The organization provides training and support to people with developmental disabilities including residential services, independent living training, vocational services, educational classes, service coordination and therapy to help people achieve their maximum potential.
Association Of Hutterian Brethren Churches Inc	http://	(605) 225-5420	EIN 46-0369923	Po Box 490	Aberdeen	SD	57402	USA		To provide self funded health and property insurance.					Collected payments and processed obligations for sixty-five hutterian brethrens in south dakota, eight in north dakota, and five in minnesota.
Dakotaland Museum	http://www.dakotalandmuseum.org	(605) 520-4489	EIN 46-0391895	Po Box 1254	Huron	SD	57350	USA		The organization is dedicated to preserving, restoring and educating others about the history of the region.					Preserving, restoring and educating others about the history of the region.
Diabetes Incorporated	http://diabetesincorporated.org		EIN 46-0447755	Po Box 9368	Rapid City	SD	57709	USA	Health, Specifically Named Diseases	See sch o					See sch o
Sioux Falls Catholic Schools	http://		EIN 46-0413591	3100 W 41st St	Sioux Falls	SD	57105	USA							
Community Support Providers Of South Dakota	http://	(605) 999-6661	EIN 46-0345923	Po Box 936	Spearfish	SD	57783	USA	Employment, Job Training	To work collectively for the development of quality services in the community and to further implement statutes, standards and regulations for member agencies					Arranged 6 association meetings to discuss issues pertinent to the members; provided staff training; served on various committees that have an impact on the developmentally disabled
Trinity Lutheran Church Endowment Foundation Inc	http://	(605) 721-3548	EIN 46-0340425	402 Kansas City St	Rapid City	SD	57701	USA	Religion	To receive by gift, grant, devise, or bequeath of moneys and property, real, personal and mixed, and to hold, invest and reinvest such property so acquired in real estate, bonds, mortgages, preferred and common stocks and other forms of investments and to administer and use the same as provided herein and to use and devote the net rents and income thereof to the benefit and maintenance of trinity lutheran church of rapid city, south dakota.					To receive by gift, grant, devise, or bequeath of moneys and property, real, personal and mixed, and to hold, invest and reinvest such property so acquired in real estate, bonds, mortgages, preferred and common stocks and other forms of investments and to administer and use the same as provided herein and to use and devote the net rents and income thereof to the benefit and maintenance of trinity lutheran church of rapid city, south dakota. Provided funds to the church to further it's programs and missions.   provided funds to trinity lutheran church to further the church's programs and missions.
Faulk County Health Services Inc	http://		EIN 46-0322835	PO Box 387	Faulkton	SD	57438	USA							
Sanford School Of Medicine Of The Usd Residency Corporation	http://	(605) 357-1394	EIN 46-0418678	1400 W 22nd Street	Sioux Falls	SD	57105	USA							Common paymaster for university of south dakota sanford school of medicine residents.
Howard Nutrition Site Council	http://		EIN 46-0428098	Box 2	Howard	SD	57349	USA							
Northern Alcohol & Drug Referral Information Center Inc	http://		EIN 46-0321936	PO Box 728	Aberdeen	SD	57402	USA	Mental Health						
St Lawrence Elementary School	http://		EIN 36-3612863	113-5 6th St	Milbank	SD	57252	USA							
Sun Dial Manor Inc	http://www.sundialmanor.com	(605) 492-3615	EIN 46-6016762	Po Box 337	Bristol	SD	57219	USA		The purpose for which this corporation is formed is to engage in the activity of establishing, maintaining, endowing and carrying on in the state of south dakota, a home or homes for aging men and women, in which there may be provided the necessary comforts for such person and for administering and furnishing relief, support, housing and food for persons residing principally within day county, south dakota, and for the purpose of acquiring by purchase or lease, the necessary real estate, buildings, equipment and facilities required for the above stated purpose. Race, creed or color shall be no bar for admission of those seeking membership in the community of sun dial manor, inc.					Sun dial manor, inc. Operates a 37-bed nursing home and a 14-bed assisted living center located in bristol, south dakota. It is a charitable, nonprofit corporation organized for the purpose of establishing and maintaining a home for aging men and women and administering comfort, relief, support, and nursing care for the aging. Resident days: 13,069. Assisted living days: 3,452.
Cows For Missions Foundation, Inc.	http://		EIN 46-6024624	2812 Meadowbrook Dr	Rapid City	SD	57702	USA							
Antritter Charitable Foundation, Inc.	http://		EIN 36-3507612	PO Box 1600	Watertown	SD	57201	USA							
Civil Air Patrol, Inc.	http://www.capnhq.gov/		EIN 46-0429622	PO Box 867	Sioux Falls	SD	57101	USA	Disaster Aid, Disaster Preparedness & Relief Services, Human Service Organizations, Human Services	For more than 50 years, the Civil Air Patrol has aggressively performed the missions Congress mandated in 1946: Aerospace Education, Cadet Programs, and Emergency Services.					
Splitrock Clinic Association	http://		EIN 46-0357190	Po Box 92	Garretson	SD	57030	USA	Community Clinics, Health						
Aberdeen Family Y Foundation Inc	http://	(605) 225-4910	EIN 46-0419782	5 S State St	Aberdeen	SD	57401	USA	Physical Fitness & Community Recreational Facilities, Sports						Donations are invested for the purpose of distributing earnings to the aberdeen family ymca for promotion, enhancement, and development of services to youth.
Gospel Rescue Mission	http://		EIN 23-7185252	1779 Frank Ave Se	Huron	SD	57350	USA							
Yankton College	http://yanktoncollege.org	(605) 665-3661	EIN 46-0224603	1801 Summit St	Yankton	SD	57078	USA	Education, Undergraduate Colleges	This corporation is continued for the charitable and educational purposes of perpetuating the mission of yankton college, to promote liberal arts and the develompment of the whole person and for promotion and development of alumni relations with yankton college.					Fall festival program: orchestra festival for area high school students  this corporation is continued for the charitable and educational purposes of perpetuating the mission of yankton college, to promote liberal arts and the develompment of the whole person and for promotion and development of alumni relations with yankton college.
Bald Mountain Huskies 4h Club	http://		EIN 46-0431854	Rr 1 Box 349	Redfield	SD	57469	USA							
St. Joseph's Indian School	http://www.stjo.org	1-800-341-2235	EIN 46-0235912	1301 N. Main St PO Box 89	Chamberlain	SD	57325	USA	Education, Elementary & Secondary Schools, Literacy, Special Education	St. Joseph's Indian School partners with Native American children and families to educate for life - mind, body, heart and spirit.		Native American children and families	220 Native American children	South Dakota	Residential  Care including Food and Clothing, Education, Counseling, Medical Care, College Scholarships
South Dakota Congress Of Parents And Teachers	http://www.pta.org/index.asp		EIN 46-0420106	Yankton Middle Ptsa 2000 Mulberry	Yankton	SD	57078	USA	Education, Parent & Teacher Groups	South Dakota PTA's mission is to support and speak on behalf of children and youth in the schools, in the community, and before governmental agencies and other organizations that make decisions affecting children; to assist parents in developing the skills they need to raise and protect their children; to encourage parent and public involvement in the public schools of this nation.					
South Dakota Wind Energy Association	http://	(605) 224-8689	EIN 26-4133117	300 E Capitol Ave Ste 1	Pierre	SD	57501	USA	Business & Industry	To promote the wind energy industry					Held and attended 13 various wind workshops, conventions,tv and radio interviews,fairs, and meetings.   developed and maintained a website for the disemination of information in the form of reports, brochures, and links to state agencies and other sites.   produced a monthy newletter that was mailed out to 103 members. Provided a presence during the state legislative session.
