name	url	telephone	tax_num	street	locality	region	postcode	country	Causes	Mission	Results	Target demographics	Direct beneficiaries per year	Geographic areas served	Programs
Women's Aglow Fellowship	http://www.aglow.org/		EIN 82-0377553	4104 Eureka Ridge Rd	Orofino	ID	83544	USA	Christianity, Religion	Aglow International is an intercultural transdenominational organization of Christian women with more than 3,500 fellowships in more than 151 nations. Our mission is to lead women to Jesus Christ and provide opportunity for Christian women to grow in their faith and minister to others. Aglow's vision to impact the lives of women worldwide is expressed in the strategic focuses of: Prayer, Evangelism, Relationship, and Reconciliation.					
K Donahue Foundation, Inc ~ DBA Man Up Crusade	http://www.manupcrusade.org	208-468-8880	EIN 45-4851124	P O Box 1922	Nampa	ID	83687	USA		To reduce domestic violence in society and contribute to social change by promoting safe and healthy relationships through, education, advocacy and funding community services and programs that share in our mission.	Domestic violence is an epidemic in our society and a public health and safety concern. A child's exposure to domestic abuse is the strongest risk factor for transmitting violent behavior from one generation to the next.  Awareness is the first step in enacting change and the Man Up Crusade is dedicated to breaking the cycle of violence. The program was launched in 2012 by bringing a "purple" night to professional rodeo events. Across the nation the color purple and the purple ribbon has been adopted to show support for victims and advocates to honor those who have lost their lives at the hands of someone they once loved. Our goal is to make "purple" recognized for domestic violence in a way that pink is recognized for breast cancer. In 2014 the Crusade is contracted with multiple rodeo's covering six western states.				To reduce domestic violence in society and contribute to social change by promoting safe and healthy relationships through education, advocacy and funding community services
Eagle Baseball Inc	http://		EIN 84-1430567	3327 N Eagle Rd Ste 110 Pmb 171	Meridian	ID	83646	USA	Education	Support youth baseball					Booster club to support youth baseball and eagle high school
Wyakin Warrior Foundation	http://www.wyakin.org	(208) 841-6318	EIN 27-1674941	9249 W Bay Stream Ct	Boise	ID	83714	USA	Education, Scholarships, Scholarships & Student Financial Aid	Enabling severely wounded and injured veterans to achieve personal and professional success as business and community leaders. 1. Multi-faceted mentoring program (up to five mentors per wyakin warrior). 2. Professional development - individual development plans by which staff and volunteers help mentor and coach the warriors toward their goals; and monthly seminars by leaders in business, government, and community service fields. 3. Educational/financial assistance (complementing the gi bill or vocational rehabilitation) for up to 60 months. 4. Community service project - to demonstrate opportunity and ability to become servant leaders and role models. 5. Robust networking designed to facilitate job placement. 6. Annual proactive follow up to monitor, and assist if necessary, personal and professional situations (wyakin warrior for life).					Educational/financial assistance - provides educational support for severely wounded, injured or ill, veterans that includes cash assistance for such things as room, board, books, tutoring, and living expenses. Our program provides benefits beyond what the va provides to help meet the wounded veteran's financial needs and remove obstacles to achieve educational success. Retention, graduation, and job placement rates remain over twice the national average for veterans.   multi-faceted mentor-ship program - each wyakin warrior is provided up to five volunteer mentors at three different levels: campus, local, and national, consisting of students, local community leaders, and nationally recognized leaders in their fields. Each wyakin warrior is contacted at least weekly by mentors, staff and/or other volunteers. Over 300 volunteers have been screened and trained. Mentors are contacted monthly to monitor satisfaction.   professional development program - the ultimate goal of the program is for its graduates to find successful careers. To that end, the professional development program provides monthly professional development seminars, periodic training on life skills, networking, career planning, and job interview preparation. Individual development plans by which staff and volunteers help mentor and coach the warriors toward their goals; and monthly seminars by leaders in business, government, and community service fields. Warriors are also required to complete a service project while they are in school to give back to the community. After graduation, the professional development program continues to keep in touch proactively with its alumni to monitor progress. 100% placement of its graduates so far. Seminar speakers have ranged from the governor to ceo's to celebrities, including experts in social skills and business interaction.
British International Evangelism	http://		EIN 87-0427751	709 Maple St	Grangeville	ID	83530	USA							
Unifying Fields Foundation Inc	http://www.unifying.com		EIN 95-4455372	6419 Bottle Bay Rd	Sagle	ID	83860	USA	Education, Religion, Religion-Related, Unknown	Growing out of the founders life long passion for unifying, and founded in 1993 as an educational public charity, our small nonprofit explores this profound question: what can we humans learn and apply from the Unifying Fields expansion into greater wholeness? We note that most people are most happy, loving, creative, and effective when they are unifying and feeling unified. In all our research, education, and public outreach activities, we promote the mature capacity to unify as the most crucial attitude, daily practice, and global challenge of this time.					
Idaho Health Facilities Authority	http://		EIN 82-6051863	Po Box 8867	Boise	ID	83707	USA							
Valley Advocates for Responsible Development Inc	http://www.tetonvalleyadvocates.org	(208) 354-1707	EIN 82-0537849	PO Box 1164 285 E. Little Ave.	Driggs	ID	83422	USA	Community & Neighborhood Development, Economic Development, Environment, Land Resources Conservation	Valley Advocates for Responsible Development advocates for private, public and civic actions that promote responsible development and sustainable use of the natural resources (water, land, wildlife and air) in Teton Valley, Idaho.		advocate for the responsible development and sustainable use of natural resources (water, land, wildlife and air)	craft best management practices for re-designing obsolete subdivisions in Teton County, ID and actively tracked the drafting of county land-use code	Teton Valley, ID	studies, research, publications, workshops and professional assistance. We are a watchdog for the community at the local decision making level by attending county and city public meetings/hearings. We advocate for local land use decision-making by crafting policies, goals and objectives that promote or implement responsible development that benefits Teton Valley families and future generations.
The Washington Idaho & Montana Railway History Preservation Gp In	http://		EIN 82-0525297	Po Box 181	Potlatch	ID	83855	USA	Camps, Sports						
Lewis Clark Animal Shelter Inc	http://www.lcshelter.com		EIN 82-0207503	6 Shelter Rd	Lewiston	ID	83501	USA	Animal Protection & Welfare, Animal Training, Animals, Veterinary Services	Our mission is: 1. to end pet over-population through an aggressive spay/neuter campaign. 2. provided education and resources to enhance the human-animal bond. 3. provide food, shelter, vaccines and spay/neuter surgeries for all pets in our care. 4. Decrease pet relinquishment through behavior programs. Rehablitation and rehoming of abused and abandoned animals.					1.  Abuse and neglect intervention through out Nez Perce County, Idaho; Asotin County, Washington; and the Nez Perce Reservation. 2.  Reducing stray populations by offering low-cost and free spay/neuter surgeries. Mobile spay/neuter clinics on Nez Perce Tribal Land.  3.  Educational programs in schools, organizations and neighborhood 'watch' groups.
Faith Lutheran Church	http://		EIN 82-0328511	856 W Eldredge Rd	Pocatello	ID	83201	USA							
Spiritual Assembly Of The Bahais Of Ada County	http://		EIN 82-0472668	9235 W Brogan Dr	Boise	ID	83709	USA							
Sagebrush Steppe Land Trust Inc	http://www.sagebrushlandtrust.org	(208) 241-4662	EIN 82-6092501	Po Box 1404	Pocatello	ID	83204	USA	Environment, Land Resources Conservation	Protect and enhance natural and working lands in southeastern idaho, now and for future generations					Acquisition and maintenance of conservation easments and fee title to lands
Domestic Violence Sexual Assault Center Inc	http://	(208) 529-4352	EIN 82-0352547	1050 Memorial Dr	Idaho Falls	ID	83402	USA	Domestic Violence, Family Violence Shelters, Homeless & Housing	The organization provides education and support regarding problems relating to spouse and family abuse and neglect. The organization's programs include conducting support groups for survivors of abuse and education for the abuser. The orgainzation also maintains a 24 hours crisis line, and provides advocacy services for those clients negotiating the legal process related to abuse issues. The orgainzation's business activities serve the idaho falls and surrounding areas.					Provide education, therapy regarding spouse and family abuse, provide 24 hour crisis phone line, and secure temporary shelter for abuse victims.
Lookout Pass Free Ski School	http://		EIN 82-6026843	Po Box 983	Wallace	ID	83873	USA							
Pacific Northwest Pollution Control Association	http://www.pncwa.org	(208) 455-8381	EIN 91-0954840	Po Box 100	Hansen	ID	83334	USA	Education, Environment, Water, Water Resources, Wetlands Conservation & Management	Pacific northwest clean water association (pncwa) is dedicated to protecting and enhancing water resources in the states of idaho, oregon, and washington. To achieve this, we promote the professional development of our members, the dissemination of information to the public and policy makers, and the advancement of science and technology needed to protect human health and the environment.					Conferences and workshops: annual conference and workshops provide water/wastewater and other public health, municipal, and regulatory professionals with water pollution control education including the latest issues, technology, and research pertaining to management of wastewater facilities, energy conservation, and environmental protection. Wastewater professionals are tasked with huge responsibilities for maintaining service, safety, and cost efficiency while protecting the public from potential health hazards from inadequately treated wastewater. Pncwa training provides the skills and knowledge to reduce both risks and expenditures. In 2014, there were 800 attendees at the annual conference; 51 attendees at the public communications workshop; 25 attendees participating in leadership development workshops; 3 webinar trainings were offered ("biogas utilization," "plc basics," and "co-digestion") with a total of 65 attendee stations; and 117 individuals were awarded ceus (continuing education units).   newsletters: quarterly newsletters relative to educational programs and activities of pncwa. Promotes the technical development of members and advances of science needed to protect the water environment and highlights challenges and successes in the pacific northwest region. Focus topics in 2014 were green infrastructure, stormwater, automation, asset management, biological nutrient removal, and filtration. Mailed out to approximately 1,600 (members and a few profession-related non-members) and is available electronically on the pncwa website (open access).   public education: 1. Annual workshop for communication professionals to learn how to best communicate with the public on issues that are highly scientific, sometimes highly misunderstood, and often regarding a subject not often talked about (issues surrounding wastewater). In 2014, there were 51 attendees. 2. Provide judging volunteers for the international science and engineering fairs (isef) in oregon and washington used for stockholm junior water prize (sjwp) selections. Present 100 award to each state winner in our three- state region that participates in the certified isef program. Select and support state winners to attend the national stockholm junior water prize (sjwp) competition. 3. Adopt-a-school grants: fund 6th-12th grade water curriculums in exchange for providing a classroom presentation from a water professional and/or treatment facility tour. Seven schools received funding in 2014 with grants totaling 5,000. Provided winners with water source book activities and wastewater utility partner. 4. Encourage awareness of the resources available on the wef (water environment federation) website. These water resource materials are targeted to the general public (water service consumers), educators and k- 12 students, college students and water quality professionals. 5. Fulfilled requests from 3 schools by providing a total of 5 water quality monitoring kits for participation in the world water monitoring challenge program.   membership services: in addition to the training opportunities provided to its 1,450 members that help build professional excellence for established professionals, pncwa focuses on the issue of workforce sustainability (having a trained workforce to take the lead as retirements increase in the field). Leadership training and different areas of support for students and young professionals are part of this effort as well as a newly established scholarship fund to encourage education in the water quality field. In 2014, a total of 4,500 was awarded in pncwa environmental stewardship scholarships with each of 3 recipients receiving 1,500 to help cover costs in their educational pursuits regarding water quality. The scholarship committee raised a total of 14,186 in contributions in 2014 through fundraising activities at our annual conference. Also, a robust awards program is in place to honor excellence in the field. Two pncwa young professionals were supported in attending the wef/awwa (water environment association/american water works association) young professionals summit. Operations challenge is an event where wwtp operators' skills in maintenance, pump, safety, and lab events are tested. Four operations challenge teams competed at the pncwa annual conference. Two pacific northwest teams were given travel support to the national operations challenge competition at weftec with one of the teams placing 3rd overall in their division. A 1,337 donation was made by pncwa to werf (water environment research foundation) to support water research. Three pncwa representatives (one from each member state) were supported in attending the wef/awwa fly-in in washington dc, an an event designed to engage legislators and their staff in critical water topics with people from their local communities. A mentoring program pairs mentors and protgs who commit to working together over the course of at least a year.
St Lukes Magic Valley Health Foundation Inc	http://		EIN 82-0342863	PO Box 2231	Twin Falls	ID	83303	USA	Health						
Shelley Area Senior Citizens Inc	http://	(208) 357-3621	EIN 82-0356195	Po Box 393	Shelley	ID	83274	USA	Human Services, Senior Centers, Seniors	To provide transportation and meals for seniors, including home delivery					Advanced the quality of life for older residents in the community by providing transporation and meals, including home delivery.
New Testament Way Inc	http://		EIN 23-7023683	260 Gladstone St	Idaho Falls	ID	83401	USA							
Monroe Elementary School Pto	http://		EIN 82-6027934	3615 W Cassia St	Boise	ID	83705	USA	Education, Parent & Teacher Groups						
Bonner Partners in Care Clinic Inc	http://		EIN 41-2122503	1020 Michigan St	Sandpoint	ID	83864	USA							
Chrysalis Womens Transitional Living Inc	http://www.chrysaliswomenidaho.org	(208) 424-1323	EIN 33-0774719	Po Box 7494	Boise	ID	83707	USA	Human Service Organizations, Human Services	Provide a safe environment so women can build right relationships with god, self, and others through transitional living, life recovery skills, case management, spiritual growth and education in order for them to become positive and contributing members of society.					Providing recovery & transitional programs for homeless, chemically dependent & abused women within temporary residential facilities with the aim to equip, educate and bring hope and healing to their spiritual, emotional, and educational needs, thereby enabling them to learn to live independently. In 2014, the program worked with a range of 20-35 women at any one time, and approximately 25%-30% of those participants graduated in september.
Society Of Manufacturing Engineers	http://		EIN 82-0502523	3201 Overland Rd	Boise	ID	83705	USA							
Center Of Peace	http://		EIN 82-0421870	Po Box 1674	Meridian	ID	83680	USA	Christianity, Religion						
American Fisheries Society	http://		EIN 52-1147128	1414 E Locust Ln	Nampa	ID	83686	USA							
Womens International Bowling Congress Inc	http://		EIN 23-7087223	3212 6TH St	Lewiston	ID	83501	USA							
GOOD SAMARITAN LEAGUE INC	http://www.goodsamaritanleague.com	(208) 343-6051	EIN 82-0201863	3501 W State St	Boise	ID	83703	USA	Homeless & Housing, Senior Citizens Housing & Retirement Communities, Seniors	Provide independent housing for low income adults of all ages.		veterans, seniors and people with disabilities	91 adults	Boise	low income housing which includes a single studio with 1/2 bath, three meals a day, housekeeping, laundry all basic needs for the low income adult.
American Volkssport Association	http://www.ava.org/		EIN 82-0448834	PO Box 192	Kootenai	ID	83840	USA	Amateur Sports, Sports	To share the spirit of walking with the clubs and walkers of the American Volkssport Association. Meet friends, walk scenic trails and improve your physical and mental health with a natural, accessible, and low-stress activity.					
Compass International Inc	http://www.compass.org	(208) 762-7777	EIN 82-0479972	Po Box 3747	Coeur D Alene	ID	83816	USA	Christianity, Religion	Compass international is a christian not-for-profit non-denominational ministry providing organized conferences, holy land tours, and educational materials including audio/video dvds, books, posters, radio broadcasts, daily email and web site devotionals that address various biblical subjects designed to encourage a greater depth of christian understanding and maturity in our lord and savior jesus christ.					Compass international is a christian not-for-profit non-denominational ministry providing organized bible conferences and holy land tours with more than 1,800 people in attendance. These conferences address various biblical subjects designed to encourage a greater depth of christian understanding and maturity in our lord and savior jesus christ.   compass international provided christian video/audio tapes, dvd's, books, posters, bookmarks, on the subjects covered in the seminars and tours to thousands of recipients, free of charge, to bible schools, prison inmates and to church libraries/bookstores with limited funding.   provide support and assistance to families in need.
Teton Basin Ice & Recreation Inc	http://		EIN 06-1744646	300 S 590 W	Driggs	ID	83422	USA	Physical Fitness & Community Recreational Facilities, Sports						
Make A Difference	http://www.GoMADNow.org	208-309-2100	EIN 26-0800220	Po Box 172	Hailey	ID	83333	USA	Education, Scholarships, Scholarships & Student Financial Aid	MAD's mission is to support quality educational opportunities for vulnerable children and youth in developing countries.	We are currently working on raising $990,000 to send all of our students through college and  $20,000 USD to build a center for youth in the Kilimanjaro area to use. The center will have a library, computer center, tutors, regular health workshops and sports clinics.   Most of our time is spent raising funds for vulnerable children and youth to attend high quality schools where they can get the best educations available.	Low income and orphaned children in developing nations	50,000 people in the Kilimanjaro Region	Developing nations such as Tanzania, Africa, Haiti and India	Check out our programs in Tanzania:  http://www.gomadnow.org/programs/tanzania.php  Check out our programs in India: http://www.gomadnow.org/programs/india.php
Moscow Day School Inc	http://www.moscowdayschool.org	(208) 882-8426	EIN 82-0351108	405 S Van Buren St	Moscow	ID	83843	USA	Education, Preschools	Pre-school services including instruction for 60 children.					Pre-school services including instruction for 60 children.
Just Strays Animal Foundation Inc	http://simplycats.org	(208) 343-7177	EIN 82-0445263	2833 S Victory View Way	Boise	ID	83709	USA	Animal Protection & Welfare, Animals	To care for, protect, and find quality homes for the cats entrusted to the organization; to reduce cat overpopulation through spaying and neutering; and to provide educational community outreach programs promoting the humane treatment of all animals.					Provide food, medical care, and housing for stray cats until a suitable adoptive home can be found.
Because International Corp	http://becauseinternational.org	(208) 989-8867	EIN 26-4190308	1224 1st St S Ste 301	Nampa	ID	83651	USA	Emergency Assistance	Our primary exempt purpose is charity/humanitarian work. We help get shoes to kids who do not have shoes and/or cannot afford new shoes every year. We try to help keep them healthy through protecting their feet.					Shoe that grows - we currently focus on distributing the shoe that grows to kids around the world who don't have shoes or can't afford new shoes every year. We get our shoes to churches, organizations, and groups who work with kids - and they distribute them as the travel.   general program
Boise Tuesday Musicale	http://		EIN 82-0366935	2127 W Wapoot Dr	Meridian	ID	83646	USA							
FNDH INC	http://www.fndhope.org		EIN 32-0400132	Po Box 783	Salmon	ID	83467	USA	Brain Disorders, Health						
Lifeline Crisis Pregnancy Center Inc	http://		EIN 82-0400235	1712 9th St S	Nampa	ID	83651	USA	Health, Reproductive Health Care, Reproductive Rights	Counseling women in a crisis pregnancy					Visited with girls in a crisis situation gave clothing to pregnant women promoted a respect for life and sexual abstinence in schools and the general public
Greyhound Rescue Of Idaho	http://		EIN 82-0489568	146 N Middleton Rd Pmb 125	Nampa	ID	83651	USA	Animal Protection & Welfare, Animals						
Warrior Booster Club Inc	http://		EIN 82-0336648	500 8th Ave	Lewiston	ID	83501	USA	Education, Universities						
Northwest Animal Companions Inc	http://		EIN 82-0506677	4983 N Glenwood St	Garden City	ID	83714	USA	Animal Protection & Welfare, Animals	Improve well being of companion animals by using creative Idea's to Bnng people and animals together In mutrally bene Ficial ways, Adoption programs, lowcost or free spay + Nevter programs, special needs medical care programs.					
Boise Northwest Foursquare Church	http://		EIN 82-0358980	Po Box 45112	Boise	ID	83711	USA							
Mountain View Congregation Inc	http://		EIN 82-0343152	510860 Highway 95	Bonners Ferry	ID	83805	USA							
Liberty Butte Hustlers 4-H Club	http://		EIN 82-0471483	Hco 1 Box 170	Desmet	ID	83824	USA							
Sandpoint Area Senior Inc	http://		EIN 82-0418894	820 Main St	Sandpoint	ID	83864	USA		To provide all senior citizens over the age of 50 years with nutritional meals and to serve as a gathering place and informational site for social, recreational, and wellness programs.					The food program provides meals in house and home delivered to seniors and disabled individuals in bonner county.   the daybreak center program is a respite care facility that provides the opportunity for caregivers to have a break from caring for their loved ones with dementia and alzheimers. There is also a support group for caregivers.
Payette Foursquare Church	http://		EIN 94-3181367	PO Box 978	Payette	ID	83661	USA							
Friends Of The Library Of Idaho Falls	http://		EIN 82-0354336	457 W Broadway St	Idaho Falls	ID	83402	USA							
Trace Inc	http://	(208) 939-4350	EIN 82-0460224	5519 N Glenwood St	Boise	ID	83714	USA		To provide education, training and employment to the disabled.					Trace, inc. Provides education, training and employment to the disabled in a vocational training environment. This is accomplished through set-aside federal service contracts reserved under the javits wagner-o'day (jwod-now known as ability one) act for non profit entities who primarily employ the disabled. The company also operates a zoo as a vocational training facility.
Better Business Bureau Consumer Education Foundation Inc	http://		EIN 82-0440808	453 River Pkwy	Idaho Falls	ID	83402	USA	Children & Youth, Youth Development						
Arch Community Housing Trust Inc	http://www.archbc.org	(208) 726-4411	EIN 75-3167069	Po Box 1292	Ketchum	ID	83340	USA	Homeless & Housing, Housing Support	To develop safe, permanently affordable housing to low and moderate income persons and to work with all interested public and private parties toward this goal.					To develop low income housing for purchase or rent for income qualified households: major programs: 1) single family rental: move two donated structures and renovated which are used as low income rentals. 2) multi -family rental: river street senior community - 24 low income rental apartments in hailey - building is fully leased. Quail creek townhomes - received funding and are beginning pre-development of 26 low income townhomes in blaine county.
Consumer Credit Counseling Service Of Northern Idaho Inc	http://www.cccsnid.org	(208) 746-0127	EIN 82-0370044	1113 Main Street	Lewiston	ID	83501	USA	Financial Counseling, Human Services	Consumer credit counseling is dedicated to providing confidential and professional counseling in aiding and rehabilitating financially distressed families and individuals and in fostering community consumer education on money management and intelligent use of credit.					The organization provides credit counseling to debtors and allocates debtor's disposable income to various credit institutions. The program benefits various communities in their geographic area.
University Baptist Church	http://		EIN 94-3151810	1327 W Beacon St	Boise	ID	83706	USA							
International Lutheran Laymens League	http://		EIN 23-7159739	5390 N McDermott Rd	Meridian	ID	83642	USA							
Boy Scouts Of America	http://www.grandtetoncouncil.org	(208) 522-5155	EIN 82-0200747	3910 S Yellowstone Hwy	Idaho Falls	ID	83402	USA	Boy Scouts of America, Children & Youth	The boy scouts of america -- incorporated on february 8, 1910, and chartered by congress in 1916. The boy scouts of america has one mission, which extends to all local councils:"the corporation shall promote, within the territory covered by the charter from time to time granted it by the boy scouts of america and in accordance with the congressional charter, bylaws, and rules and regulations of the boy scouts of america, the scouting program of promoting the ability of boys and young men and women to do things for themselves and others, training them in scoutcraft, and teaching them patriotism, courage, self-reliance, and kindred virtues, using the methods which are now in common use by the boy scouts of america. " the grand teton council serves youth through the leadership of adult volunteers in southeast idaho and western wyoming and southwest montana.					Scouting programs
Nami Southeast Idaho Inc	http://		EIN 94-3207059	Po Box 6066	Pocatello	ID	83205	USA	Arts & Culture						
Saint Alphonsus Diversified Care Inc	http://	(208) 367-2121	EIN 94-3028978	1055 N Curtis Rd	Boise	ID	83706	USA	Health	Support saint alphonsus regional medical center					Saint alphonsus diversified care, inc. (sadci) was formed to hold partnership interests in, and provide management services to, health care ventures substantially related to the exempt purpose of saint alphonsus regional medical center (sarmc), a 501(c)(3) organization. The exempt purpose of sarmc is to provide the community at large with health care services regardless of race, creed, sex, age, national origin, handicap, or ability to pay. Program service revenues for sadci are generated from a partnership interest in the caldwell cancer treatment center, a magnetic imaging center, tamarack clinic, an area laboratory, an outpatient retail pharmacy and with physician clinics in the twin falls, idaho area.   all health centers accept patients regardless of race, creed, sex, age, national origin, handicap, or ability to pay and accept medicare and medicaid patients. The services provided by the imaging center, clinic, and outpatient pharmacy are not available through sarmc. Sadci also manages four medical office buildings adjacent to sarmc. The office buildings allow physicians to practice medicine close to the hospital so that they are readily available for inpatient and outpatient services at the hospital.
Ashton Senior Citizens	http://		EIN 82-0359171	Po Box 806	Ashton	ID	83420	USA	Human Services, Senior Centers, Seniors						
Vineyard Of The Lord Incorporated	http://		EIN 43-1445375	17 6th St N Apt 106	Nampa	ID	83687	USA							
Bonner County Sheriff Search & Rescue Inc	http://		EIN 84-1391818	8860 Rapid Lightning Rd	Sandpoint	ID	83864	USA	Disaster Aid, Search & Rescue Squads						
Community Development Inc	http://www.cdinet.us		EIN 82-0472704	4481 N Dresden Pl	Garden City	ID	83714	USA	Christianity, Religion	The mission of community development, inc is summed up in its motto "building homes building people". For cdi, this encompasses providing low income and homeless persons, potentially homeless persons or otherwise dieadvantaged persons with housing facilities and educational and supportive services by (1) constructing programs which will promote the provision of decent housing affordable to low-income persons. (2) mobilizing public and private resources in support of anti-poverty programs; and (3) involving the low-income in developing and carrying out anti-poverty programs. The corporation also assists other humanitarian efforts in construction management both within the u. S and internationallt.					Multi-family project - developing new affordable housing projects. Projects to assist low income individuals build and refinance affordable housing and to provide low incoe housing properties.   property management and coordination of supportive surevices for low-income housing properties.   construction and asset management of developments for low-income and homeless individuals.
