name	url	telephone	tax_num	street	locality	region	postcode	country	Causes	Mission	Geographic areas served	Programs	Results	Target demographics	Direct beneficiaries per year
Buckley Hills Audubon Society	http://		EIN 61-6055284	524 Rosemont Gdn	Lexington	KY	40503	USA							
Wood Hudson Cancer Research Laboratory Inc	http://www.woodhudson.org	(859) 581-7249	EIN 34-1336975	931 Isabella St	Newport	KY	41071	USA		The study of clinical cases and experimental models of cancer for new ways of cancer prevention, diagnosis, prognosis and treatment. The study of environmental causes of cancer, particularly food and drinking water chemcials. The training and teaching of basic research techniques to undergraduate science majors.		The study of clinical cases of cancer for new diagnosis and treatment of tumors, evaluation of cancer inducing effect of pollutants, and education of research techniques.			
United Way Of Eastern Kentucky Inc	http://	(606) 886-4480	EIN 61-1109256	Po Box 1446	Prestonsburg	KY	41653	USA		Fundraising for local charities		Raise money for non profit agencies providing support services such as education, hunger, adult services and emergency or crisis response.			
CMConnect	https://CMConnect.org	5025367780	EIN 54-1464765	1860 Mellwood Ave Bldg B Ste 301	Louisville	KY	40206	USA	Religion, Religion-Related	CMConnect exists to connect, serve and advance under-resourced children's leaders around the world.	churches, orphanages and schools all around the world.	teacher training, ministry consulting and short term mission trips	We have launched a training conference and have grown our online network to over 14,000 members. Our new podcast is providing free training to thousands of listeners.	leaders of children	over 12,000 church leaders
Edge Outreach Inc	http://www.edgeoutreach.com	502 568-6342	EIN 61-1262016	1500 Arlington Ave.	Louisville	KY	40206	USA	Children & Youth, Disaster Aid, Disaster Preparedness & Relief Services, Health, Health Support, Youth Development - Religious Leadership	'Empowering ordinary people to provide clean, safe water around the world.'	Africa, Asia, Caribbean, Central America, South America, North America	$3000 Water Treatment Solution for villages of 3,0000-5,0000 people. EDGE works with the village to design a mini-water treatment plant to meet the village needs, and trains village designated water specialists to operate and maintain the system.			
Glens Angels Inc.	http://	502-542-9076	EIN 27-2843166	344 Bourbon Street	Georgetown	KY	40324	USA	Crime & Law, Drunk Driving-Related	.1.To STOP drunk driving. 2.To raise drunk driving awareness to the public. 3.To urge the public to report drunk drivers. 4.To educate the public on the signs of a drunk driver. 5.To educate the public on the proper way to report drunk drivers to insure their capture. 6.To fight for stiffer penalties for DUI/DWI offenders. 7.To help victims of this violent crime.	Kentucky	Advocacy	Since 2010 we have helped put approximately 500 impaired drivers behind bars.	Stop Drunk Driving	Hundreds of people the proper way to report drunk drivers as well as helping several police departments locate and catch dozens of drunk drivers.
Daniel Pitino Foundation Inc	http://	(859) 514-7425	EIN 61-1261356	1999 Richmond Rd Ste 300	Lexington	KY	40502	USA	Philanthropy, Philanthropy, Voluntarism & Grantmaking Foundations	To make charitable donations to non-profit organizations and provide benefits to underprivileged children		The foundation achieves its purpose of benefiting underprivileged children by two types of activities: fundraising (2 golf tournaments and 2 silent auctions) and distribution of the proceeds.			
Church Of The Open Bible	http://		EIN 61-1191276	7176 Hwy 1110	Whick	KY	41339	USA							
Kids Voting Kentucky Inc	http://kidsvotingky.org	(859) 231-1800	EIN 61-1266396	412 Pickett Dr	Fort Wright	KY	41011	USA		To facilitate civics engagements in schools with a primary focus on voting		We work with schools to encourage civic engagement to help educate children and young adults about the importance of voting.			
Hand-In-Paw Rescue	http://www.handinpawrescue.org/	502-931-7362	EIN 45-4527581	225 S Hite Ave	Louisville	KY	40206	USA	Animals						
CHRISTIAN FLIGHTS INTERNATIONAL	http://www.christianflights.org	(859) 624-0355	EIN 58-1489867	3160 Deep Creek Rd.	Perryville	KY	40468	USA	Health, International, International Development, Public Health	CFI was created to help the children and people of Haiti have hope and a future. We work in partnership with Haitians, to improve the community health and outlook and provide its youth with a quality education.		Our main programs are: - A school with over 800 children - A medical clinic - A system of two-dozen wells - An agriculture/reforestation program - A "Happy Home" program building homes for needy Haitians.		the poorest of the poor.	
Kentucky Refugee Ministries Inc	http://www.kyrm.org	(502) 479-9180	EIN 61-1229842	969b Cherokee Rd	Louisville	KY	40204	USA	Religion, Religion-Related	Kentucky refugee ministries provides resettlement services to persons identified by the united nations as refugees from foreign countries who have been legally admitted to the united states.		The organization provides services to refugees who, for reasons of persecution for their religeous and/or politcal beliefs, have migrtated to the usa. Services provided include housing, cash assistance, transportation, counseling, employment placement and educational assistance.			
Methodist Home Of Kentucky	http://www.kyumg.org	(859) 873-4481	EIN 61-0458375	Po Box 749	Versailles	KY	40383	USA	Children & Youth, Children & Youth Services, Foster Care, Human Service Organizations, Human Services, Mental Health, Residential Mental Health Treatment	To provide emotional and behavioral help for children and youth who have suffered abuse and neglect through treatment services either within their community or through our residential programs.		Versailles - residential treatment  versailles - independent living  mk - residential treatment			
NORTHERN KENTUCKY MONTESSORI ACADEMY	http://www.nkmacademy.org	(859) 331-3725	EIN 61-0730086	2625 Anderson Road	Crescent Springs	KY	41017	USA	Education, Preschools, Primary & Elementary Schools	To educate children to become respected citizens  of the global community by providing a Montessori education of unparalleled quality.	Northern Kentucky	an authentic Montessori education	NKMA is the oldest continuously-operating Montessori school in Northern Kentucky, and is currently a candidate for full accreditation by the American Montessori Society.	Children	90 children
Kentucky Communities Housing Corporation	http://	(606) 546-3682	EIN 61-1127892	Po Box 806	Barbourville	KY	40906	USA				The corporation provides decent, safe and sanitary housing to low income and handicapped persons. 14 families benefited directly			
Kentucky Coalition For Literacy Inc	http://		EIN 61-1093764	114 S Mulberry St	Elizabethtown	KY	42701	USA							
Women's Aglow Fellowship	http://www.aglow.org/		EIN 93-0997763	3944 Bloomfield Rd	Bardstown	KY	40004	USA	Christianity, Religion	Aglow International is an intercultural transdenominational organization of Christian women with more than 3,500 fellowships in more than 151 nations. Our mission is to lead women to Jesus Christ and provide opportunity for Christian women to grow in their faith and minister to others. Aglow's vision to impact the lives of women worldwide is expressed in the strategic focuses of: Prayer, Evangelism, Relationship, and Reconciliation.					
Christ Fellowship Inc	http://		EIN 61-1268172	3027 Pimlico Pkwy	Lexington	KY	40515	USA	Christianity, Religion						
West Silver Grove Community Church Inc	http://		EIN 23-7428492	2123 Linden Rd	Newport	KY	41071	USA							
Falls Of Rough Community Volunteer Fire Department Inc	http://		EIN 61-1144092	14231 Falls Of Rough Rd	Falls Rough	KY	40119	USA	Disaster Aid, Fire Prevention						
HUMANE SOCIETY OF MARSHALL COUNTY INC	http://		EIN 62-1384200	PO Box 531	Benton	KY	42025	USA	Animal Protection & Welfare, Animals	HUMANE SOCIETY		The society helps prevent cruelty to animals by taking unwanted animals and attempting to locate good homes for them.			
American Printing House for the Blind, Inc.	http://www.aph.org	(502) 895-2405	EIN 61-0444640	1839 Frankfort Ave	Louisville	KY	40206	USA	Arts & Culture, Printing & Publishing	To promote the independence of blind and visually impaired persons by providing specialized materials, products, and services needed for education and life.		Public awareness of the needs of people who are blind or visually impaired, along with research projects and administration of government programs.   production and distribution of braille and recorded editions of reader's digest magazines for people who are blind or visually impaired.   production and distribution of recorded editions of newsweek magazine for people who are blind or visually impaired.   production and distribution of braille and large type editions of educational magazines for people who are blind or visually impaired.			
Northern Kentucky Childrens Law Center Inc	http://www.childrenslawky.org	(859) 431-3313	EIN 61-1167352	1002 Russell St	Covington	KY	41011	USA	Crime & Law, Legal Services	To protect and enhance the legal rights and entitlements of children in kentucky through quality legal representation and advocacy, through research and public policy, and through education and training of attorneys and other professionals in the community		Legal representation to children in the area of juvenile justice, child protection issues, and education rights in ohio and kentucky.   central juvenile defense fund provides training, technical assistance and support to public defenders working with juveniles in kentucky, ohio, tennessee, indiana, kansas, arkansas and missouri.   ohio juvenile justice works to reform conditions of confinement in ohio's 7 correctional facilities, as well as to promote more effective policies and practices for indigent juvenile defense.			
Family Nurturing Center Of Kentucky	http://www.familynurture.com	(859) 525-3200	EIN 31-1011326	8275 Ewing Blvd	Florence	KY	41042	USA	Child Abuse Prevention, Crime & Law, Domestic Violence, Sexual Abuse Prevention	Ending the cycle of child abuse by promoting individual well-being and		Children's services include individual and group therapy for children and families impacted by child abuse and other violent crimes. Facilitated visitation services are also provided to allow families in the child welfare system to develop healthy relationships in a safe and nurturing environment. Evening and weekend appointments are available. This year 417 individuals were provided with more than 3,000 hours of individual, family and group therapy. 92% of individuals increased their knowledge of signs of abuse, and 100% of children successfully met their treatment goals! Additionaly, more than 1500 individuals participated in visitation services. 74% of adults showed measurable improvements in one or more outcome areas (attachment/bonding, parenting skills, communication, response to child's needs), and 87% of clients surveyed reported learning new skills.   nurturing services includes family based parenting education services to decrease the risk of child abuse and help families develop healthier, more loving relationships. Every parents library, which provides tools to new parents, and stewards of children, which educates adults on ways to prevent and respond to child sexual abuse. Parenting programs served over 700 individuals and provided more the 8,700 hours of service. 80% of parents increased approprriate parenting skills, and 80% demonstrate  community education includes kids on the block, a dynamic education program designed to help children recognize, resist and report child abuse. Kids on the block served more than 19,000 children, and provided more than 13,000 hours of service. 80% of children completing pre and post tests increased their knowledge of ways to recognize, resist and report child abuse, and 99% of teachers surveyed agreed that the program was helpful to their students.			
Kidds Society Inc	http://www.kiddssociety.net	502-682-9020	EIN 46-6382912	Harrison County Indiana  Louisville Ky  and Bullit County	shepherdsville		40165	USA	Food, Health, Health (General & Financing), Homeless & Housing, Homeless Shelters	The Kidds Society inc is a non-profit organization dedicated to improving the lives of children and their families in the communities that Kidds Society inc, serves through education, inspiration, out reach programs, counseling, food, shelter and fun.   We strive to bring our employees, community members, and friends of Kidds Society inc together to offer programs and services such as: *Before & After School Programs *Mentoring and counseling Programs *community awareness level to provide food and shelter to children and families in need. *Donations of funds, goods, and services to local non-profit organizations already engaging in work to improve the lives of the children in our communities	kentucky  illinois and Indiana	Homeless families and Veterans	We have effectively removed over 340 children off the streets of jefferson county, bullit county Ky and our newest location is in Corydon Indiana Providing them with food, shelter and counseling.  We are setting up our first food bank and first weekly feeding for the needing in November as well. We will give out meals once a week.. We are also introducing a machine shop to allow them to be transported to and from the training class. After a 14 week program they will graduate with as a certified machinist!  Your welcome to go to our website and make a monetary donation if you are able to. We thank you	usa only	1000
Chaplaincy Endorsement Commission Of The Christian Church And	http://	(606) 474-5939	EIN 62-1180055	Po Box 744	Grayson	KY	41143	USA	Protestant, Religion	To grant and withdraw endorsement as the circumstances warrant: processing applications, inquiry into qualifications of applicant, representing interest of christian churches and churches of christ for their ministers as chaplains		To grant and withdraw endorsement as the circumstances warrant: processing applications, inquiry into qualifications of applicant, representing interest of christian churches and churches of christ for their ministers as chaplains			
Home of the Innocents	http://www.homeoftheinnocents.org	502-596-1000	EIN 61-0445834	1100 East Market Street	Louisville	KY	40206	USA	Children & Youth, Children & Youth Services, Foster Care, Health, Nursing Facilities, Seniors	Home of the Innocents is our region''s open arms to kids in crisis. The agency''s mission statement, as approved by the Board of Directors, reads: "The Home of the Innocents, a community of dedicated people and those they serve, provides the skills and opportunities by which vulnerable children, youth and their families may improve their lives."		The Home serves up to 300 children a day and almost 2,200 children a year through its two service divisions. The Childkind Center provides 24-hour emergency response in a residential setting for children, through 17 years of age, who have experienced abuse, abandonment, or neglect and includes specialized programs for pregnant and parenting teens, foster care, aftercare and follow-up services and a variety of in-home therapeutic supports to families at-risk and/or with specialized needs, including autism. The Home's Kosair Charities Pediatric Convalescent Center cares for 46 children who are severely and profoundly disabled, who have medical needs requiring 24-hour skilled care, some dependent on ventilators and feeding tubes, and all are in wheelchairs with limited verbal communication abilities.			
Grant County Friends Of The Shelter Inc	http://		EIN 61-1432453	1060 Dry Ridge Mount Zion Rd	Dry Ridge	KY	41035	USA	Animal Protection & Welfare, Animals						
Cedaridge Inc	http://		EIN 61-1237088	Po Box 818	Williamsburg	KY	40769	USA	Children & Youth, Children & Youth Services						
Making A Difference Now	http://		EIN 27-1250051	173 Louisiana Ave	Lexington	KY	40502	USA	Animal Protection & Welfare, Animals						
Trinity Assembly Of God	http://		EIN 61-1251420	440 Airline Rd	Morganfield	KY	42437	USA							
100 Black Men Of Louisville Inc	http://100blackmenlou.org	(502) 212-4727	EIN 61-1191888	4124 Wahl Street Blvd	Louisville	KY	40218	USA	Black Studies, Race	To mentor at risk young african american males.		Mentored 60 disadvantaged african american male youths			
Pro Teen Racing, Inc.	http://		EIN 55-0666192	PO Box 12177	Lexington	KY	40581	USA							
Sri Sri Radha Damodara Temple Inc	http://		EIN 25-1392492	2105 Us 25 E	Middlesboro	KY	40965	USA							
Voces Novae Inc	http://		EIN 61-1248337	1009 Burning Springs Dr	Louisville	KY	40223	USA	Unknown						
Sweet Adelines International	http://		EIN 61-6036599	1940 Hammonds Creek Rd	Lawrenceburg	KY	40342	USA							
Estill County 21st Century, Inc. DBA Estill Development Alliance	http://www.estillcountyky.net	606-723-2450	EIN 61-1300981	PO Box 421	Irvine	KY	40336	USA	Children & Youth, Economic Development, Leadership Development, Youth Community Service Clubs	Estill County 21st Century dba Estill Development Alliance was formed in the mid-1990s by a group of civic-minded community leaders. EDA serves as an economic and community development catalyst for our rural Appalachian community. We identify development needs in the community, big and small, and either try to get a program in place to meet those needs or help other organizations in our community develop the capacity to meet the needs.	Irvine, Ravenna, & Estill County, Kentucky	EDA serves as and/or houses the Estill County Chamber of Commerce, Estill Action Group, River City Players Community Theater Group, Irvine Rivertown Renaissance downtown revitalization program, community service/volunteer coordination, youth leadership development, citizen leadership development, Estill County Industrial Development Authority, and the Estill County Hall of Honor.		improve the quality of life	over 2000 individuals and nearly 100 businesses and organizations.
CirqueLouis	http://www.CirqueLouis.com		EIN 47-4397808	4648 Grand Dell Drive	Crestwood	KY	40014	USA	Arts & Culture, Arts, Culture & Humanities, Performing Arts Schools, Theater	To foster the celebration, preservation and growth of the circus arts through creative community involvement and development of artistic physical activity to promote confidence and enrich wellbeing.	Kentucky	classes, workshops, intensive circus arts training and original cirquetheatre productions with all local talent.		To provide our community experiential circus arts through exceptional training and professional contemporary circus theatre.	
The Arrow Fund Inc	http://www.thearrowfund.org		EIN 61-1396389	Po Box 1127	Prospect	KY	40059	USA	Victims Services	The arrow fund is dedicated to increasing public awareness of all forms of animal cruelty by providing veterinary care and support to animal victims of extreme torture, abuse, and neglect and encouraging vigorous criminal prosecution of animal abusers. In addition, the arrow fund endorses and supports other animal protection efforts including, but not limited to: specialized animal welfare training for law enforcement; aggressive spay/neuter initiatives; humane education of children, and any other programs that encourage a more humane world for animals.		Secure care and medical treatment for abused animals  increase public awareness of the arrow fund  pursue legal action against animal abusers			
Goodwill Industries of Kentucky, Inc.	http://www.goodwillky.org	502-585-4945	EIN 61-0475284	1325 S. Fourth Street	Louisville	KY	40208	USA	Goodwill Industries, Human Service Organizations, Human Services, Job Training	Founded in 1923 in Louisville, Goodwill Industries of Kentucky operates within 20 miles of 75 percent of all Kentuckians. Goodwill has 58 employment and training centers, operating as retail and donation centers, that provide a variety of job training and placement programs for people with disabilities or other disadvantages across the state.		Goodwill industries of kentucky, inc. (goodwill) provides support services for its four non-profit 501(c)(3) subsidiaries, and in conjunction with these subsidiaries collectively provided jobs for more than 1,340 employees during fiscal year 2014. Overall, these employees exemplified the organization's mission because 75% of them reported having a disability or other disadvantage. These support services allowed the related organizations to remain cost-efficient, effective, and mission-focused as they created more than 2,881 placements of individuals with disabilities or other disadvantages into jobs, paid more than $17,625,088 in mission-related wages and served more than 19,869 people which includes goodwill providing information and serving referrals.   goodwill industries of kentucky, inc. Specialized workforce development programs delivered job placement and retention services, counseling, skills training, assessments, and job coaching to people with disabilities or other disadvantages, advancing their vocational opportunities, and assisting them in obtaining and maintaining employment. In fy 2014, these specialized programs made 1,369 job placements, delivered 4,755 services, and provided information and service referrals to 12,786 people who contacted goodwill for assistance.   goodwill industries of kentucky, inc. (goodwill) employs persons to provide janitorial and custodial services under contracts. These services are performed with a workforce comprised of more than 85% of persons with significant disabilities. This program is consistent with goodwill's mission. These contracts employed 58 persons, served 49 persons, and paid $466,799 in mission-related wages.   goodwill industries of kentucky also provided job opportunities in its good shred document destruction program, which employed 4 people and paid $15,257 in mission-related wages.	In its last fiscal year (10/1/09-9/30/10), Goodwill Industries of Kentucky placed 1,657 Kentuckians into jobs and paid more than $15 million in wages to people with disabilities or other disadvantages.		
Metropolitan Community Church Of Lexington	http://		EIN 61-1238303	PO Box 306	Lexington	KY	40588	USA							
Volunteer And Information Center Inc	http://volunteerandinformationcenter.com		EIN 62-1436387	230 Second Street Ste 307	Henderson	KY	42420	USA	Human Service Organizations, Human Services	To provide volunteers to area charitable organizations.		Provided leadership and recruited volunteers for many projects and organizations.   provided an information & referral service for all residents of the henderson area.   provided a tracking system for area churches, local governments, and charitable organizations of assistance given to indigent individuals.			
Wendell Fosters Campus for Developmental Disabilities Inc	http://www.wfcampus.org	270-683-4517	EIN 61-0490868	815 Triplett St P.O. Box 1668	Owensboro	KY	42303	USA	Birth Defects & Genetic Diseases, Developmentally Disabled Centers, Disabilities, Health, Human Services	Wendell Foster's Campus is a private non-profit organization that empowers individuals with developmental disabilities to realize their dreams and potentials.	The Campus serves a thirty-seven county region across Western Kentucky and Southern Indiana. This region includes: Allen, Ballard, Barren, Breckenridge, Butler, Caldwell, Calloway, Carlisle, Christian, Crittenden, Daviess, Edmonston, Fulton, Graves, Grayson, Hancock, Hardin, Henderson, Hickman, Hopkins, Logan, Lyon, Marshall, McCracken, McLean, Metcalfe, Monroe, Muhlenberg, Ohio, Simpson, Todd, Trigg, Union, Warren, Webster, Vanderburgh (IN), and Spencer (IN).	Intermediate Care Facility- Long-term residential services; Supports for Community Living- Long-term residential service in a community setting; Independent Homes- Accessible home environments in the community; Module Program- Adult learning program; Occupational/Physical/Speech Therapy- Therapy services provided to teach skills; Assistive Technology- Lending library and resource center	This year, we offered outpatient speech, occupational, and physical therapy to over 400 children and adults throughout the region- helping them to develop the skills necessary to lead independent, meaningful lives! Our assistive technology and therapeutic outpatient services have given children voices to speak, wheelchairs and physical training to walk and move, and other life-changing abilities to make their lives more fulfilling.  For 83 people, we are "home." We provide assistance in daily life so that the people who choose to live here are given the best opportunities to live their dreams!	WFC serves children and adults, from birth throughout the lifetime who experience severe to profound developmentally disabilities, physically disabilities, and intellectually disabilities.	1,300
Audubon Society Of Ky For The Study & Prot Of Wild Birds & Animals Inc	http://		EIN 61-6031979	1729 Headley Grn	Lexington	KY	40504	USA	Animals, Bird Sanctuaries						
Douglass Boulevard Christian Church	http://		EIN 61-0449616	2005 Douglass Blvd	Louisville	KY	40205	USA							
Joe Thomas Ministries	http://		EIN 75-2689103	593 Roswell Dr	Elizabethtown	KY	42701	USA	Christianity, Religion						
Louisville Christ Fellowship Inc	http://		EIN 62-1285007	4500 Southridge Dr	Louisville	KY	40272	USA							
Leadership Jessamine County Inc	http://		EIN 61-1307004	507 N Main St	Nicholasville	KY	40356	USA	Community Service Clubs						
Ben E Clement Mineral Museum Inc	http://		EIN 62-1514591	Po Box 391	Marion	KY	42064	USA	Arts & Culture, Natural History & Natural Science Museums						
Sherman Church Of Christ Inc Of Sherman Kentucky	http://		EIN 61-6082259	1055 Sherman Mount Zion Rd	Dry Ridge	KY	41035	USA							
Lexington Ballet Company Inc	http://www.lexingtonballet.org	(859) 233-3925	EIN 51-0161971	161 N Mill St	Lexington	KY	40507	USA	Arts & Culture, Arts Education, Ballet, Performing Arts Schools	To foster an appreciation for ballet as an art form through both regional performances and instructional classes for ages 3 and above.		Public performances (local & touring) which promote and inform communities about ballet, the company, and the school.   instructional courses in classical ballet method, several hundred students.   instructional courses in classical ballet method, several hundred students.			
Lamp and Light Ministries Incorporated	http://		EIN 20-0862587	PO Box 664	Lawrenceburg	KY	40342	USA	Emergency Assistance						
Home Buyers Clinic	http://		EIN 61-1273368	4503 Sunridge Ave	Louisville	KY	40220	USA	Financial Counseling, Human Services						
Autism Society Of America	http://		EIN 61-1284444	Po Box 24212	Lexington	KY	40524	USA							
Big Brothers-Big Sisters Of The Bluegrass Inc	http://www.bbbs-bluegrass.org	(859) 231-8181	EIN 61-0523288	436 Georgetown St	Lexington	KY	40508	USA	Big Brothers & Big Sisters, Children & Youth	To create and support relationships that provide consistent, positive, one-to-one interaction between a single parent child and an adult volunteer who will be an advisor and friend on the journey from childhood to adulthood.		Big brothers big sisters of the bluegrass, inc. Programs include matching bigs with littles in school mentoring programs and community mentoring programs. Big brothers big sisters match successful mentoring relationships for all children who need and want them, contributing to brighter futures, better schools, and stronger communities for all. In 2014, big brothers big sisters of the bluegrass served 503 children, made 168 new matches and exceeded a 28 month average match length.			
SCHOOL CHOICE SCHOLARSHIPS	http://www.schoolchoiceky.org	(502) 254-7274	EIN 31-1589289	2200 Dundee Road	Louisville	KY	40205	USA	Education, Scholarships, Scholarships & Student Financial Aid	Changing lives forever through education. We believe all children should have access to a quality education. We serve low-income families with children in kindergarten through 8th grade throughout the louisville, kentucky area who want the best possible education at their choice of schools. We help offset the cost of private and parochial schools for families with financial need.	the Louisville, Kentucky area	scholarships to children in Kindergarten through 8th grade. We also have a parent program to support the families of School Choice students.		children from low-income families attend the school of their dreams	224 children attend 47 different schools.
Society Of Plastics Engineers	http://		EIN 23-2004432	1819 Ky Highway 2850	Verona	KY	41092	USA	Engineering, Technology						
United Way Of The Ohio Valley Inc	http://		EIN 61-0435444	403 Park Plaza Dr	Owensboro	KY	42301	USA	Federated Giving Programs, Philanthropy						
Junior League Of Lexington	http://www.lexjrleague.com	(859) 252-8014	EIN 61-6042333	Po Box 687	Lexington	KY	40588	USA	Women, Womens Service Clubs	The junior league is an organization of women committed to promoting volunteerism and improving the community through the effective action and leadership of trained volunteers. The league's purpose is exclusively educational and charitable.		Assistance to educational and charitable organizations by direct volunteer participation and financial aid			
Alpha Phi Omega	http://		EIN 61-6034799	2100 S Floyd St	Louisville	KY	40208	USA							
St Anthony Medical Center	http://		EIN 61-0492372	1170 E Broadway Ste 401	Louisville	KY	40204	USA							
Kentucky Environmental Foundation Inc	http://www.kyenvironmentalfoundation.org	(859) 986-0868	EIN 61-1199616	4384 Clearwater Drive	Lexington	KY	40515	USA	Arms Control & Peace, Civil Rights, Crime & Law, Environment, International	Organization's mission: securing solutions to environmental problems in a manner that safeguards human health, promotes environmental justice, preserves ecological systems and encourages sustainability.		Engaging in research and public education; improving public access to information; encouraging community participation in environmental decision-making processes; and building consensus among affected peoples, government and non-governmental organizations, corporate and cooperative businesses.   education of the public on issues of toxins in the environment, and the effect of those toxins on the health and safety of citizens. During the current fiscal year the organization ceased being the fiscal agent for the coming clean project. As a result this will be the final year of this activity.			
Nami Lexington Ky Inc	http://lexington.nami.org	(859) 272-7891	EIN 31-1154645	498 Georgetown St Ste 201	Lexington	KY	40508	USA	Mental Health, Mental Health Treatment	To assist families, caregivers and individuals whose life experience includes living with a persistent mental illness. To help them acquire and use available supports and skills necessary to manage their symptoms and return to the community and find success, hope and meaning in the role and environment of their choice.		To assist families, caregivers and individuals whose life experience includes living with a persistent mental illness. To help them acquire and use available supports and skills necessary to manage their symptoms and return to the community and find success, hope and meaning in the role and environment of their choice.			
Pawsibilities Unleashed Pet Therapy Of Kentucky	http://www.pawsibilitiesunleashed.org		EIN 56-2560833	1150 Bark Branch	Frankfort	KY	40601	USA	Animal Protection & Welfare, Animals, Autism, Disabilities, Epilepsy, Health	We have one of the highest success rates for training dogs to detect that a seizure is about to happen (5 minutes to an hour in advance). PUPT is one of the few places where disabled children can get a Service Dog.					
Hopkins County Humane Society Inc	http://www.hopkinscountyhumanesociety.org	(270) 821-8965	EIN 61-6038980	2210 Laffoon Trl	Madisonville	KY	42431	USA	Animal Protection & Welfare, Animals	The mission of the hopkins county humane society is to ensure the humane and compassionate treatment of all animals.		Providing humane care and treatment for animals needing protection while maintaining the highest possible standards as prescribed by the american humane society and the humane society of the united states.   reuniting lost animals with their human companions and seeking safe and suitable homes for homeless animals thru adoption.   working toward reducing the rate of overpopulation of animals within the community by developing and delivering a program of humane education and employing euthanization only when animals are deemed unadoptable due to illness, injury, temperament or other special considerations.   other program services			
Frankfort Alliance Church Of The Christian And Missionary Alliance	http://		EIN 61-1132884	PO Box 111	Frankfort	KY	40602	USA							
Team Expansion Ministries Inc	http://		EIN 31-1043937	4112 Old Routt Rd	Louisville	KY	40299	USA							
Harlan Boys Choir Inc	http://		EIN 23-7221792	Po Box 57	Baxter	KY	40806	USA							
Conner Middle School Parent Teacher Student Organization	http://		EIN 61-1286124	3300 Cougar Path	Hebron	KY	41048	USA	Education, Parent & Teacher Groups						
Kentucky Academy Of Science	http://kyacademyofscience.org	(270) 745-6910	EIN 61-1135572	727 W Main St	Louisville	KY	40202	USA		Exchange of scientific info		Exchange of scientific information among scientists and to provide grants for scientific research activities			
The Boys & Girls Club Of Butler County Inc	http://		EIN 61-1271292	Po Box 1368	Morgantown	KY	42261	USA	Boys & Girls Clubs, Children & Youth, Community Recreational Centers, Sports	TO BENEFIT BOYS AND GIRLS.					
