name	url	telephone	tax_num	street	locality	region	postcode	country	Causes	Mission	Target demographics	Direct beneficiaries per year	Geographic areas served	Programs	Results
Stepfamily Association Of America, Inc.	http://		EIN 52-1450500	3413 Bridgeford Rd	Omaha	NE	68124	USA							
Bone Creek Art Museum	http://www.bonecreek.org	(402) 367-4488	EIN 20-8479913	575 E St	David City	NE	68632	USA	Art Museums, Arts & Culture	Agrarian art museum				To stimulate interest in the arts through art exhibits at the museum located in david city, ne. Over 400 people attended the first exhibit. We anticipate serving in excess of 3000 people on an annual basis.	
Historical Society Of Ravenna	http://	(308) 452-3077	EIN 47-0675947	Po Box 33	Ravenna	NE	68869	USA		Teach and preserving history of ravenna					
United Way Of Western Nebraska	http://www.unitedwayofwesternnebraska.com	(308) 635-2522	EIN 47-0424788	1517 Broadway Ste 106	Scottsbluff	NE	69361	USA		Support of human service programs				Support various charitable organizations throughout the service area	
inCOMMON Community Development	http://inCOMMONcd.org	402.933.6672	EIN 47-0842143	1258 S 13th Street	Omaha	NE	68108	USA	Community Coalitions, Economic Development, Homeless & Housing, Homeless Centers, Human Service Organizations, Urban & Community Economic Development	As an organization, inCommon''s mission is the reintegration of supportive relational networks into the lives of the homeless, transitioning, and at-risk individuals and families. We have found that in order for someone to transition from poverty, he/she must almost always have the love, encouragement and support that comes with the possession of committed, authentic relationships - unfortunately, the only relationships most of our friends in poverty know are broken relationships, destructive relationships, and service relationships. inCommon works to break down the dichotomy of "giver" and "receiver" and see communities and neighborhoods restored through mutual life transformation within relationship.We recognize the extreme importance and value of material assistance and programs (federal and private, national and local). However, we also recognize the need for healthy and long-term, supportive relationships in the lives of those we hope to serve. In this way, inCommon equips and assists the broader community in diving into a relationship with someone they might not ordinarily integrate into their lives.	The under resourced Park Avenue neighborhoods in Omaha, Nebraska.		Ford Birthsite, Columbus Park, Leavenworth District and Park East Park neighborhoods.	All of Mosaic Community Development's ministries are focused on building relationships with the impoverished and marginalized in our very own city. SupportWorks is a team approach ministry of small church-based groups or families, which exists to -transform communities through community by developing supportive relational networks that offer holistic care for the impoverished with the aim of ending chronic cycles of poverty and restoring lives. Life on the Brick exists as an entry to healthy relationships by providing food and clothing, which will bridge the gap and help address issues of homelessness. We can think of no more beautiful place to build relationships than over a shared meal around the table. Our goal is to break down the dichotomy of 'giver' and 'receiver', and celebrate life alongside one another. We share a meal every Monday night from 5:30-7:00pm. Park Avenue Community Collaboration is a diverse network of over 20 area faith leaders from 12 local churches and organizations focused on responding in relational service to pressing local needs and concerns. Each Saturday a different volunteer/church group provides a free lunch to the community, with the purpose of meeting practical needs and developing relationships among our Park Avenue neighbors. Together Forward: MCD works to partner with local churches to help mobilize them to connect with refugees in Omaha, in the hope of seeing these churches build relationships with the refugee populations and develop holistic ministries to serve one another. Since early 2007, local church Coram Deo has been serving the Burundian Refugee Community through Harambe (Kirundi for 'together pushing forward'). Each Sunday members of small groups pick up members of the Burundian community, fellowship together at church, then join one another at MCD for a home-cooked meal as they practice learning English through ESL and in the context of community.	We have spent a lot of time with neighbors and residents, serving over 20,000 meals to date!  We have also been spending most all of our efforts bringing the neighborhoods a central Community Center that will open in Spring 2011.
Little Vikes Athletic Association Auxiliary Inc	http://		EIN 47-0594972	2582 Redick Ave	Omaha	NE	68112	USA	Children & Youth						
United Way Of South Central Nebraska Inc	http://www.unitedwayscne.org	(402) 461-8412	EIN 47-0402359	301 S Burlington Ave	Hastings	NE	68901	USA	Federated Giving Programs, Philanthropy	Fund raising for other non-profit organizations				Through fund raising the united way helps support over 20 agencies with fundraising from the general public.	
Wachiska Audubon Society	http://www.wachiskaaudubon.org	(402) 486-4846	EIN 51-0229888	4547 Calvert St Ste 10	Lincoln	NE	68506	USA	Environment, Natural Resources Conservation & Protection	The mission of wachiska audubon society is to preserve and restore native grasslands and other natural ecosystems, promote birding, support natural wildlife, provide educational opportunities and advocate on behalf of our natural environment and sustainability in southeast nebraska.				Programs and education - includes field trips,backyard habitat tours, prairie celebrations, natural science classes and lectures, classroom workshops and general meeting programs.   conservation and habitat - identify and organize projects and programs for habitat preservation, restoration and education. Finding and helping to preserve and restore natural habitat such as natural prairie lands and wetlands.	
Light Of Life Foundation	http://		EIN 39-1525428	2441 S 60TH St	Lincoln	NE	68506	USA							
Grace Lutheran Church	http://		EIN 47-0584520	Po Box 259	Platte Center	NE	68653	USA							
Community Health Charities	http://www.chcne.org	(402) 614-8500	EIN 23-7162972	212 S 74th St Ste 205	Omaha	NE	68114	USA	Health	Improving lives by raising funds for nebraska's health charities through workplace giving.				Chc-ne connects employees and employers via the workplace to chc's member charities and their programs, services and volunteer opportunities. It is through this relationship that employees and employers have this opportunity to give back to the chc-ne member charities through payroll deduction.	
Vine Congregational Church Foundation	http://		EIN 47-0718475	1800 Twin Ridge Rd	Lincoln	NE	68506	USA							
Hearts United for Animals	http://www.hua.org	402-274-3679	EIN 47-0773858	P. O. Box 286	Auburn	NE	68305	USA	Animal Protection & Welfare, Animals	Hearts United for Animals provides quality care and/or adoptions and promotes animal welfare issues with emphasis on pet overpopulation and substandard breeding facilities for dogs and cats.	rescue dogs from puppy mills and promote spay/neuter and other animal welfare related causes.			our Puppy Mill Rescue program, Tia's Place for pets of families fleeing domestic violence, operation of a low cost spay/neuter clinic, and providing emergency medical funding for pets of low income families.	Over 10,000 dogs rescued from puppy mills. Over 12,000 animals altered at our low cost spay/neuter clinic.
Prince Of Peace Baptist Church	http://		EIN 47-0778931	7818 Raven Oaks Dr	Omaha	NE	68152	USA							
International Church Of The Four Square Gospel	http://		EIN 94-3019559	1702 2nd Ave	Nebraska City	NE	68410	USA							
Bemis Center For Contemporary Arts	http://www.bemiscenter.org	(402) 341-7130	EIN 47-0653927	724 S 12th St	Omaha	NE	68102	USA	Arts & Culture, Arts Services	The spirit and programs of the bemis center for contemporary arts are based on the conviction that exceptional talent deserves to be supported. Our practical commitment to this belief is achieved by providing well-equipped studio spaces, living accommodations and a monthly stipend to artists who are awarded residencies. These artists come from around the world to work within a supportive community of like-minded people. The atmosphere and environment offer an ideal situation for creative growth and experimentation and encourage artists to confront new challenges.				Residencythe bemis center for contemporary arts creates transformative opportunities for our artists-in-residence to explore and realize their most important ideas by providing: access to a supportive and rigorous intellectual community, robust opportunities for studio and social practice, generous live/work space, up to three months of uninterrupted and focused time, extensive technical assistance and financial support. The bemis center supports artists at our main campus in the old market and at carver bank in north omaha. Additionally, artists-in-residence participated in public programming including exhibitions, workshops, lectures and open studios.   community arts:the community arts program extends the bemis center's reach outward to areas beyond our four walls. Through collaboration with artists, organizations, schools and businesses, the bemis center seeks to raise public awareness and create vital roles for art and artists to directly engage the community. Projects include public sculpture, murals, curricula development, human service programs, urban interventions, management of artist calls, artwork master-planning and artwork commission processes.   other miscellaneous program services	
Youth Recreation Inc	http://		EIN 47-6000755	Po Box 462	Beatrice	NE	68310	USA	Children & Youth, Youth Centers & Clubs						
Nebraska Methodist Health System Self Insurance Trust Fund	http://	(402) 354-4840	EIN 36-3699672	8511 W Dodge Rd	Omaha	NE	68114	USA	Insurance Providers	The nebraska methodist health system self insurance trust fund provides a pooled fund from contributions of the nebraska methodist health system affiliates which results in a cost effective method of controlling, reducing and protecting risks of legal liability which arise out of the rendering of care to the sick and injured.				The trust fund was organized to provide medical malpractice & general liability self-insurance protection for nebraska methodist health system and its affiliates. The trust posts funds of the beneficiaries to self-insure exposure of employees and certain agents. These exposures include malpractice, patient related general liability, and comprehensive general liability. This pooling of funds helps to reduce insurance expense resulting in lower cost medical services to the community.	
Women's Aglow Fellowship	http://www.aglow.org/		EIN 51-0186708	1001 Superior St	Lincoln	NE	68521	USA	Christianity, Religion	Aglow International is an intercultural transdenominational organization of Christian women with more than 3,500 fellowships in more than 151 nations. Our mission is to lead women to Jesus Christ and provide opportunity for Christian women to grow in their faith and minister to others. Aglow's vision to impact the lives of women worldwide is expressed in the strategic focuses of: Prayer, Evangelism, Relationship, and Reconciliation.					
Columbus Area Arts Council	http://www.discoverthearts.org		EIN 47-0654371	250414th St	Columbus	NE	68601	USA	Arts & Culture, Arts & Humanities Councils & Agencies, Arts Services	Enriching the community through the arts.				Programs sponsored include the art gallery, elementary school traveling art exhibit, visiting professors and artists.	
Opera-Omaha Foundation	http://		EIN 36-3727896	1625 Farnam St Ste 100	Omaha	NE	68102	USA	Arts & Culture, Single Organization Support						
Douglas County Nebraska	http://		EIN 47-6006455	Omaha Douglas Civic Center	Omaha	NE	68183	USA	Fairs, Sports						
Nebraska Zen Center Incorporated	http://		EIN 47-0590227	3625 Lafayette Ave	Omaha	NE	68131	USA							
Platte Valley Gymnastics Academy	http://		EIN 47-0678624	1204 3rd Ave	Scottsbluff	NE	69361	USA	Amateur Sports, Sports						
Omaha Center For Torah Learning Inc	http://		EIN 47-0807264	10050 Regency Cir Ste 150	Omaha	NE	68114	USA	Judaism, Religion						
Bellevue Day Care Learning Center Inc	http://		EIN 47-0620868	8202 S 89TH Plz Apt 6	La Vista	NE	68128	USA	Child Day Care, Children & Youth						
Ogallala Baseball Association Inc	http://		EIN 47-0700631	117 E 4th St	Ogallala	NE	69153	USA	Religion, Religion-Related						
Bayards Chimney Rock Museum	http://		EIN 47-0784931	Po Box 345	Bayard	NE	69334	USA	Arts & Culture, Museums						
Omaha Atheists	http://		EIN 27-2215316	7109 S 93rd St	La Vista	NE	68128	USA	Religion, Religion-Related						
React International	http://		EIN 51-0198227	Po Box 894	Grand Island	NE	68802	USA							
Keep Kids Alive Drive 25	http://www.KeepKidsAliveDrive25.org	402-334-1391	EIN 82-0571798	12418 C St	Omaha	NE	68144	USA	Automotive Safety, Crime & Law, Crime Prevention, Disaster Aid, Health, Public Health	The mission of KEEP KIDS ALIVE DRIVE 25 is to make streets safer for all who walk, ride, play, and drive. Doing so preserves lives and relationships.	Residents of every neighborhood in the U.S., and when possible, beyond.	Millions in communities throughout the U.S.	United States, as well as communities across the globe.	Consultation and Presentations to Community/Neighborhood Groups, Schools, Businesses, and Municipal Leaders on developing comprehensive neighborhood traffic safety education campaigns that include:  America's Trash Talks to Keep Kids Alive Keep Kids Alive Drive 25 Stop! Take 3 To See Seat Belts-FASTENATING! It's Not A Race! Create Space Be Aware! Drive With Care No Need To Speed Check Your Speed  A License to Live - An in-school safe-driving education and marketing campaign that is student driven.  Parenting at the Speed of Life   Annual "Run to Remember" as part of the Pikes Peak Ascent Trail Race in honor of loved ones who have died in traffic incidents.	Over 1600 communities have initiated a Keep Kids Alive campaign. These represent 49 U.S. States, 3 Canadian Provinces, the Bahamas, and Queensland State, Australia.  Oceanside, CA saw a 16% decrease (6 mph) in average speeds when implementing a Keep Kids Alive Drive 25 yard sign campaign.  As the first community to initiate "America's Trash Talks to Keep Kids Alive," Oro Valley, AZ realized a 13.5% decrease in average speeds on neighborhood streets - 24.5 mph on average.
Church Of Christ Of Fairbury	http://		EIN 51-0155195	Po Box 632	Fairbury	NE	68352	USA							
World Entertainment Series	http://		EIN 47-0646509	624 Meridian Ave	Cozad	NE	69130	USA							
Harvey Oaks Baptist Church	http://		EIN 47-6029435	14515 Harvey Oaks Ave	Omaha	NE	68144	USA							
Questers, Inc. 910 Moffitt	http://		EIN 51-0244152	1116 N 37th St	Lincoln	NE	68503	USA							
Nebraska Border Collie Rescue Inc	http://nbcrescue.org		EIN 73-1645105	824 Calais St	Bellevue	NE	68123	USA	Animal Protection & Welfare, Animals						
Deer Park Neighborhood Association	http://	(402) 733-2387	EIN 36-3258853	1702 Ontario St	Omaha	NE	68108	USA		Inform and educate its members on current events relating to neighborhood quality by promoting safety, crime prevention, housing and business development. Promote the unique assets of deer park neighborhood. Develop cooperative fellowships; determine and implement plans to meet specific needs of the neighborhood; foster homeownership; contribute to a clean, safe and sanitary neighborhood and eliminate and prevent community deterioration.				Neighborhood activities; neighborhood patrols; neighborhood beautification.	
Art Farm	http://		EIN 36-3988416	1306 W 21 Rd	Marquette	NE	68854	USA	Fairs, Sports						
Northeast Family Center	http://www.nfclincoln.org/	402-471-3700	EIN 91-1787068	6220 Logan Avenue	Lincoln	NE	68507	USA	Community & Neighborhood Development, Economic Development	We are committed to building strong families and vital neighborhoods by educating, supporting, and advocating for the diverse children and families of our community.			Lincoln, NE	Parenting program provided services to approx 500 families. These programs are directed at teaching parenting skills. Activities include play groups and parents as teacher programs, home visitation programs are also included.   child care programs include after school programs and summer activites. A total of over 150 children participated in these along with 4-h and intergenerational club.   food programs for qualifying families. Families at risk of hunger may receive nutritionally balanced weekly food or food from emergency pantry. This serves approximately 350 families.	
Echo Inc 56th & Northwest Radial	http://		EIN 47-0552588	PO Box 4002	Omaha	NE	68104	USA							
Midwest Heart Connection	http://www.midwestheartconnection.com	402-210-6897	EIN 20-1067547	PO Box 334777	Omaha	NE	68134	USA	Birth Defects & Genetic Diseases, Health, Heart & Circulatory System Diseases & Disorders	Our mission is: (1)to meet the needs of parents and families of CHD children, as well as the children and adults with CHD, by providing support and information. (2)to raise awareness in order to reach other families, and to encourage the community to be more understanding of the needs of those with CHD. (3)to raise funds that will increase parent and patient comfort and support at Children's Hospital in Omaha, NE and other hospitals where CHD children are treated. (4)to raise funds for pediatric cardiology research so that more children with heart defects will survive, live longer, and lead an improved quality of life.	those affected by congenital heart disease (CHD) in the midwest		Nebraska, Iowa, South Dakota	Surgery day care kits, free meals to families in the hospital, Camp Braveheart of Nebraska, support gathering for those affect by CHD, research funds in pediatric cardiology	-Midwest Heart Connection has raised nearly $500,000 in last 10 years to support those affected by CHD -Provided over 1,500 surgery day care kits to families in the hospital facing surgery -Sent nearly 150 kids to a summer camp exclusively for kids with CHD
Lincoln Parks & Recreation Fndn	http://www.lincolnparks.org	(402) 441-8258	EIN 36-3853746	2740 A St	Lincoln	NE	68502	USA	Environment, Parks & Playgrounds	The lincoln parks foundation's mission is to inspire and nurture a philanthropic legacy for parks and recreation in our community.				Our major program is to provide funding for improving lincoln's parks and recreation system and programs. 2014 program highlights: -continued the major fundraising campaigns for nebraska's centennial mall, the woods tennis center renovation campaign, and the airport entry corridor -took five endowment funds under management from the city of lincoln. -created four new endowments for permanent maintenance of major improvement projects. -assisted with numerous small neighborhood park improvements through our grant program.	
CASA of Douglas County Nebraska	http://www.casaomaha.org	402-932-5683	EIN 35-2171298	2412 St. Mary's Ave	Omaha	NE	68105	USA	Child Abuse Prevention, Children & Youth, Children & Youth Services, Crime & Law, Domestic Violence, Protection Against Abuse	The mission of the National Court Appointed Special Advocate (CASA) Association, together with its state and local members, is to support and promote court-appointed volunteer advocacy for abused and neglected children so that they can thrive in safe, permanent homes.	Foster Care Children in Douglas County, Nebraska		Douglas County Nebraska	Casa for douglas county, as a member of both the national and nebraska casa associations, advocates for the best interests of abused and neglected children in douglas county juvenile court and foster care proceedings through the use of trained, court appointed, citizen volunteers. These volunteers provide a "voice" for the children while ensuring that they are safe, that their needs are being met, and that efforts are made to expedite permanent homes for these children. It is casa's court appointment and "one-on-one" approach that makes our organization different from any other child advocacy group. Each casa volunteer monitors one child or sibling group at a time and remains for the life of the case, until a permanent and "forever" home is found for each child. At times, casa volunteers are the only consistent adult presence in a foster child's world of revolving case workers, attorneys, foster parents, schools, and providers in the child welfare maze. Casas are that one professional in a child's life who is not getting paid to be there!	
R-6 Building Improvement Corp.	http://		EIN 47-0772475	2525 N St PO Box 30246	Lincoln	NE	68503	USA	Education						
Society Of Manufacturing Engineers	http://		EIN 91-1841207	2500 E 23RD St	Columbus	NE	68601	USA							
Nebraska Association Of Resources Districts Foundation Inc	http://www.nrdnet.org	(402) 471-7670	EIN 36-3766008	601 S 12th St Ste 201	Lincoln	NE	68508	USA	Environment, Natural Resources Conservation & Protection	The nard foundation is a support organization for the state of nebraska's 23 natural resources districts (nrd's). The nrd's are responsible for maintaining and monitoring nebraska's soil, water, and other resources.				To provide support for youth education programs that allow students the opportunity to learn and pursue their interests in the field of natural resources.	
Nebraska Outdoor Encounter, Inc.	http://		EIN 47-0590592	3300 Kajan Dr	Lincoln	NE	68506	USA							
Bethany Home Foundation	http://	(308) 832-1594	EIN 91-1784267	Po Box 150	Minden	NE	68959	USA	Philanthropy, Public Foundations	The purpose of bethany home foundation, inc. Is to help support the ordinary business operations of bethany home, inc.				To provide support for the ordinary business operations of bethany home, inc.	
I Can Ride Inc	http://		EIN 47-0787763	544 S 126th St	Omaha	NE	68154	USA	Education						
Easter Seal Society Of Nebraska Inc	http://www.ne.easterseals.com	(402) 345-2200	EIN 47-0457872	12565 W Center Rd Ste 100	Omaha	NE	68144	USA	Camps, Developmentally Disabled Centers, Disabilities, Health, Patient & Family Support, Sports, Voluntary Health Associations & Medical Disciplines	Dedicated to serving children and adults with disabilities resulting from any cause.				Job training & employment services - workforce development programs through partnerships with universities, state stakeholders, foundations and other service providers deliver statewide programs including, but not limited to: providing comprehensive case management and rehabilitation technology services for farm and ranch family members affected by mental and/or physical disabilities; assisting nebraskans with disabilities to develop individualized plans to reach self-sufficiency through full use of state and federal work incentive programs as well as other vocational evaluation and assessment program services; planning and monitoring for job placement and work adjustments; training recipients on occupational skills to enter or re-enter the workforce; and providing school-to-work transition programs.   camping, respite, and recreational services - camp programs provide opportunities for children and adults with physical and cognitive disabilities to make friends, acquire new skills of independence while giving family and caregivers a break from 24/7 daily responsibilities of care.   rural solutions - helping farmers and ranchers who have sustained a disabling illness or injury attain financial security and reach their full functional capacity, and provide comprehensive case management and rehabilitation technology services unique to self-employment and rural independent living situations.	
Kiwanis Club Of Omaha Inc Foundation	http://	(402) 393-2413	EIN 47-6036144	13325 Hillsborough Dr	Omaha	NE	68164	USA		Providing grants to youth serving organizations.				Raising money to donate to various childrens' organizations for the benefit of helping children in the community.	
Brownell Talbot Foundation	http://		EIN 47-0655319	400 N Happy Hollow Blvd	Omaha	NE	68132	USA							
PRAIRIE LOFT CENTER	http://www.prairieloft.org	(402) 463-0565	EIN 20-1556250	Po Box 1731	Hastings	NE	68902	USA	Children & Youth, Youth Development - Agricultural	To teach agricultural appreciation, outdoor education, cultural connections, and the wise use of natural resources.				Prairie loft provides place-based experiential learning opportunities for students, families, teachers, community organizations and businesses. Operational funding and in-kind support comes from individual donors and from local and national businesses, foundations and corporations. Currently, approximately 30% of our income comes from earned revenue through facility rental, workshop fees and event admission. More than 9,000 people of all ages participate in Prairie Loft's programs on site each year. Prairie loft has reached more than 6,500 people through presentations and workshops off site, in addition to more than 2,000 followers on social media. Board of directors and staff are responsible for program development and implementation, strategic planning, fundraising, outreach and collaboration with other organizations. Approximately 350 volunteers assist with programs and facility upkeep each year.	
National Council Of Negro Women Inc	http://		EIN 47-0813311	Po Box 11625	Omaha	NE	68111	USA							
Pioneer Fund	http://		EIN 47-0693119	Po Box 430	Fort Calhoun	NE	68023	USA							
North Platte Public Schools Foundation Inc	http://www.nppsf.org	(308) 696-3325	EIN 47-0780300	Po Box 1557	North Platte	NE	69103	USA	Education, Elementary & Secondary Schools, Literacy, Scholarships, Scholarships & Student Financial Aid	The north platte public schools foundation is dedicated to enhancing the educational opportunities for north platte public schools' students by:* providing expanded educational opportunities for all students. * providing grants to support innovative instructional programs to strengthen and enrich the public education curriculum. * reinforcing a positive relationship between the community and our schools.				Provide scholarships, grants and other programs for the benefit of north platte public schools, its educators, and students.	
Navy Mothers Club Of America, Inc.	http://		EIN 47-6033708	3738 S 49th St	Omaha	NE	68106	USA							
Success 4 Life Foundation	http://		EIN 27-1089998	5503 Grand Ave	Omaha	NE	68104	USA	Children & Youth, Youth Development Programs						
Merrick County Historical Museum Inc	http://		EIN 23-7062068	211 E St	Central City	NE	68826	USA		The museum was organized to collect memoribilia from the past and present to preserve the history of merrick county and nebraska.				The museum was organized to collect memoribilia.   the museum was organized to collect memoribilia from the past and present to preserve the history of merrick county and nebraska. The expenses were incurred to help the museum achieve their purpose.	
Ralston Archives Museum Inc	http://		EIN 47-0654216	6329 S 95th St	Omaha	NE	68127	USA	Arts & Culture, Historical Organizations						
The Arbors	http://		EIN 91-1859484	11606 Nicholas St Ste 100	Omaha	NE	68154	USA	Homeless & Housing, Housing Development, Construction & Management						
Bellevue Little Theatre Inc	http://		EIN 47-6046535	Po Box 162	Bellevue	NE	68005	USA	Arts & Culture, Theater						
Food Bank for the Heartland	http://www.FoodBankHeartland.org	402 331 1212	EIN 47-0637701	10525 J Street	Omaha	NE	68127	USA	Emergency Assistance, Food, Food Banks & Pantries, Human Services	To eliminate hunger in Nebraska and Iowa	eliminate hunger.	over 25,000 different people find emergency food assistance in our service area each week.	Nebraska and western Iowa	emergency and supplemental food distribution, weekend food for children, after school meals and snacks, deliveries to seniors in low-income housing and food stamp assistance.	In 2014 Food Bank for the Heartland distributed 16 million pounds of food to hungry people in Nebraska and Iowa, a 100% increase since 2009.
