name	url	telephone	tax_num	street	locality	region	postcode	country	Causes	Mission	Results	Target demographics	Direct beneficiaries per year	Geographic areas served	Programs
Insight University	http://www.insightu.net	505-989-1887	EIN 26-3793121	411 St. Michaels Dr Ste 2	Santa Fe	NM	87505	USA	Education, Graduate & Professional Schools, Universities	Insight University is here to assist us in transforming ourselves into loving so that the greater transformation of the planet to loving will take place.  John-Roger, DSS Founder and Chancellor	See what our current students say about the Ed.D. program:  http://insightu.net/who-we-are/current-students/			Global	Transformational Leadership is an action-oriented program created for individuals who are passionate about the connection between personal, institutional, organizational and societal transformation. The focus is on the development of innovative ways to take the initiative and make a contribution in an area that the student deeply loves.The Doctor of Education in Transformational Leadership is designed for leaders who have the responsibility to grow others in an organizational setting, as educators or in program planning and to participate in social and governmental arenas in the development of policy. The program curriculum is a stimulating, rigorous, and challenging course of study. By knowing how to discover, one can more easily inspire and guide others to recognize their own heartfelt wisdom, and to have the character to choose and act from their higher awareness.
El Ranchito De Los Ninos Inc	http://www.elranchitonm.org	(505) 565-4470	EIN 85-0471183	Po Box 2400	Los Lunas	NM	87031	USA	Residential Care & Adult Day Programs	El ranchito de los ninos is a public charity, not-for-profit organization that provides children (focusing on sibling groups) with a permanent/long-term, non-denominational home in a rural family farm setting as an alternative to foster care.					El ranchito de los ninos provides an alternative to foster care. Their goal is to give children from the ages of 0-18 a stable home and allow sibling groups to remain together.
Ambassadors For Christ Ministries	http://		EIN 77-0433480	2565 Sandia Loop Ne	Rio Rancho	NM	87144	USA	Christianity, Religion						
Coro De Camara	http://		EIN 85-0369479	Po Box 159	Los Alamos	NM	87544	USA							
Offcenter Community Arts Project	http://offcenterarts.org	(505) 247-1172	EIN 85-0480889	808 Park Ave Sw	Albuquerque	NM	87102	USA	Arts & Culture, Arts, Culture & Humanities, Visual Arts	OFFCenter's mission is: To promote positive self identity and resilience through art making by providing a safe environment for creative social interaction with an emphasis to enhance the lives of those most marginalized in our community.	Since 2001 OFFCenter has become a 'home place' for creative expression in our community, encouraging all to participate and to recognize the shared humanity among us all.  Art Saves Lives.	All in our Community. Creativity is Transformative!	Annually OFFCenter serves about 3,000 individuals in our community!  Many participate multiple times throughout the year.	Albuquerque, New Mexico	25 hours per week of creativity access for no charge to the public in our open studio, including free weekly drop-in workshops such as drawing and painting, card making , guitar and ukulele, creative writing, knitting and crocheting.  Outreach programming includes 32 weeks a year of title 1 k-5 after-school art activities at a neighborhood elelmentary school, a summer kids only art program in studio, an annual full day Folk Art Festival, music & coffeehouse nights and more!
Animal Humane New Mexico	http://AnimalHumaneNM.org	505.255.5523	EIN 85-0207652	615 Virginia St SE	Albuquerque	NM	87108	USA	Animal Protection & Welfare, Animals, Human Service Organizations, Human Services, Public & Societal Benefit	The mission of Animal Humane | New Mexico is to improve the lives of companion animals through sheltering, adoption, community education, providing quality low-cost veterinary services to families in need, and programs that reduce pet overpopulation.	Remarkable 2010 Accomplishments Include:  100% Adoption Rate for all Healthy Pets in Their Care!  4,810 Homeless Pets Adopted into Loving Homes  10,000+ Spay/Neuter Surgeries at Their Campus Donor-Subsidized Veterinary Clinic  5,342 Veterinary Appointments for Low-Income Pet Owners   1,300 Homeless pets nurtured in Their Life-Saving Foster Care Program  860 Homeless Pets Transferred to Animal Humane from 25 Partner Shelters in the State	Animal Humane's services are available to everyone. Any one may find their new best friend at one of their three Adoption Centers. Their adoptable pets our vaccinated, sterilized and trained, making them the best pet ever! Their donor-subsidized Veterinary Clinic, a low-cost clinic offering spay/neuter services and critical and emergency care to low-income pet owners, is the only one of its kind in New Mexico. Clinic patients need only qualify financially. Please visit AnimalHumaneNM.org for qualification details.  Animal Humanes veterinary team hosts monthly vaccinations clinics open to the general public. Their Behavior Department offers rewards-based training classes at each of our three locations and operates a free Behavior Hotline (505.938.7900) available to all pet owners. They offer quality pet products at affordable prices at each of their pet stores (Animal Outfitters I at 615 Virginia St. SE and Animal Outfitters II at 9132 Montgomery Blvd. NE) and they operate a Pet Food Bank that distributes free food to needy pet owners and rescue groups statewide.	Total No. of Homeless Pets Served in 2010 = 21,529 Total No. of Pet Owners Served in 2010 = 24,596	Our services are available to everyone regardless of residency.	Adoptions offered at three locations High volume low-cost spay/neuter clinic Albuquerque's only Trap/Neuter/Return program Quality critical & emergency veterinary care Life skills & rewards-based training for canines and their owners Free Behavior Helpline 505.938.7900 Pet Food Bank for pet owners & rescue groups Monthly vaccination clinics open to the public and  Foster care for young, shy and ill pets
New Mexico Drug Policy Foundation	http://		EIN 31-1575276	P.O. Box 6994	Albuquerque	NM	87197	USA	Mental Health, Substance Abuse Prevention						
Teambuilders Counseling Services, Inc.	http://www.teambuilders-counseling.org	505-471-5006	EIN 85-0433171	2504 Camino Entrada	Santa Fe	NM	87507	USA	Children & Youth, Community Mental Health Centers, Human Services, Mental Health, Neighborhood Centers, Youth Community Service Clubs, Youth Development Programs	The MISSION of TeamBuilders is to provide a comprehensive array of individualized services designed to empower our children, families, and community.				Alamogordo, Clayton, Clovis, Espanola, Fort Sumner, Grants, Las Cruces, Las Vegas, Los Lunas, Mescalero, Portales, Raton, Rio Rancho, Ruidoso, Santa Fe, Santa Rosa, Taos, Tucumcari, Albuquerque	Counseling and Psychiatric Care, Behavior Management and Skills Development Services, Home-Based Family Support, Treatment Foster Care, Adolescent Substnace Abuse and Relapse Prevention, Adoption Counseling/Home Studies, Adult Community corrections, Adult Wraparound Services, After School Programs, Assessment Services, Behavioral Respite Care, Bonem Home Children's Residential Treatment Center, Case Management Services, Child Abuse Prevention Activities, Child Development Center, Crisis Intervention, Dialectical Behavioral Therapy (DBT), Emergency Shelter Care, Golden Willow Retreat Center, Grief Counseling, Individual, Couples, Group and Family Therapy, Juvenile Community Corrections, Life Skills Development, Multisystemic Therapy (MST), Professional Consultation and Trainings, Support Groups, Sandplay Therapy, School-Based Behavioral Health Care, Transitional Living Services
Air Care Alliance	http://		EIN 95-4371720	2060 State Highway 595	Lindrith	NM	87029	USA							
Wild Spirit Wolf Sanctuary	http://www.wildspiritwolfsanctuary.org		EIN 85-0424026	Hc 61 Box 28	Ramah	NM	87321	USA	Animal Protection & Welfare, Animals, Education, Wildlife Sanctuaries	Provide permanent lifetime sanctuary for captive-bred wolves and wolf-dogs.					Amimal care: food purchasing and preparation. Feeding, cleaning and caring for animals. Vet care, usda record keeping, transportation to veterinarian. Rescue and rehabilitation of displaced captive-bred wolves and wolf-dogs.   daily activities: providing a safe, clean, secure habitat for the wolves. Building and remodeling enclosures. Volunteer housing. Landscaping, trail building. Daily public tours and in-house outreach programs.   education: research and development of educational material, program tours and seminars. Live public presentations, guided daily tours, school field trips and outreach programs.   other program services: building and maintaining grounds for daily guided public tours. Landscaping. Trail building, forest and road maintenance. Pond construction and pathway reconstruction for handicap access.
Arc Of New Mexico Foundation	http://www.arcnm.org	(505) 883-4630	EIN 26-1684834	3655 Carlisle Blvd Ne	Albuquerque	NM	87110	USA	Philanthropy, Public Foundations	Non-profit corporation that provides fundraising and financial support to the arc of new mexico.					Fundraising and financial support to the arc of new mexico.
New Mexico Symphony Orchestra	http://www.nmso.org		EIN 85-0110386	PO Box 30208	Albuquerque	NM	87190	USA	Arts & Culture, Symphony Orchestras	The New Mexico Symphony Orchestra exists to perform orchestral music of many eras and cultures for the wide and ethnically diverse audience of its New Mexico home.  Performed at the highest level of commitment, technical achievement and passion, the work of the professional musicians of the NMSO and the members of the Symphony Chorus entertains, educates, and illuminates through the language of music our human search for purpose.					The New Mexico Symphony Orchestra performs for an audience of over 130,000 each season in Classical, Pops, outdoor Symphony Under the Stars, special, educational, and neighborhood concerts.  The Orchestra's educational programs serve over 50,000 young people each year - all free of charge.
CATHOLIC DAUGHTERS OF AMERICA 1359 CT OUR LADY OF BELEN	http://		EIN 23-7177460	19694 Highway 85	Belen	NM	87002	USA							
SPAY & NEUTER ACTION PROGRAM (SNAP)	http://www.snapnewmexico.org	575-524-9265	EIN 31-1631899	2405 W. Picacho, Ste. 103	Las Cruces	NM	88007	USA	Animal-Related, Animals	Prevent the suffering and death of dogs and cats due to overpopulation.	Over 11,000 pets have been sterilized since SNAP started in 1999.  This has saved taxpayers monies and assisted lower income pet owners get their animals fixed at an affordable cost.	lower income pet owners get their animals fixed	with the sterilization of over 1,000 pets belonging to lower income pet owners	Dona Ana County, NM	Reduced co-pay amounts to lower income pet owners to get their companion animals sterilized
Centro De Los Ninos	http://		EIN 74-2814791	PO Box 541	Canjilon	NM	87515	USA	Child Day Care, Children & Youth						
Black Bear Benevolent Bureau	http://		EIN 26-0905931	Po Box 36198	Albuquerque	NM	87176	USA	Animal Protection & Welfare, Animals						
A Peaceful Habitation & Aftercareministry	http://www.apeacefulhabitation.org	(505) 440-5937	EIN 20-4720390	Po Box 53516	Albuquerque	NM	87153	USA	Crime & Law, Rehabilitation Services for Offenders	To extend christ's unconditional love and hope to women released from correctional facilities.					Provide housing for women upon release from prison and/or jail, mentorship in connection with life after release,referrals for resources to aid in reintegration into society including without limitation local faith based services,state and local agencies, and any/all services to assist individual needs and parole/probation mandates.
GALLUP PUBLIC RADIO	http://www.kglp.org		EIN 85-0385909	705 Gurley Ave	Gallup	NM	87301	USA	Arts & Culture, Radio	Kglp's primary mission is to provide a radio service that encourages intellectual curiosity and critical analysis. Kglp's mandate is to provide for the otherwise un-served tastes and interests of the public in the gallup area and to present materials that challenges the mind, provokes thought, broadens views and educates the whole person.					Gallup public radio was established to provide gallup and the surrounding areas with public radio. We have enhanced community outreach news, public affairs content and music programming for all our listeners. We have a listener base of 3,000 listeners per week.
Showcase Concert Series Inc	http://		EIN 31-1514388	PO Box 15232	Farmington	NM	87401	USA	Arts & Culture, Single Organization Support						
University Of New Mexico Alumni Association	http://www.unmalumni.com	(505) 277-5808	EIN 85-6010741	Unm Hodgin Hall Msc01-1160	Albuquerque	NM	87131	USA	Alumni Associations, Education	The alumni association is a vital partner in the continued excellence of the university of new mexico through the significant engagement of alumni. The alumni association's mission is to serve as a bridge between alumni and the university to ensure the continued success of the university and to enrich the lives of alumni.					The alumni association is a vital partner in the continued excellence of the university of new mexico through significant engagement of its alumni. The programs of the alumni association strengthen the collaboration with off campus and on campus constituents to meet the needs of the university. A primary objective of the association is to foster enduring involvement with pride in and commitment to unm, its colleges, schools, and programs.
Lighthouse Mission Inc	http://		EIN 85-0373687	Po Box 297	Clovis	NM	88102	USA							
New Mexico Wilderness Alliance	http://www.nmwild.org		EIN 85-0457916	P.O. Box 25464	Albuquerque	NM	87125	USA	Environment, Natural Resources Conservation & Protection	The New Mexico Wilderness Alliance is dedicated to the protection, restoration, and rewilding of New Mexico''s Wilderness areas. We focus on forward-looking measures to develop an active and educated Wilderness constituency throughout the state. We build upon New Mexico''s long history of Wilderness protection in developing a new Wilderness movement here in the Land of Enchantment. To do this, we incorporate grassroots organizing, media outreach, public relations, and scientific research strategies to carry out a comprehensive Wilderness advocacy campaign. Our dedicated volunteers are the force behind our work.					The primary goal of the New Mexico Wilderness Alliance is to ensure the protection and restoration of all remaining wild lands in New Mexico through administrative designations, federal Wilderness designation, and on-going advocacy. To do this, we employ the following programs: Grassroots Organizing, Wilderness Awareness, Coalition Building, Wilderness Inventory, Wilderness Protection, and Membership Development. Each program has its own objective, but jointly our programs are designed to help accomplish the overall long-term goal of Wilderness protection.
Faith And Justice Center Inc	http://	(505) 242-2733	EIN 85-0284187	619 Copper Ave Nw	Albuquerque	NM	87102	USA	Health, Nursing Facilities, Seniors	Provide residential and personal care services to elderly persons					St mary's rest home provided long term residential care for the frail & elderly, inlcuding persons with dementia & alzheimers. We serve up to 31 residents continuously. All services are based on reduced costs and an ability to pay sliding fee scale.
Hosanna Ministries / Faith Comes By Hearing	http://www.FaithComesByHearing.com	800-545-6552	EIN 31-1689927	2421 Aztec Rd NE	Albuquerque	NM	87107	USA	Philanthropy, Philanthropy, Voluntarism & Grantmaking Foundations	Faith Comes By Hearing records and uses heart-language Audio Bibles to bring His church together and make disciples from every nation, tribe, language and people.	Faith Comes By Hearing:  Focuses on reaching and discipling the poor and illiterate peoples of the world with Gods Word.  Offers the largest catalog of Audio Bible recordings, currently in over 700 languages.  Currently has Ministry outreach in more than 180 nations.	the poor and illiterate, half the world lives on less than $2 a day and can not read, those with the least access to God's Word		More than 150 nations	To solicit, manage, and disburse funds, and to otherwise provide support exclusively for the benefit of hosanna, an irc 501(c)(3) tax-exempt organization.
Mountain View Baptist Church	http://		EIN 85-0377951	5500 2nd St Sw	Albuquerque	NM	87105	USA							
Summit Church	http://		EIN 85-0300504	1200 E 30th St	Farmington	NM	87401	USA							
Prosperity Works	http://www.prosperityworks.net	(505) 217-2747	EIN 85-0466059	909 Copper Ave NW	Albuquerque	NM	87102	USA	Community Improvement & Capacity Building	It is our mission to build the capacity of organizations and advocate for policies that support economic prosperity for all New Mexicans.  The work of the organization is: To create and deliver a change model that leads New Mexicans to become empowered; To lead other organizations to become change masters; To lead policy makers to commit to creating pathways and taking action that enhance the public's empowerment.	In counties throughout New Mexico, Prosperity Works and its partners use Individual Development Accounts (IDAs) to build strong communities.   As few as 1,192 families turning their savings into their dreams builds the New Mexico economy. Results as of September 30, 2015 include:  271 Families in safe and secure housing, 516 new/expanded businesses, 405 New Mexicans earning a college degree.	low income families	Our CSA's have over 500 enrolled. Our IDA's have helped over 400 college students, over 270 home buyers, over 516 small business, 19 Agencies	New Mexico	These high-impact strategies: 	Lifespan of Incentive-based Savings Products 	Birth 	Children Savings Accounts (CSA's) 	Youth Savings 	Individual Development Accounts (IDA's) 	Retirement 	Credit as an Asset 	Financial Capability & Coaching 	Consumer Advocacy  addressing the high cost of being poor 	Partnering with Financial Institutions to create affordable, available, & accessible financial products  Prosperity Works partners with organizations across the state so that every New Mexican has the opportunity, knowledge and relationships to achieve economic prosperity.
Church Of Gaia-Council Of Six Directions	http://		EIN 84-1181340	8 Pioneer Rd	Silver City	NM	88061	USA							
Mesilla Valley Habitat for Humanity International Inc	http://www.lascruceshabitat.org	(575) 525-0475	EIN 85-0357525	720 Santa Fe St	Las Cruces	NM	88001	USA	Christianity, Homeless & Housing, Housing Development, Construction & Management, Religion	We are the mesilla valley habitat for humanity (an affiliate of habitat for humanity international), serving the greater las cruces are in dona ana county, new mexico. We have given a hand up (rather than a hand out) to 88 new home owners in our community and are building more homes each build year (october-may).					The organization's main purpose is to eliminate poverty housing and homelessness by building and providing low-cost quality housing to families in greater las cruces area in dona ana county, new mexico.   the organization opened in 2007 the habitat for humanity restore (restore), which sells donated and surplus building materials and other items at discount prices. The restore is operated for the sole purpose of generating funds to assist in habitat's main purpose of building homes.
Monero Mustangs	http://		EIN 27-0058030	Po Box 432	Tira Amarilla	NM	87575	USA	Animals, Wildlife Sanctuaries						
Children's Grief Center of New Mexico Inc	http://www.childrensgrief.org	505-323-0478	EIN 85-0474099	3001 Trellis Dr NW	Albuquerque	NM	87107	USA	Children & Youth, Counseling, Family Counseling, Human Services, Mental Health	The mission of Children's Grief Center of New Mexico is to provide a safe and supportive environment in which children, teens and their families can receive emotional support while grieving a death.					Provide support group, information and referral services and educational programs for bereaved children and caregivers.
The Cab Calloway Foundation	http://		EIN 51-0364488	2335 Wilderness Way	Santa Fe	NM	87505	USA	Philanthropy, Public Foundations						
Friends Of Baila Baila Academy Artists & Dancers Inc	http://	(505) 880-1488	EIN 74-2835504	2801 Girard Blvd Ne	Albuquerque	NM	87107	USA	Arts & Culture, Performing Arts	To supply a means for students of dance to raise funds to help with the coast of atteinding performances					To supply a means for students of dance to raise funds for coast of attending performances
K-9 And Feline Assistance Program Of Tularosa Inc	http://		EIN 26-3303387	Po Box 508	Tularosa	NM	88352	USA	Animal Protection & Welfare, Animals						
San Juan Animal League	http://www.sanjuananimalleague.com	(505) 325-3366	EIN 23-7448839	Po Box 142	Farmington	NM	87499	USA		To alleviate suffering in the animal population within san juan county with low-cost vaccinations, spay/neuter program, & increased pet adoptions.					Rabies & vaccination clinics  spaying/neutering animals  abandoned pet program  trap n release, emergency assistance, & fostering animals  donations to non-profits
Light Of Christ Community Church	http://		EIN 74-2463732	7501 Montgomery Ne Apt 7103	Albuquerque	NM	87109	USA							
Global Center For Culturalentrepreneurship	http://www.culturalentrepreneur.org	(505) 263-5180	EIN 26-0718018	341 E Alameda St	Santa Fe	NM	87501	USA	Education	The organization's mission is to support cultural entrepreneurs working to create and scale their enterprises, advocate for the importance of cultural entrepreneurship and the value of a culture economy and connect a global network of cultural entrepreneurs.					The organization used the new mexico state library and the university of new mexico regents' grant to fund fast forward new mexico, an innovative statewide program that brings cultural entrepreneurs free internet and business tools training through public libraries. The mission of ffnm is to promote digital literacy and increase broadband adoption in our communities, to prepare new mexico's citizens to more successfully participate in economic development and educational opportunities in the digital age. Approximately 1,200 people were trained.
Seed And Light International	http://www.seedandlightinternational.org	(512) 309-4348	EIN 03-0395931	Po Box 16150	Albuquerque	NM	87191	USA	International, International Agricultural Development	Relief and development through sustainable gardening programs and alternative technologies.					Sustainable gardening: 47 food garden projects in 18 countries with the capacity to feed in excess of 269,000 poor and needy people. In conjunction with garden projects people were taught to save seed for future plantings and distribution to others, helping to ensure future sustainability and independence.   alternative technologies: 15 projects in 10 countries effecting approximately 11,000 people. Projects included low-voltage solar-powered lighting, glow-in-the-dark materials, weather stations, shade cloth, and wind fencing systems.   research & development: research, investigation, and trial evaluation of technology for purpose of determining suitability for use in other program services.   education related to agriculture and alternative technology.
truckersfinalmile.org	http://www.truckersfinalmile.org	888 857 7871	EIN 46-5303939	3301-R Coors Blvd., N.W.	Albuquerque	NM	87120	USA		To reunite North American Truck Drivers and Their Family in Times of Crisis	31 Truck Drivers and Their Families served with over $18,800 in benefits paid out on their behalf.	We serve all North American Truck Drivers	31 Truck Drivers and Their families	North America	please visit our website at http://www.truckersfinalmile.org
Imagination Library Of Grant County Inc	http://		EIN 45-2378175	2529 Cecilia St	Silver City	NM	88061	USA	Education, Literacy, Remedial Reading & Encouragement						
Joy Junction	http://www.joyjunction.org	505-877-6967	EIN 85-0360268	4500 2nd St. SW	Albuquerque	NM	87125	USA	Homeless & Housing, Homeless Shelters, Religion, Religion-Related	To share the spiritual and tangible love of Jesus to the homeless, hungry, marginalized and disenfranchised.		Joy Junction is the largest emergency shelter in New Mexico and the only emergency shelter in the state that accepts families, keeping them together.  We help as many as 300 guests a night, of which 70-80 are children.  Including our Lifeline of Hope outreach to Albuquerque's most vulnerable, our kitchen produces around 16,000 meals a month.		Albuquerque Metro Area, New Mexico State, Nation	
House Of Praise Of Albuquerque	http://		EIN 85-0432276	308 Western Skies Dr Se Apt 1	Albuquerque	NM	87123	USA	Christianity, Religion						
