name	url	telephone	tax_num	street	locality	region	postcode	country	Causes	Mission	Results	Target demographics	Direct beneficiaries per year	Geographic areas served	Programs
Women's Aglow Fellowship	http://www.aglow.org/		EIN 93-0800051	8 Loretta Lane Conway AR Aglow	Greenbrier	AR	72058	USA	Christianity, Religion	Aglow International is an intercultural transdenominational organization of Christian women with more than 3,500 fellowships in more than 151 nations. Our mission is to lead women to Jesus Christ and provide opportunity for Christian women to grow in their faith and minister to others. Aglow's vision to impact the lives of women worldwide is expressed in the strategic focuses of: Prayer, Evangelism, Relationship, and Reconciliation.					
Delta Transitional Home	http://		EIN 71-0787223	116 Mulberry St	Marianna	AR	72360	USA	Human Services, Residential Care & Adult Day Programs						
North Arkansas Medical System	http://	(870) 365-2000	EIN 71-0787859	620 N Main St	Harrison	AR	72601	USA	Community Health Systems, Health	The corporation is a public benefit corporation to north arkansas regional medical center. It is organized to operate for the benefit of, to perform the functions of and/or to carry out the purposes of the hospital.					The corporation is a public benefit corporation to north arkansas regional medical center. It is organized to operate for the benefit of, to perform the functions of and/or to carry out the purposes of the hospital.
Degray Rural Fire Department	http://		EIN 71-0658620	164 Hawthorn Ln	Arkadelphia	AR	71923	USA							
Arkansas Foodbank	http://www.arkansasfoodbank.org	501-565-8121	EIN 71-0596734	4301 W. 65th St.	Little Rock	AR	72209	USA	Food, Food Banks & Pantries, Food Programs, Health, Health Support	The Arkansas Foodbank is a cornerstone of hunger relief that acquires and distributes, through local and national partnerships, large quantities of food and other resources to hungry people.  The Arkansas Foodbank has been working since 1984 to eliminate hunger in Arkansas by providing nutritious food to those in need.  In 2008, we distributed almost 11 million pounds: more than 9.2 million pounds of food to our more than 400 member agencies in 33 central and southern Arkansas counties and 1.6 million to other food banks in the state. That is about 55,000 pounds of food per day!  Our network of member agencies includes food pantries, soup kitchens, shelters, senior centers, and after-school programs.  Ninety-five percent of everything the Arkansas Foodbank receives is allocated to programs, enabling our agencies to serve about 23,000 hungry Arkansans in any given week.				33 counties in central and southern Arkansas	
The William J Clinton Foundation	http://www.clintonfoundation.org	(501) 748-0471	EIN 31-1580204	610 President Clinton Ave 2nd Fl	Little Rock	AR	72207	USA	Health, Public Health						The Clinton Global Initiative is a project of the Clinton Foundation that brings together a community of global leaders, university students, and private citizens to identify and implement innovative solutions to the world's most pressing challenges, including poverty alleviation, climate change, global health, and education.
James C Dunbar Trust	http://www.fsbmtnhome.com	(870) 425-2166	EIN 71-6140136	Po Box 1906	Mountain Home	AR	72654	USA		Provide scholarships for mountain home high school students					For the year ending 4-30-14 there will be one (1) check awarded to the mountain home scholarship fund. Scholarships awarded on 7-01-2013 for the year ended 4-30-2014 were $38,864. 00
Church On The Rock-Polk County	http://		EIN 71-0797243	Po Box 87	Hatfield	AR	71945	USA	Christianity, Religion						
Ozark Homeward Bound	http://		EIN 80-0594266	Po Box 155	Harrison	AR	72602	USA	Animal Protection & Welfare, Animals						
Bismarck Fire Protection Assn Inc	http://		EIN 71-0544392	Po Box 123	Bismarck	AR	71929	USA							
Dee Cash Ministries	http://		EIN 71-0530630	PO Box 108	Hamburg	AR	71646	USA							
Childrens Town Preschool Inc	http://		EIN 71-0750275	101 Barnett Rd	Lonoke	AR	72086	USA	Education, Preschools						
Junior Auxiliary Of Harrison Arkansas Incorporated	http://	(870) 365-8492	EIN 71-0618179	Po Box 823	Harrison	AR	72602	USA	Community Service Clubs	To mobilize women to be active and constructive community participants and to assume leadership roles in meeting community needs.					Allocate financial and human resources from members to complete various community service projects.
Dequeen Mena Educational Cooperative	http://		EIN 71-0616511	PO Box 110	Gillham	AR	71841	USA							
Moody Elementary School Pto	http://		EIN 71-0776279	700 Moody Dr	White Hall	AR	71602	USA	Education, Parent & Teacher Groups						
Western Arkansas Regional Management Services Inc	http://		EIN 71-0713928	Po Box 2067	Fort Smith	AR	72902	USA	Government & Public Administration						
Central Christian College Inc	http://		EIN 71-0767916	Po Box 1054	Wynne	AR	72396	USA	Education						
Arkansas 4-H Foundation Inc	http://www.arkansas4hfoundation.com	(501) 671-2044	EIN 71-6060767	1 Four H Way	Little Rock	AR	72223	USA	Children & Youth, Youth Development - Agricultural	The mission of 4-h is to provide opportunities for youth to acquire knowledge, develop life skills, form attitudes, and practice behavior that will enable them to become self directing, productive, and contributing members of society.					4-h center. Educational conference center available primarily to 4-h groups to provide training sessions, awards banquets, retreats, and workshops including technology education.   outdoor camps and state wide contests. Designed to teach youth to appreciate the outdoors, our environment, conservation, wildlife, wildlife habitat, forestry (species, identification, conservation),hunter education (marksmanship, gun safety, archery) and forage leaders.   state 4-h o-rama. Joins 4-h members from 75 counties for competition in 50 areas and to be recognized at the state level for service projects. Scholarship allows donors to present scholarship awards, governor scholarships, state horse contests, grassland, horticulture, and photography.   all other programs including: national citizenship, 4-h national congress - teaches youth about american citizenship, legislature, congressional processes, american constitution, ethnic groups, volunteerism, voting rights and process, national contest trips, livestock, poultry, and dairy.
Parents Of Murdered Children	http://		EIN 31-1331976	1015 W 2nd St Ste 201	Little Rock	AR	72201	USA							
Trinity Pentecostal Church Of Hackett Inc	http://		EIN 71-0582372	1710 Hwy 10 Ne	Hackett	AR	72937	USA							
Gods Feeding Hands	http://		EIN 47-2348168	1200 Reeves Ave	Mena	AR	71953	USA	Food, Food Banks & Pantries						
Congregation Etz Chaim Of Northwest Arkansas	http://		EIN 05-0606656	Po Box 477	Bentonville	AR	72712	USA	Judaism, Religion						
Oasis Of Northwest Arkansas	http://		EIN 26-1498166	Po Box 2722	Bentonville	AR	72712	USA	Homeless & Housing, Temporary Housing						
Quail Unlimited, Inc.	http://		EIN 52-1966548	Rr 6 Box 235A	Paragould	AR	72450	USA							
Christian Motorcyclists Assn Inc	http://		EIN 75-1645187	Po Box 9	Hatfield	AR	71945	USA	Christianity, Religion						
Antioch Volunteer Fire Department Inc	http://		EIN 75-0564708	166 Jim Corbitt Rd	Beebe	AR	72012	USA	Disaster Aid, Fire Prevention						
Impact 360	http://		EIN 20-3132837	1107 Golf Course Dr	Searcy	AR	72143	USA	Human Service Organizations						
OZARK MOUNTAIN ALCOHOL RESIDENTIAL TREATMENT INC	http://www.omartinc.com	870-435-6200	EIN 71-0556680	PO Box 308 116 Snowball Dr.	Gassville	AR	72635	USA	Mental Health, Substance Abuse Treatment	The organization offers treatment for alcohol and drug abusers, both as outpatients and residents.					The organization offers treatment for alcohol and drug abusers, both as outpatients and residents.
Temple Shalom Of Northwest Arkansas	http://		EIN 71-0588885	Po Box 3723	Fayetteville	AR	72702	USA	Judaism, Religion						
Hot Springs Documentary Film Institute	http://www.hsdfi.org	(501) 538-2290	EIN 71-0730452	659 Ouachita Ave	Hot Springs	AR	71901	USA	Arts & Culture, Commemorative Events	Presentation of annual festival					The hot springs documentary film institute annually brings students, educators, filmmakers and the general public award winning and newly released documentary films in a week long festival which provides unique educational opportunities for cultural enrichment through the offering of documentary films, lectures and workshops regarding documentary films.
Nashville Christian Academy Inc	http://	(870) 451-4669	EIN 62-1669908	Po Box 128	Nashville	AR	71852	USA	Education, Elementary & Secondary Schools, Literacy	Providing education to preschool and elementary age children					The school was not operational for this fiscal year but plans to reopen in august of 2015
Lakewood Child Care Center Inc	http://		EIN 71-0807779	1180 Carpenter Dam Rd	Hot Springs	AR	71901	USA	Education, Preschools						
The Southern Delta Church of Wicca	http://		EIN 71-0758494	104 Main St.	Lake City	AR	72437	USA		To teach the tenets of the Wiccan Religion and promote interfaith action among differing Faiths to build a stronger community.			18 families with home repairs		Community Out Reach for low-income families
Messiah Ministries Inc	http://		EIN 71-0654888	Po Box 425	Paris	AR	72855	USA							
Associated Brotherhood Of Christians	http://		EIN 91-1799652	500 Ash Ave	Mcdougal	AR	72441	USA							
Area Agency On Aging Of Southeast Arkansas Inc	http://www.aaasea.org	(870) 543-6300	EIN 71-0521880	709 E 8th Ave	Pine Bluff	AR	71601	USA	Human Services, In-Home Assistance, Senior Centers, Seniors, Transportation Assistance	The aaasea's vision is to be the #1 provider of services in the community, embracing today and tomorrow's needs. We pledge to empower people to maintain independence and dignity through life improvements. We are the agency of inclusion, reaching out to all individuals, caregivers, families and the community.					Title xix - food & shelter for aging provided in 10 counties in southeast arkansas.   title iii - food & shelter for aging provided in 10 counties in southeast arkansas.   older worker job training, transportation for the underprivileged, nursing care, housing and other services for the elderly - service provided in 10 counties in southeast arkansas.
Butterfly Kisses Outreach	http://www.butterflyoutreach.org		EIN 81-2528019		russellville	AR	72801	USA							
Safe Places Little Rock	http://www.SafePlacesLR.org	501-374-7233	EIN 43-1986827	1609 Broadway	Little Rock	AR	72206	USA	Children & Youth, Crime & Law, Domestic Violence, Human Services, Protection Against Abuse, Victims Services, Youth Violence Prevention	The mission of Safe Places is to create communities where every child is protected, every home is a safe place, and where every person can live a life free from violence.	Results to date: For almost ten years, we have sustained this organization and provided thousands of much-needed services in the community.	child and adult victims of violence and abuse	Direct beneficiaries per year: 2,500+	Arkansas	Weekly violence prevention and Transforming Anger educational groups for children ages 4-12 and for adolescents at risk for victimization and/or offending behavior held at various community locations, including the juvenile detention facility, Boys and Girl's Clubs, afterschool youth programs, schools, and faith communities. These programs served more than 1,200 children in 2007. Trauma-focused therapy for child and adolescent victims of sexual abuse as well as for chidren exposed to family, school, and/or community violence. Support Groups for victims of violence Training in violence prevention and intervention for faith communities and clergy served more than 200 faith communities in 2006.
Jonestown Community Association	http://		EIN 62-1694316	613 Third Street	Hot Springs	AR	71913	USA	Neighborhood & Block Associations						
Reeds Bridge Battlefield Preservation Society Inc	http://	(501) 982-2411	EIN 71-0811879	511 N 1st St Ste 8	Jacksonville	AR	72076	USA	Arts & Culture, Historical Organizations	Historic site preservation					Site restoration  site activies
American Association Of Family And Consumer Sciences	http://		EIN 52-1470060	2301 S University Ave	Little Rock	AR	72204	USA							
National Society United States Daughters Of 1812	http://		EIN 71-0750191	3301 S Poplar St	Pine Bluff	AR	71603	USA							
Russellville Heritage Apartments Inc	http://		EIN 71-0576888	Po Box 2109	Russellville	AR	72811	USA	Homeless & Housing, Low-Income & Subsidized Rental Housing	Housing for low income dev disabled					Housing for low income developmentally disabled
Winthrop Pta	http://		EIN 58-2185788	PO Box 360	Winthrop	AR	71866	USA							
Trinity Heights Academy	http://		EIN 71-0759803	6601 West 12th Street	Little Rock	AR	72204	USA	Education, Special Education						
Sons Of The American Revolution	http://		EIN 23-7062876	PO Box 322	Monette	AR	72447	USA							
Centro Cristiano Hispano	http://		EIN 71-0793535	803 Se J St	Bentonville	AR	72712	USA							
Tomberlin Community Development Center Corporation Inc	http://		EIN 71-0784896	P.O. Box 420	Little Rock	AR	72203	USA	Child Day Care, Children & Youth						
Samaritan House Community Center	http://		EIN 04-3703020	Po Box 939	Rogers	AR	72757	USA	Human Services, Personal Social Services	Founded in 1990 as a food pantry for a local church, the Samaritan Community Center became an independent 501(c)3 organization in 2002. The Northwest Arkansas community is experiencing a large population and wealth growth which has greatly increased the cost of living, especially in the area of housing costs. As costs continue to rise, the disabled, elderly, and working poor face increased financial difficulty. Our desire is to help clients regain hope, through addressing all aspects of the person (physical, mental, financial, and spiritual).					
Happy Land Child Care Center Inc	http://		EIN 71-0758735	2012 Pine St	Arkadelphia	AR	71923	USA	Child Day Care, Children & Youth	DAY CARE CENTER FOR PRE-SCHOOL					
Word Foundations Ministries	http://		EIN 71-0637415	Po Box 4373	Batesville	AR	72503	USA							
Arkansas Rural Endowment Fund Inc	http://	(501) 375-2358	EIN 71-6051240	Po Box 750	Little Rock	AR	72203	USA	Education, Scholarships, Scholarships & Student Financial Aid	Student loans					Student loans  student loans
National Center For Fathering	http://www.fathers.com	(913) 384-4661	EIN 48-1083848	Po Box 8080	Springdale	AR	72766	USA	Family Services, Human Services	The national center for fathering seeks to improve the lives of children and establish a positive fathering and family legacy that will impact future generations by inspiring and equipping fathers and father figures to be actively engaged in the lives of children. The organization conducts research on fathering, creates and distributes fatherhood training and promotion programs, delivers live father training, and provides resources via the internet, radio and mail to the general public.					Watch d. O. G. S. Is the father involvement in education initiative of the national center for fathering. The initiative provides resources and consultation that enable schools to establish a school-based watch d. O. G. S. Program that encourages fathers and father figures to volunteer at their children's school to provide both a security presence and a positive male role model. At the end of the fiscal year, there were 4,083 active watch d. O. G. S. Programs in 46 states that involved an estimated 347,000 watch d. O. G. S. Volunteers providing 2. 4 million hours of service in their children's schools.   father training conducted by the national center for fathering includes live training events and workshops presented to the public by the center. These include the quenching the father thirst train-the-trainer workshop, 7 steps to a successful watch d. O. G. S. Program workshop and other curriculum developed by the center for use in a variety of settings. During the fiscal year, the center presented public and teleconferenced training events with total attendance of 3,025. Four train-the-trainer workshops were held during the year training 29 individuals to deliver training in their communities and 1,401 small group study guides were distributed or sold for use in community and church-based fathering classes.   fatherhood promotion activities include public speaking in various venues to promote responsible fatherhood, media interviews, production of a daily radio program broadcast in markets across the country, "what my father means to me" essay contests conducted in various metropolitan and state wide markets and a vibrant website and online social media outreach offering many free fathering resources. In the fiscal year, national center for fathering staff presented at 48 venues addressing live audiences of 9,392. The center's daily 3-minute radio program, today's father, was broadcast by an estimated 300 stations to an estimated audience of 300,000. The center sponsored or co-sponsored three father of the year essay contests that generated 3,000+ essays submitted by school children on the topic "what my father means to me. " the center produced a weekly e-letter containing practical fathering stories and applications that was distributed to over 80,000 individuals each week.
Heritage Square Apartments Inc	http://		EIN 58-2239356	1255 W Tulsa	Siloam Springs	AR	72761	USA	Group Homes, Human Services						
Future Farmers Of America State Associations & Local Chapter	http://		EIN 71-6043451	301 Catherine Park Rd	Hot Springs	AR	71913	USA		Provide education					Provide and maintain campground facilities andprovide education for the arkansas state chapters &leadership training for future farmers  sponsored trips to national and regional conventionsfor ffa state officers and members continuededucation
Committee Against Spouse Abuse Inc	http://		EIN 71-0562152	Po Box 6705	Pine Bluff	AR	71611	USA	Domestic Violence, Family Violence Shelters, Homeless & Housing	Provide shelter, meals, clothing and couseling for battered women and their children.					Provide shelter, meals, clothing and counseling for battered women and their children.
Family Center Inc	http://		EIN 62-1710744	406 Pecan	Helena	AR	72342	USA	Domestic Violence, Family Violence Shelters, Homeless & Housing						
Grace Lutheran Church	http://		EIN 71-0656088	415 N 6th Pl	Lowell	AR	72745	USA							
Civil Air Patrol, Inc.	http://www.capnhq.gov/		EIN 71-0750587	P O Box 2374	Batesville	AR	72503	USA	Disaster Aid, Disaster Preparedness & Relief Services, Human Service Organizations, Human Services	For more than 50 years, the Civil Air Patrol has aggressively performed the missions Congress mandated in 1946: Aerospace Education, Cadet Programs, and Emergency Services.					
His Touch Ministries International	http://	(870) 346-5408	EIN 71-0798515	2563 Cooper Holw	Batesville	AR	72501	USA	Christianity, Religion	Help needy people through faith based benevolance.					Help needy - benevolence minister
Eastern Arkansas Ballet Inc	http://		EIN 71-0727144	PO Box 624	Paragould	AR	72451	USA	Arts & Culture, Arts, Culture & Humanities						
Little Rock Community Mental Health Center Inc	http://	(501) 686-9301	EIN 71-0726492	Po Box 250337	Little Rock	AR	72225	USA	Community Mental Health Centers, Mental Health	The purpose of the corporation is to provide, plan, develop and make available high quality mental health services that are assessible and affordable to the residents of greater little rock, arkansas. Services were provided to 2,713 clients including 55845 1/4-hour units of service to out patient services and 515,799 1/4-hour units of day treatment service. In kind salaries and fringe benefits of 246,071 were received from the state of arkansas.					Mental health services  mental health services
Lonoke County Animal Education And Rescue Team	http://		EIN 81-2411465	P.O. Box 844	Carlisle	AR	72024	USA	Animal Protection & Welfare, Animals						
Paragould Goodfellows Inc	http://		EIN 71-0497600	203 S Pruett St	Paragould	AR	72450	USA							
Hendrix-Murphy Foundation Inc	http://www.hendrix.edu	(501) 450-1333	EIN 71-0534984	1600 Washington Ave	Conway	AR	72032	USA	Education, Undergraduate Colleges	Hendrix-murphy programs are designed to enhance and enrich the study and teaching of literature and language at hendrix college. The programs seek to invigorate the curriculum, enrich student experience, and encourage faculty development. They accomplish these goals by, among other things, bringing to hendrix eminent artists, scholars, poets, translators, literary critics, authors, and theatre directors. These distinguished visitors teach classes, present lectures, serve as writers-in-residence, give readings, direct plays, and contribute to the life of the college in many other ways.					The hendrix-foundation programs enrich the study of literature and language in both traditional and innovative ways, from lecture and reading series to unique on- and off-campus learning opportunities. Nationally and internationally acclaimed scholars, novelists, poets, playwrights, and theatre directors present lectures, readings, and performances, and meet and work informally with students and faculty. The foundation also hosts long-term residencies for award-winning visiting theatre directors and creative writers, who teach for periods from six weeks to a full semester. To extend students' horizons even further, the foundation supports study abroad scholarships and summer programs in england, spain, and france. On campus, many students also participate in language house, a year's residential living experience rotating annually among french, german, and spanish; a writing center that provides peer tutoring and english as a second language services; creative writing competitions; classical and other literature readings; classics, german, french, chinese, and spanish cultural activities; a student reading series; craft talks by professional writers; student literary awards; reading groups and book clubs.
STEPHENS EDUCATIONAL PROGRAM	http://	8709954398	EIN 36-4772588	129 Panama Rd	West Helena	AR	72390	USA	Child Day Care, Children & Youth	Stephens Educational Program strive to increase the awareness of healthy eating through filtering in local school districts to create a back-pack program for youth throughout the community.  In addition to the back-pack program, our educational establish will introduce youth to our retired teachers association that will help with tutoring to exceed in the educational endeavors of leadership excellence.		our healthy eating program, youth will gain a respect for the foods they eat.  They will learn the nutritional value through our educational component.  We will have extra curriculum activities to allow our youth to earn points in our food awareness activities.  We want children to be aware of our program though media, word of mouth and a show and tell outreach.   Our key factor is to influence our children to eat healthier and show them that people are concerned about their well- being.  Our Work- On- Me project will give children fun ways to exercise.		Stephens Educational Program strive to increase the awareness of healthy eating through filtering in local school districts to create a back-pack program for youth throughout the community.  In addition to the back-pack program, our educational establish will introduce youth to our retired teachers association that will help with tutoring to exceed in the educational endeavors of leadership excellence.	We value our youth of today to make a better tomorrow.  We must educate through healthy eating exercise, and invent ways to make our program interesting.  One of the ways we plan to implement our food program is by teaching children how to turn lemons into lemonade.  This can apply in our homes, our schools, our churches and yes, our community. Most children do not have the concept of how they can take a cucumber and make pickles.  Most of our children are not aware that they can take the hull from a peach and make jelly.  We would like for part of our healthy eating program to have a pilot program that will teach youth how to grow and maintain a garden and how to can vegetables or just grow a tomato to pull and eat from the vine.  We want to educate them on the process by hands on experience of each child, during our after school program.
Arkansas Health Affiliates Inc	http://		EIN 71-0611483	1600 W 40th Ave	Pine Bluff	AR	71603	USA							
LITERACY COUNCIL OF WHITE COUNTY	http://		EIN 71-0604305	109 E Center Ave	Searcy	AR	72143	USA	Education, Literacy, Remedial Reading & Encouragement	The Literacy Council of White County seeks to give all adults the ability to pursue their dreams through expanding their opportunities in employment and personal growth by assisting them in improving their literacy skills.	In 2013, the Literacy Council of White County has already worked to revise the organization's bylaws, trained five new tutors, and increased community outreach efforts.	The Literacy Council of White County works with White County area adults with low literacy skills.		White County, Arkansas	Basic Literacy English as a Second Language GED Preparation Tutoring Driver's License Tutoring Citizenship Test Tutoring
Arkansas Broadcasting Foundation	http://www.kabf.org		EIN 72-0940932	2101 S Main St - Suite 200	Little Rock	AR	72206	USA	Arts & Culture, Radio	Provide non-commercial educational radio					Provide non-commercial educational radio broadcasting and related services
Mays Mission For The Handicapped Inc	http://www.maysmission.org		EIN 71-0445210	604 Colonial Dr	Heber Springs	AR	72545	USA	Job Training, Vocational Rehabilitation	On-the-job training in offset printing, data processing, direct mail services and assembly; scholarships; camperships; volunteer caregiving services; employment; and, care and nursing home visits.					
Presbyterian Development Corporat	http://		EIN 71-0780084	5215 Southside Dr	Blytheville	AR	72315	USA	Homeless & Housing, Senior Citizens Housing & Retirement Communities, Seniors	Charitable retirement community					Operation of residential rental units, chapel/office, and four other buildings, provided maintenance & amenities. Enhanced activities for residents.
Ouachita Calhoun Counties Literacy Council	http://www.sautech.edu/community/literacy.aspx	870-837-4000	EIN 	746 California SW	Camden	AR	71701	USA		To help adults in each community become economically self-sufficient, employable, and able to continue on to higher levels of education.	Since start up, 7/1/2009, OCCLC has served 60 adult learners to improve a skill or advance into the adult education program across the three counties in which it provides one-on-one tutoring	All adults 18 and older currently functioning on a 6th grade level of education and below in reading, writing, math/problem solving, and English as a Second Language	unlimited	Ouachita Co., Union Co., Calhoun Co.	
Wear & Share Inc	http://		EIN 71-0784152	Po Box 1081	Fairfield Bay	AR	72088	USA	Human Services, Thrift Shops						
Happy Days Day Care & Learning Center, Inc.	http://		EIN 71-0786647	89 Allen Chapel Rd	Batesville	AR	72501	USA	Child Day Care, Children & Youth						
Gurdjieff Foundation Of Arkansas	http://		EIN 72-0724379	Po Box 165065	Little Rock	AR	72216	USA	Philanthropy, Private Independent Foundations						
Arkansas Tech University Foundation	http://www.atu.edu	(479) 968-0400	EIN 71-0561120	8820 Tech Ln	Russellville	AR	72801	USA	Education	The foundation provides educational support through the granting of scholarship funds to be distributed by arkansas tech university based on academic department and committee selections. The foundation also provides other institutional support to arkansas tech university for the operation of its educational programs.					The foundation provided a vast array of support to the university in the form of contributions and grants to academic, administrative and athletic departments as well as providing scholarship funds for student recipients. The foundation made contributions to the university for the purchases of computers and related equipment, furnishings, general supplies and construction of additional facilities and renovation and upgrade of existing facilities.
Sowers Of The Harvest	http://		EIN 62-1674312	Po Box 29	Witter	AR	72776	USA	Christianity, Religion	PROVIDE CAMP FACILITIES, PROGRAMS AND DETENTION CENTER FOR JUVENILES					
The New School	http://www.thenewschool.org	(479) 521-7037	EIN 71-0422196	2514 N New School Pl	Fayetteville	AR	72703	USA		The new school, an independent school, is dedicated to inspiring a love of learning and empowering students to reach their potential for academic achievement, creativity, and citizenship.					Provide schooling for pre-school through middle-school aged children.
United Cerebral Palsy of Central Arkansas, Inc.	http://www.ucpcark.org	(501) 224-6067	EIN 71-0304327	9720 N Rodney Parham Rd	Little Rock	AR	72227	USA	Birth Defects & Genetic Diseases, Education, Elementary & Secondary Schools, Health, Literacy, Rehabilitative Care	For over 43 years, United Cerebral Palsy (UCP) has been committed to change and progress for persons with disabilities.  UCP strives to ensure the inclusion of individuals with disabilities in every facet of society - from the web to the workplace, from the classroom to the community.  Our mission is to advance the independence, productivity and full citizenship of people with all types of disabilities, through our commitment to the principles of independence, inclusion and self-determination.					Habilitation and residential services are provided to clients with developmental disabilities and other multiple service needs. Services are provided on a fee-for-service basis. Services provided include: adult development, sheltered workshop, supported employment, pre-school, conductive education, occupational therapy, speech therapy, physical therapy, community living, transitional housing, transportation, waiver, and waiver case management. Facility-based services are generally provided on a daily basis excluding weekends. Residential services are generally provided continually. Component enrollment is approximately 794 clients.
Japanese Saturday School Of Little Rock, Inc.	http://		EIN 71-0692532	1500 Amity Rd	Conway	AR	72032	USA	International, International Academic Exchange						
Robins Nest Daycare And Learning Center, Inc.	http://		EIN 71-0780168	PO Box 13	Walnut Ridge	AR	72476	USA	Child Day Care, Children & Youth						
Sebastian Humane Society	http://www.sebastiancountyhumanesociety.org	(479) 783-4395	EIN 71-0285192	3800 Kelley Hwy	Fort Smith	AR	72904	USA	Animal Protection & Welfare, Animals	Medical treatment of animals, short term housing, and developing pet adoptions.					The organization's stated purpose is for the preservation, care and maintenance of animals in sebastian county, arkansas.
Little Rock Garden Club	http://		EIN 71-6054779	Po Box 7613	Little Rock	AR	72217	USA							
Pta Arkansas Congress	http://		EIN 71-0584471	26405 Highway 107	Jacksonville	AR	72076	USA							
The Fairfield Bay Community Foundation	http://		EIN 71-0584915	Po Box 1549	Fairfield Bay	AR	72088	USA	Arts & Culture, Museums						
Arkansas Recycling Coalition Inc	http://		EIN 71-0714468	1 Vista Ln	Hot Springs	AR	71909	USA	Environment						
International Reading Association Inc	http://		EIN 71-0694968	121 Longview Pt	Hot Springs	AR	71913	USA							
Fistula Relief Foundation For Africa	http://		EIN 27-4551352	11 Saddleworth Pl	Bentonville	AR	72712	USA	Health, Public Health						
Lonsdale Fire Association Incorporated	http://		EIN 71-0618959	Po Box 136	Lonsdale	AR	72087	USA							
Mid Marion County Rotary Foundation Inc	http://		EIN 71-0772632	Po Box 40	Yellville	AR	72687	USA	Children & Youth, Youth Development Programs						
